sequence,actual_slots,window_count,selected_frame_count,dropped_frame_count,local_rmse,stitched_rmse,stitched_p90,bridge_scale_std,depth_mapping,depth_abs_rel,depth_rmse_m,depth_p90_abs_m
freiburg1_desk,385,11,325,95,0.010640132334370674,0.12160306590810084,0.16932699738804943,0.10401874894225975,depth,0.08346792480073045,0.20469473264196297,0.2242310391445761
freiburg1_desk,700,20,420,0,0.009001517035245543,0.11092124423312273,0.15290476309408374,0.15532945122568248,depth,0.107907916625182,0.19573823947349275,0.2293073323705912
