cap_1784792081923324:0 rc=0 host_n=5088 phone_n=5094 match_p2h=1.0000 match_h2p=0.9998 host_smed=3.80 host_flt3=0.330 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:13 rc=0 host_n=3142 phone_n=3140 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.62 host_flt3=0.244 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:14 rc=0 host_n=5189 phone_n=5180 match_p2h=1.0000 match_h2p=0.9987 host_smed=4.63 host_flt3=0.222 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:15 rc=0 host_n=7339 phone_n=7341 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.33 host_flt3=0.250 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:16 rc=0 host_n=7784 phone_n=7776 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.23 host_flt3=0.263 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:17 rc=0 host_n=6574 phone_n=6577 match_p2h=1.0000 match_h2p=0.9997 host_smed=4.53 host_flt3=0.221 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:18 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9980 match_h2p=0.9982 host_smed=4.57 host_flt3=0.190 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:19 rc=0 host_n=7776 phone_n=7757 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.03 host_flt3=0.309 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:20 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9586 match_h2p=0.9587 host_smed=4.03 host_flt3=0.237 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:21 rc=0 host_n=3035 phone_n=3032 match_p2h=1.0000 match_h2p=0.9997 host_smed=4.16 host_flt3=0.300 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:22 rc=0 host_n=4507 phone_n=4508 match_p2h=1.0000 match_h2p=0.9998 host_smed=4.20 host_flt3=0.270 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:23 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9965 match_h2p=0.9963 host_smed=4.09 host_flt3=0.205 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:24 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9983 match_h2p=0.9983 host_smed=4.80 host_flt3=0.033 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:25 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9965 match_h2p=0.9961 host_smed=4.05 host_flt3=0.149 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:26 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9973 match_h2p=0.9965 host_smed=4.03 host_flt3=0.141 phone_smed=1.00 phone_flt3=1.000
cap_1784802118882656:27 rc=0 host_n=3908 phone_n=3911 match_p2h=1.0000 match_h2p=0.9997 host_smed=3.83 host_flt3=0.345 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:0 rc=0 host_n=4504 phone_n=4509 match_p2h=1.0000 match_h2p=1.0000 host_smed=3.85 host_flt3=0.322 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:1 rc=0 host_n=5400 phone_n=5402 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.11 host_flt3=0.275 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:2 rc=0 host_n=6113 phone_n=6112 match_p2h=1.0000 match_h2p=0.9998 host_smed=4.49 host_flt3=0.247 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:3 rc=0 host_n=7200 phone_n=7197 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.03 host_flt3=0.292 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:4 rc=0 host_n=5980 phone_n=5977 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.78 host_flt3=0.202 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:5 rc=0 host_n=5046 phone_n=5051 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.39 host_flt3=0.241 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:6 rc=0 host_n=4590 phone_n=4587 match_p2h=1.0000 match_h2p=1.0000 host_smed=3.99 host_flt3=0.309 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:7 rc=0 host_n=4461 phone_n=4463 match_p2h=1.0000 match_h2p=1.0000 host_smed=3.84 host_flt3=0.315 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:8 rc=0 host_n=5323 phone_n=5322 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.03 host_flt3=0.295 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:9 rc=0 host_n=4945 phone_n=4946 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.48 host_flt3=0.244 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:10 rc=0 host_n=4445 phone_n=4439 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.43 host_flt3=0.216 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:11 rc=0 host_n=6858 phone_n=6849 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.07 host_flt3=0.251 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:12 rc=0 host_n=5481 phone_n=5484 match_p2h=1.0000 match_h2p=0.9995 host_smed=4.33 host_flt3=0.253 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:13 rc=0 host_n=7523 phone_n=7515 match_p2h=1.0000 match_h2p=0.9997 host_smed=4.63 host_flt3=0.217 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:14 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9983 match_h2p=0.9983 host_smed=4.77 host_flt3=0.076 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:15 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9950 match_h2p=0.9940 host_smed=5.08 host_flt3=0.031 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:16 rc=0 host_n=4580 phone_n=4576 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.51 host_flt3=0.255 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:17 rc=0 host_n=6858 phone_n=6856 match_p2h=1.0000 match_h2p=0.9999 host_smed=4.22 host_flt3=0.263 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:18 rc=0 host_n=5750 phone_n=5752 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.15 host_flt3=0.260 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:19 rc=0 host_n=7347 phone_n=7344 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.10 host_flt3=0.275 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:20 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9954 match_h2p=0.9945 host_smed=4.37 host_flt3=0.232 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:21 rc=0 host_n=7430 phone_n=7427 match_p2h=1.0000 match_h2p=0.9999 host_smed=4.56 host_flt3=0.210 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:22 rc=0 host_n=7271 phone_n=7265 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.34 host_flt3=0.230 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:23 rc=0 host_n=5665 phone_n=5669 match_p2h=1.0000 match_h2p=0.9991 host_smed=4.34 host_flt3=0.227 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:24 rc=0 host_n=5393 phone_n=5387 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.03 host_flt3=0.287 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:25 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9967 match_h2p=0.9969 host_smed=4.77 host_flt3=0.097 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:26 rc=0 host_n=3932 phone_n=3928 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.57 host_flt3=0.233 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:27 rc=0 host_n=2454 phone_n=2456 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.71 host_flt3=0.211 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:28 rc=0 host_n=4122 phone_n=4108 match_p2h=1.0000 match_h2p=0.9988 host_smed=5.44 host_flt3=0.183 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:30 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9437 match_h2p=0.9447 host_smed=4.64 host_flt3=0.139 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:31 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9672 match_h2p=0.9678 host_smed=4.68 host_flt3=0.156 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:32 rc=0 host_n=1893 phone_n=1890 match_p2h=1.0000 match_h2p=0.9989 host_smed=4.34 host_flt3=0.280 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:33 rc=0 host_n=3799 phone_n=3799 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.21 host_flt3=0.258 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:34 rc=0 host_n=2731 phone_n=2733 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.51 host_flt3=0.249 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:35 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9730 match_h2p=0.9728 host_smed=4.90 host_flt3=0.146 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:36 rc=0 host_n=6586 phone_n=6590 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.15 host_flt3=0.273 phone_smed=1.00 phone_flt3=1.000
cap_1784809021393372:37 rc=0 host_n=7075 phone_n=7083 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.30 host_flt3=0.270 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:0 rc=0 host_n=4958 phone_n=4948 match_p2h=1.0000 match_h2p=0.9996 host_smed=3.91 host_flt3=0.314 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:1 rc=0 host_n=4541 phone_n=4542 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.09 host_flt3=0.255 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:2 rc=0 host_n=5090 phone_n=5082 match_p2h=1.0000 match_h2p=0.9994 host_smed=4.22 host_flt3=0.264 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:3 rc=0 host_n=5407 phone_n=5403 match_p2h=1.0000 match_h2p=0.9998 host_smed=4.31 host_flt3=0.268 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:4 rc=0 host_n=5521 phone_n=5521 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.24 host_flt3=0.270 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:5 rc=0 host_n=5669 phone_n=5667 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.60 host_flt3=0.239 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:6 rc=0 host_n=5974 phone_n=5975 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.74 host_flt3=0.231 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:7 rc=0 host_n=7188 phone_n=7179 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.28 host_flt3=0.265 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:8 rc=0 host_n=5683 phone_n=5688 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.99 host_flt3=0.188 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:9 rc=0 host_n=7442 phone_n=7440 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.30 host_flt3=0.254 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:10 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9690 match_h2p=0.9686 host_smed=4.30 host_flt3=0.243 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:12 rc=0 host_n=5040 phone_n=5032 match_p2h=1.0000 match_h2p=0.9998 host_smed=5.08 host_flt3=0.194 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:13 rc=0 host_n=4940 phone_n=4936 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.62 host_flt3=0.265 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:14 rc=0 host_n=4523 phone_n=4513 match_p2h=1.0000 match_h2p=0.9993 host_smed=4.31 host_flt3=0.271 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:15 rc=0 host_n=4454 phone_n=4452 match_p2h=1.0000 match_h2p=0.9991 host_smed=4.07 host_flt3=0.273 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:16 rc=0 host_n=3645 phone_n=3644 match_p2h=1.0000 match_h2p=0.9995 host_smed=5.08 host_flt3=0.206 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:18 rc=0 host_n=7379 phone_n=7375 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.94 host_flt3=0.173 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:20 rc=0 host_n=5242 phone_n=5236 match_p2h=1.0000 match_h2p=0.9998 host_smed=4.33 host_flt3=0.273 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:23 rc=0 host_n=5756 phone_n=5755 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.14 host_flt3=0.257 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:24 rc=0 host_n=7809 phone_n=7813 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.27 host_flt3=0.237 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:28 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9563 match_h2p=0.9547 host_smed=4.95 host_flt3=0.114 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:32 rc=0 host_n=2874 phone_n=2873 match_p2h=1.0000 match_h2p=1.0000 host_smed=5.93 host_flt3=0.166 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:34 rc=0 host_n=3592 phone_n=3589 match_p2h=1.0000 match_h2p=0.9994 host_smed=4.13 host_flt3=0.266 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:36 rc=0 host_n=4911 phone_n=4907 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.03 host_flt3=0.284 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:37 rc=0 host_n=4210 phone_n=4215 match_p2h=1.0000 match_h2p=0.9998 host_smed=4.56 host_flt3=0.240 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:38 rc=0 host_n=7761 phone_n=7754 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.03 host_flt3=0.284 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:39 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9999 match_h2p=0.9991 host_smed=4.06 host_flt3=0.250 phone_smed=1.00 phone_flt3=1.000
cap_1784814888131788:40 rc=0 host_n=3718 phone_n=3717 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.03 host_flt3=0.257 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:0 rc=0 host_n=7579 phone_n=7578 match_p2h=1.0000 match_h2p=0.9993 host_smed=4.03 host_flt3=0.298 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:1 rc=0 host_n=6983 phone_n=6985 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.09 host_flt3=0.302 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:2 rc=0 host_n=5461 phone_n=5464 match_p2h=1.0000 match_h2p=0.9998 host_smed=4.49 host_flt3=0.250 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:3 rc=0 host_n=6078 phone_n=6070 match_p2h=1.0000 match_h2p=1.0000 host_smed=3.96 host_flt3=0.302 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:4 rc=0 host_n=6128 phone_n=6134 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.63 host_flt3=0.233 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:5 rc=0 host_n=6600 phone_n=6605 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.63 host_flt3=0.240 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:6 rc=0 host_n=7000 phone_n=6995 match_p2h=1.0000 match_h2p=0.9999 host_smed=4.79 host_flt3=0.222 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:7 rc=0 host_n=3577 phone_n=3577 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.52 host_flt3=0.259 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:8 rc=0 host_n=3899 phone_n=3902 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.54 host_flt3=0.255 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:9 rc=0 host_n=3784 phone_n=3784 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.33 host_flt3=0.252 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:10 rc=0 host_n=5643 phone_n=5638 match_p2h=1.0000 match_h2p=0.9998 host_smed=4.18 host_flt3=0.257 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:15 rc=0 host_n=3425 phone_n=3429 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.48 host_flt3=0.247 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:19 rc=0 host_n=5595 phone_n=5598 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.16 host_flt3=0.283 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:20 rc=0 host_n=5900 phone_n=5905 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.38 host_flt3=0.229 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:21 rc=0 host_n=8094 phone_n=8093 match_p2h=1.0000 match_h2p=1.0000 host_smed=3.86 host_flt3=0.319 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:22 rc=0 host_n=7736 phone_n=7733 match_p2h=1.0000 match_h2p=0.9996 host_smed=4.03 host_flt3=0.281 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:23 rc=0 host_n=7667 phone_n=7663 match_p2h=1.0000 match_h2p=0.9999 host_smed=4.35 host_flt3=0.246 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:24 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9998 match_h2p=0.9994 host_smed=4.25 host_flt3=0.238 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:25 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9895 match_h2p=0.9911 host_smed=4.87 host_flt3=0.125 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:26 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9969 match_h2p=0.9977 host_smed=5.16 host_flt3=0.149 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:28 rc=0 host_n=2548 phone_n=2542 match_p2h=1.0000 match_h2p=0.9992 host_smed=4.43 host_flt3=0.250 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:31 rc=0 host_n=2639 phone_n=2629 match_p2h=1.0000 match_h2p=0.9992 host_smed=4.46 host_flt3=0.266 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:34 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9937 match_h2p=0.9932 host_smed=4.80 host_flt3=0.108 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:36 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9974 match_h2p=0.9976 host_smed=5.25 host_flt3=0.079 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:37 rc=0 host_n=8192 phone_n=8192 match_p2h=0.9380 match_h2p=0.9390 host_smed=5.18 host_flt3=0.069 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:38 rc=0 host_n=7520 phone_n=7517 match_p2h=1.0000 match_h2p=0.9999 host_smed=4.24 host_flt3=0.256 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:40 rc=0 host_n=3429 phone_n=3430 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.13 host_flt3=0.283 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:41 rc=0 host_n=7095 phone_n=7091 match_p2h=1.0000 match_h2p=1.0000 host_smed=3.94 host_flt3=0.293 phone_smed=1.00 phone_flt3=1.000
cap_1784820775062947:42 rc=0 host_n=5475 phone_n=5475 match_p2h=1.0000 match_h2p=1.0000 host_smed=4.05 host_flt3=0.278 phone_smed=1.00 phone_flt3=1.000
