route,status,frame_count,pose_rmse_m,pose_p90_m,pose_p95_m,pose_max_m,pose_sim3_scale,loop_constraints
dense_sim3_only,completed,700,0.9561750783445463,1.3005522487364722,1.589664980391858,3.403085552324528,5.200168745194432,0
dense_sim3_plus_official_loop_optimizer,completed,700,0.566947915531596,0.8142069381355799,0.9341439848825179,2.096327887660887,4.369823730647098,22
