sequence,camera_names,actual_slots,window_count,selected_frame_count,dropped_frame_count,local_rmse,stitched_rmse,stitched_p90,bridge_scale_std,depth_mapping,depth_abs_rel,depth_rmse_m,depth_p90_abs_m,colmap_verified_pairs,frames_with_verified_edges
House_omni_P0000_lcam_front-lcam_left-lcam_right-lcam_back,"lcam_front,lcam_left,lcam_right,lcam_back",385,11,80,0,,,,,,,,,,
