frame,t,wall_ms,cpu_ms,sw_solver_ms,sw_solves,sw_iters,stop_budget,stop_time,stop_iter,stop_conv,init_solver_ms,bk_work_ms,bk_track_ms,bk_track_n,rc,state,queue_wait_ms,recording_frame
203,245425.029970000,0.0408,0.0405,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,409
204,245425.063306208,0.0488,0.0486,nan,-1,-1,-1,-1,-1,-1,nan,9.9676,9.6448,1,0,1,0.0074,411
205,245425.096642333,0.0480,0.0480,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0114,413
206,245425.129978708,0.0333,0.0333,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,415
207,245425.163315000,0.0264,0.0263,nan,-1,-1,-1,-1,-1,-1,nan,9.9955,9.7057,1,0,1,0.0087,417
208,245425.196651166,0.0253,0.0253,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0059,419
209,245425.229987458,0.0291,0.0291,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0073,421
210,245425.263323583,0.0267,0.0267,nan,-1,-1,-1,-1,-1,-1,nan,7.5655,7.2561,1,0,1,0.0089,423
211,245425.296659791,0.0234,0.0234,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0065,425
212,245425.329995958,0.0275,0.0274,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,427
213,245425.363332250,0.0203,0.0203,nan,-1,-1,-1,-1,-1,-1,nan,19.8568,19.5840,1,0,1,0.0072,429
214,245425.396668458,0.0246,0.0245,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0058,431
215,245425.430004625,0.0310,0.0310,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0068,433
216,245425.463340833,0.0210,0.0209,nan,-1,-1,-1,-1,-1,-1,nan,6.9285,6.6478,1,0,1,0.0065,435
217,245425.496677041,0.0297,0.0297,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0057,437
218,245425.530013333,0.0309,0.0306,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0081,439
219,245425.563349583,0.0201,0.0200,nan,-1,-1,-1,-1,-1,-1,nan,19.3402,19.0819,1,0,1,0.0090,441
220,245425.596685666,0.0279,0.0278,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0050,443
221,245425.630021958,0.0305,0.0304,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0056,445
222,245425.663358166,0.0226,0.0226,nan,-1,-1,-1,-1,-1,-1,nan,6.6806,6.4073,1,0,1,0.0065,447
223,245425.696694416,0.0224,0.0222,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0066,449
224,245425.730030541,0.0293,0.0293,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0079,451
225,245425.763366833,0.0334,0.0334,nan,-1,-1,-1,-1,-1,-1,nan,7.3747,7.0705,1,0,1,0.0052,453
226,245425.796703083,0.0294,0.0294,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0056,455
227,245425.830039291,0.0296,0.0296,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0068,457
228,245425.863375458,0.0459,0.0458,nan,-1,-1,-1,-1,-1,-1,nan,8.1100,7.7932,1,0,1,0.0062,459
229,245425.896711583,0.0486,0.0485,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,461
230,245425.930047833,0.0477,0.0476,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,463
231,245425.963383958,0.0435,0.0435,nan,-1,-1,-1,-1,-1,-1,nan,8.8317,8.4671,1,0,1,0.0067,465
232,245425.996720208,0.0562,0.0560,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0095,467
233,245426.030056375,0.0413,0.0413,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0103,469
234,245426.063392583,0.0404,0.0402,nan,-1,-1,-1,-1,-1,-1,nan,9.1759,8.8011,1,0,1,0.0066,471
235,245426.096728750,0.0430,0.0430,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0074,473
236,245426.130065000,0.0246,0.0244,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0118,475
237,245426.163401250,0.0360,0.0360,nan,-1,-1,-1,-1,-1,-1,nan,8.8833,8.5171,1,0,1,0.0076,477
238,245426.196737458,0.0466,0.0465,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0086,479
239,245426.230073583,0.0430,0.0429,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0109,481
240,245426.263409875,0.0424,0.0423,nan,-1,-1,-1,-1,-1,-1,nan,9.1307,8.7676,1,0,1,0.0065,483
241,245426.296746083,0.0327,0.0326,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0069,485
242,245426.330082250,0.0354,0.0354,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0103,487
243,245426.363418458,0.0396,0.0395,nan,-1,-1,-1,-1,-1,-1,nan,8.7854,8.4471,1,0,1,0.0074,489
244,245426.396754708,0.0531,0.0530,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,491
245,245426.430090958,0.0566,0.0565,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0127,493
246,245426.463427000,0.0468,0.0467,nan,-1,-1,-1,-1,-1,-1,nan,8.4001,8.0566,1,0,1,0.0063,495
247,245426.496763250,0.0431,0.0430,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0082,497
248,245426.530099375,0.0488,0.0488,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0097,499
249,245426.563435666,0.0448,0.0448,nan,-1,-1,-1,-1,-1,-1,nan,8.0730,7.7649,1,0,1,0.0062,501
250,245426.596771875,0.0513,0.0513,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0066,503
251,245426.630108083,0.0503,0.0500,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0092,505
252,245426.663444250,0.0569,0.0568,nan,-1,-1,-1,-1,-1,-1,nan,7.9769,7.6244,1,0,1,0.0102,507
253,245426.696780500,0.0472,0.0472,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0069,509
254,245426.730116666,0.0607,0.0606,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0125,511
255,245426.763452791,0.0526,0.0526,nan,-1,-1,-1,-1,-1,-1,nan,7.0997,6.8480,1,0,1,0.0066,513
256,245426.796789083,0.0414,0.0414,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0087,515
257,245426.830125291,0.0424,0.0423,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0139,517
258,245426.863461416,0.0354,0.0355,nan,-1,-1,-1,-1,-1,-1,nan,13.8573,13.6315,1,0,1,0.0067,519
259,245426.896797708,0.0462,0.0462,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0072,521
260,245426.930133791,0.0448,0.0448,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,523
261,245426.963470000,0.0718,0.0715,nan,-1,-1,-1,-1,-1,-1,nan,14.2472,14.0367,1,0,1,0.0068,525
262,245426.996806291,0.0512,0.0511,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0074,527
263,245427.030142416,0.0489,0.0488,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0075,529
264,245427.063478666,0.0362,0.0359,nan,-1,-1,-1,-1,-1,-1,nan,9.7648,9.6095,1,0,1,0.0067,531
265,245427.096814750,0.0327,0.0325,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0088,533
266,245427.130151041,0.0340,0.0339,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,535
267,245427.163487166,0.0468,0.0467,nan,-1,-1,-1,-1,-1,-1,nan,5.6573,5.4810,1,0,1,0.0074,537
268,245427.196823416,0.0547,0.0546,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0109,539
269,245427.230159500,0.0580,0.0580,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0095,541
270,245427.263495750,0.0615,0.0615,nan,-1,-1,-1,-1,-1,-1,nan,6.3740,6.1902,1,0,1,0.0075,543
271,245427.296831958,0.0475,0.0475,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0108,545
272,245427.330168250,0.0459,0.0458,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0099,547
273,245427.363504291,0.0288,0.0287,nan,-1,-1,-1,-1,-1,-1,nan,4.9718,4.8353,1,0,1,0.0103,549
274,245427.396840541,0.0489,0.0488,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0112,551
275,245427.430176708,0.0455,0.0455,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0116,553
276,245427.463512916,0.0366,0.0367,nan,-1,-1,-1,-1,-1,-1,nan,6.4252,6.2227,1,0,1,0.0077,555
277,245427.496849083,0.0352,0.0351,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0106,557
278,245427.530185291,0.0400,0.0399,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0095,559
279,245427.563521500,0.0420,0.0420,nan,-1,-1,-1,-1,-1,-1,nan,16.2527,16.0721,1,0,1,0.0074,561
280,245427.596857666,0.0427,0.0426,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0084,563
281,245427.630193916,0.0498,0.0498,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0085,565
282,245427.663530041,0.0497,0.0493,nan,-1,-1,-1,-1,-1,-1,nan,10.8710,10.6682,1,0,1,0.0077,567
283,245427.696866250,0.0560,0.0560,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0098,569
284,245427.730202375,0.0580,0.0579,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0083,571
285,245427.763538541,0.0586,0.0586,nan,-1,-1,-1,-1,-1,-1,nan,6.6590,6.4162,1,0,1,0.0082,573
286,245427.796874833,0.0440,0.0440,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0095,575
287,245427.830211000,0.0625,0.0623,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0080,577
288,245427.863547125,0.0430,0.0430,nan,-1,-1,-1,-1,-1,-1,nan,6.6946,6.4245,1,0,1,0.0080,579
289,245427.896883416,0.0258,0.0258,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0106,581
290,245427.930219458,0.0487,0.0486,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0076,583
291,245427.963555666,0.0353,0.0353,nan,-1,-1,-1,-1,-1,-1,nan,7.9900,7.6932,1,0,1,0.0076,585
292,245427.996891916,0.0411,0.0411,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0081,587
293,245428.030228125,0.0457,0.0457,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0072,589
294,245428.063564291,0.0377,0.0377,nan,-1,-1,-1,-1,-1,-1,nan,8.5140,8.1726,1,0,1,0.0074,591
295,245428.096900458,0.0394,0.0394,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0069,593
296,245428.130236625,0.2074,0.2075,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0217,595
297,245428.163572875,0.0441,0.0437,nan,-1,-1,-1,-1,-1,-1,nan,9.7125,9.3583,1,0,1,0.0095,597
298,245428.196909041,0.0410,0.0410,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0065,599
299,245428.230245166,0.0394,0.0394,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0098,601
300,245428.263581333,0.0398,0.0397,nan,-1,-1,-1,-1,-1,-1,nan,9.5402,9.1903,1,0,1,0.0074,603
301,245428.296917583,0.0450,0.0450,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0066,605
302,245428.330253708,0.0541,0.0540,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0080,607
303,245428.363589916,0.0452,0.0452,nan,-1,-1,-1,-1,-1,-1,nan,9.0158,8.6746,1,0,1,0.0077,609
304,245428.396926041,0.0525,0.0523,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,611
305,245428.430262250,0.0511,0.0510,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0090,613
306,245428.463598458,0.0221,0.0220,nan,-1,-1,-1,-1,-1,-1,nan,12.8310,12.5121,1,0,1,0.0068,615
307,245428.496934583,0.0303,0.0304,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0060,617
308,245428.530270791,0.0288,0.0288,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0073,619
309,245428.563607000,0.0256,0.0257,nan,-1,-1,-1,-1,-1,-1,nan,12.8157,12.5092,1,0,1,0.0071,621
310,245428.596943166,0.0312,0.0312,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0061,623
311,245428.630279375,0.0358,0.0357,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,625
312,245428.663615541,0.0221,0.0219,nan,-1,-1,-1,-1,-1,-1,nan,23.6220,23.2848,1,0,1,0.0063,627
313,245428.696951666,0.0216,0.0215,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0050,629
314,245428.730287791,0.0289,0.0288,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0072,631
315,245428.763624041,0.0147,0.0147,nan,-1,-1,-1,-1,-1,-1,nan,20.4068,20.1494,1,0,1,0.0055,633
316,245428.796960250,0.0178,0.0177,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0045,635
317,245428.830296291,0.0162,0.0162,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0047,637
318,245428.863632500,0.0145,0.0144,nan,-1,-1,-1,-1,-1,-1,nan,19.1779,18.9387,1,0,1,0.0051,639
319,245428.896968791,0.0167,0.0167,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0046,641
320,245428.930304875,0.0177,0.0177,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0047,643
321,245428.963641083,0.0163,0.0163,nan,-1,-1,-1,-1,-1,-1,nan,6.5786,6.3419,1,0,1,0.0060,645
322,245428.996977125,0.0179,0.0178,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0051,647
323,245429.030313416,0.0230,0.0230,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0058,649
324,245429.063649625,0.0216,0.0216,nan,-1,-1,-1,-1,-1,-1,nan,7.7342,7.1976,1,0,1,0.0061,651
325,245429.096985666,0.0281,0.0281,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0057,653
326,245429.130321875,0.0305,0.0305,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0098,655
327,245429.163658166,0.0318,0.0319,nan,-1,-1,-1,-1,-1,-1,nan,8.1384,7.8497,1,0,1,0.0066,657
328,245429.196994250,0.0312,0.0312,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0063,659
329,245429.230330458,0.0428,0.0428,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,661
330,245429.263666583,0.0356,0.0356,nan,-1,-1,-1,-1,-1,-1,nan,11.7342,11.4365,1,0,1,0.0053,663
331,245429.297002791,0.0288,0.0288,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0069,665
332,245429.330339000,0.0339,0.0338,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0073,667
333,245429.363675166,0.0281,0.0282,nan,-1,-1,-1,-1,-1,-1,nan,11.8004,11.5203,1,0,1,0.0063,669
334,245429.397011208,0.0505,0.0505,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0064,671
335,245429.430347500,0.0472,0.0471,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0090,673
336,245429.463683666,0.0467,0.0467,nan,-1,-1,-1,-1,-1,-1,nan,8.4289,8.1224,1,0,1,0.0097,675
337,245429.497019833,0.0448,0.0447,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0065,677
338,245429.530355958,0.0450,0.0450,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0104,679
339,245429.563692083,0.0430,0.0430,nan,-1,-1,-1,-1,-1,-1,nan,8.1595,7.8576,1,0,1,0.0115,681
340,245429.597028250,0.0495,0.0495,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0075,683
341,245429.630364500,0.0610,0.0610,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0095,685
342,245429.663700541,0.0332,0.0332,nan,-1,-1,-1,-1,-1,-1,nan,12.3847,12.0967,1,0,1,0.0060,687
343,245429.697036750,0.0526,0.0526,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0074,689
344,245429.730372958,0.0479,0.0478,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0091,691
345,245429.763709166,0.0288,0.0287,nan,-1,-1,-1,-1,-1,-1,nan,19.4562,19.1997,1,0,1,0.0055,693
346,245429.797045291,0.0452,0.0452,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0061,695
347,245429.830381458,0.0442,0.0442,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0097,697
348,245429.863717541,0.0424,0.0424,nan,-1,-1,-1,-1,-1,-1,nan,7.1869,6.9257,1,0,1,0.0070,699
349,245429.897053791,0.0456,0.0455,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0066,701
350,245429.930389958,0.0478,0.0477,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0114,703
351,245429.963726083,0.0297,0.0296,nan,-1,-1,-1,-1,-1,-1,nan,7.0215,6.7544,1,0,1,0.0068,705
352,245429.997062208,0.0529,0.0527,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0109,707
353,245430.030398416,0.0480,0.0479,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0100,709
354,245430.063734541,0.0470,0.0470,nan,-1,-1,-1,-1,-1,-1,nan,7.2246,6.9552,1,0,1,0.0077,711
355,245430.097070791,0.0445,0.0445,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,713
356,245430.130406958,0.0415,0.0415,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0107,715
357,245430.163743083,0.0420,0.0420,nan,-1,-1,-1,-1,-1,-1,nan,18.9809,18.7484,1,0,1,0.0063,717
358,245430.197079250,0.0479,0.0478,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0061,719
359,245430.230415458,0.0464,0.0463,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0068,721
360,245430.263751500,0.0441,0.0441,nan,-1,-1,-1,-1,-1,-1,nan,6.5043,6.2617,1,0,1,0.0062,723
361,245430.297087708,0.0481,0.0480,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0073,725
362,245430.330423875,0.0372,0.0371,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0080,727
363,245430.363760041,0.0452,0.0452,nan,-1,-1,-1,-1,-1,-1,nan,6.7689,6.5188,1,0,1,0.0075,729
364,245430.397096250,0.0526,0.0526,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0106,731
365,245430.430432333,0.0391,0.0390,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0086,733
366,245430.463768500,0.0384,0.0383,nan,-1,-1,-1,-1,-1,-1,nan,6.9025,6.6490,1,0,1,0.0072,735
367,245430.497104625,0.0522,0.0521,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0105,737
368,245430.530440791,0.0377,0.0377,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0078,739
369,245430.563777000,0.0439,0.0439,nan,-1,-1,-1,-1,-1,-1,nan,18.1569,17.9295,1,0,1,0.0062,741
370,245430.597113125,0.0556,0.0556,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0088,743
371,245430.630449250,0.0398,0.0398,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0066,745
372,245430.663785375,0.0309,0.0308,nan,-1,-1,-1,-1,-1,-1,nan,6.6587,6.4103,1,0,1,0.0060,747
373,245430.697121541,0.0463,0.0462,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0088,749
374,245430.730457750,0.0492,0.0492,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0085,751
375,245430.763793958,0.0514,0.0514,nan,-1,-1,-1,-1,-1,-1,nan,7.2620,7.0152,1,0,1,0.0075,753
376,245430.797130083,0.0437,0.0436,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0102,755
377,245430.830466208,0.0437,0.0437,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0086,757
378,245430.863802333,0.0560,0.0559,nan,-1,-1,-1,-1,-1,-1,nan,18.5081,18.2466,1,0,1,0.0074,759
379,245430.897138416,0.0470,0.0470,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,761
380,245430.930474666,0.0522,0.0522,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0103,763
381,245430.963810791,0.0277,0.0277,nan,-1,-1,-1,-1,-1,-1,nan,8.3445,8.1587,1,0,1,0.0063,765
382,245430.997147000,0.0306,0.0304,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0090,767
383,245431.030483208,0.0312,0.0312,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0090,769
384,245431.063819333,0.0549,0.0549,nan,-1,-1,-1,-1,-1,-1,nan,8.8575,8.6338,1,0,1,0.0067,771
385,245431.097155458,0.0477,0.0477,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0089,773
386,245431.130491541,0.0432,0.0432,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0087,775
387,245431.163827791,0.0474,0.0474,nan,-1,-1,-1,-1,-1,-1,nan,6.3869,6.1686,1,0,1,0.0076,777
388,245431.197164000,0.0483,0.0482,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0196,779
389,245431.230500041,0.0431,0.0430,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0089,781
390,245431.263836208,0.0499,0.0499,nan,-1,-1,-1,-1,-1,-1,nan,17.7356,17.5112,1,0,1,0.0068,783
391,245431.297172333,0.0303,0.0303,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0083,785
392,245431.330508541,0.0299,0.0299,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,787
393,245431.363844666,0.0489,0.0488,nan,-1,-1,-1,-1,-1,-1,nan,5.8711,5.6441,1,0,1,0.0057,789
394,245431.397180750,0.0489,0.0488,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0072,791
395,245431.430517000,0.0517,0.0515,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0113,793
396,245431.463853083,0.0531,0.0530,nan,-1,-1,-1,-1,-1,-1,nan,6.1499,5.9062,1,0,1,0.0096,795
397,245431.497189333,0.0537,0.0537,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,797
398,245431.530525416,0.0432,0.0431,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0153,799
399,245431.563861458,0.0423,0.0423,nan,-1,-1,-1,-1,-1,-1,nan,6.6666,6.4627,1,0,1,0.0082,801
400,245431.597197666,0.0478,0.0478,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0084,803
401,245431.630533750,0.0489,0.0488,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0092,805
402,245431.663870000,0.0842,0.0842,nan,-1,-1,-1,-1,-1,-1,nan,14.2425,14.0149,1,0,1,0.0078,807
403,245431.697206166,0.0473,0.0474,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0062,809
404,245431.730542250,0.0417,0.0418,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0075,811
405,245431.763878500,0.0489,0.0488,nan,-1,-1,-1,-1,-1,-1,nan,6.2315,6.0050,1,0,1,0.0082,813
406,245431.797214583,0.0492,0.0492,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0065,815
407,245431.830550791,0.0508,0.0508,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0111,817
408,245431.863886875,0.0535,0.0535,nan,-1,-1,-1,-1,-1,-1,nan,6.7353,6.4866,1,0,1,0.0093,819
409,245431.897223000,0.0437,0.0436,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0083,821
410,245431.930559125,0.0576,0.0574,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0136,823
411,245431.963895333,0.0497,0.0497,nan,-1,-1,-1,-1,-1,-1,nan,6.8856,6.6500,1,0,1,0.0098,825
412,245431.997231416,0.0473,0.0471,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0084,827
