frame,recording_frame,t_ns,t_canonical,t_effective,exposure_used_s,exposure_recorded_s,host_reason,host_reason_label,k_source,recorded_fx,recorded_fy,recorded_cx,recorded_cy,attached,attached_fx,attached_fy,attached_cx,attached_cy,engine_report_read,engine_fx,engine_fy,engine_cx,engine_cy,engine_report_differs,pushed_w,pushed_h,channel,stride
135,273,245422763105750,245422.76310575003,245422.76310575003,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1367.8533935546875,1367.8533935546875,963.490234375,719.9189453125,1,455.95113118489581,455.95113118489581,320.830078125,239.6396484375,1,455.95113118489581,455.95113118489581,320.830078125,239.6396484375,0,640,480,1,640
136,275,245422796442041,245422.79644204103,245422.79644204103,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1368.1600341796875,1368.1600341796875,963.52117919921875,719.93963623046875,1,456.0533447265625,456.0533447265625,320.84039306640625,239.64654541015625,1,456.0533447265625,456.0533447265625,320.84039306640625,239.64654541015625,0,640,480,1,640
137,277,245422829778333,245422.82977833302,245422.82977833302,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1368.362548828125,1368.362548828125,963.49658203125,719.97406005859375,1,456.120849609375,456.120849609375,320.83219401041669,239.65802001953125,1,456.120849609375,456.120849609375,320.83219401041669,239.65802001953125,0,640,480,1,640
138,279,245422863114583,245422.86311458301,245422.86311458301,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1368.809326171875,1368.809326171875,963.4892578125,719.94610595703125,1,456.269775390625,456.269775390625,320.82975260416669,239.64870198567709,1,456.269775390625,456.269775390625,320.82975260416669,239.64870198567709,0,640,480,1,640
139,281,245422896450916,245422.89645091601,245422.89645091601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1368.8331298828125,1368.8331298828125,963.5054931640625,719.99542236328125,1,456.2777099609375,456.2777099609375,320.83516438802081,239.66514078776041,1,456.2777099609375,456.2777099609375,320.83516438802081,239.66514078776041,0,640,480,1,640
140,283,245422929787166,245422.92978716601,245422.92978716601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1369.2767333984375,1369.2767333984375,963.49798583984375,719.99090576171875,1,456.42557779947919,456.42557779947919,320.83266194661456,239.66363525390625,1,456.42557779947919,456.42557779947919,320.83266194661456,239.66363525390625,0,640,480,1,640
141,285,245422963123375,245422.96312337503,245422.96312337503,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1369.28857421875,1369.28857421875,963.51666259765625,719.9688720703125,1,456.42952473958331,456.42952473958331,320.83888753255206,239.65629069010416,1,456.42952473958331,456.42952473958331,320.83888753255206,239.65629069010416,0,640,480,1,640
142,287,245422996459541,245422.99645954103,245422.99645954103,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1369.9407958984375,1369.9407958984375,963.49993896484375,720.037841796875,1,456.64693196614581,456.64693196614581,320.83331298828125,239.67928059895834,1,456.64693196614581,456.64693196614581,320.83331298828125,239.67928059895834,0,640,480,1,640
143,289,245423029795833,245423.02979583302,245423.02979583302,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1370.12255859375,1370.12255859375,963.51922607421875,720.03106689453125,1,456.70751953125,456.70751953125,320.83974202473956,239.67702229817709,1,456.70751953125,456.70751953125,320.83974202473956,239.67702229817709,0,640,480,1,640
144,291,245423063132083,245423.06313208301,245423.06313208301,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1370.37255859375,1370.37255859375,963.55047607421875,720.05963134765625,1,456.79085286458331,456.79085286458331,320.85015869140625,239.68654378255209,1,456.79085286458331,456.79085286458331,320.85015869140625,239.68654378255209,0,640,480,1,640
145,293,245423096468291,245423.09646829101,245423.09646829101,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1370.509521484375,1370.509521484375,963.55743408203125,720.04107666015625,1,456.83650716145831,456.83650716145831,320.85247802734375,239.68035888671875,1,456.83650716145831,456.83650716145831,320.85247802734375,239.68035888671875,0,640,480,1,640
146,295,245423129804541,245423.12980454101,245423.12980454101,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1370.9920654296875,1370.9920654296875,963.539306640625,720.12353515625,1,456.99735514322919,456.99735514322919,320.846435546875,239.70784505208334,1,456.99735514322919,456.99735514322919,320.846435546875,239.70784505208334,0,640,480,1,640
147,297,245423163140791,245423.163140791,245423.163140791,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1371.0574951171875,1371.0574951171875,963.5302734375,720.1231689453125,1,457.0191650390625,457.0191650390625,320.84342447916669,239.70772298177084,1,457.0191650390625,457.0191650390625,320.84342447916669,239.70772298177084,0,640,480,1,640
148,299,245423196477000,245423.19647700002,245423.19647700002,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1371.5667724609375,1371.5667724609375,963.61370849609375,720.1356201171875,1,457.18892415364581,457.18892415364581,320.87123616536456,239.71187337239584,1,457.18892415364581,457.18892415364581,320.87123616536456,239.71187337239584,0,640,480,1,640
149,301,245423229813416,245423.22981341602,245423.22981341602,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1371.787109375,1371.787109375,963.586181640625,720.20635986328125,1,457.26236979166669,457.26236979166669,320.862060546875,239.73545328776041,1,457.26236979166669,457.26236979166669,320.862060546875,239.73545328776041,0,640,480,1,640
150,303,245423263149666,245423.26314966602,245423.26314966602,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1372.0789794921875,1372.0789794921875,963.56494140625,720.22216796875,1,457.35965983072919,457.35965983072919,320.85498046875,239.74072265625,1,457.35965983072919,457.35965983072919,320.85498046875,239.74072265625,0,640,480,1,640
151,305,245423296485875,245423.29648587501,245423.29648587501,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1372.1385498046875,1372.1385498046875,963.6220703125,720.236572265625,1,457.3795166015625,457.3795166015625,320.8740234375,239.74552408854166,1,457.3795166015625,457.3795166015625,320.8740234375,239.74552408854166,0,640,480,1,640
152,307,245423329822083,245423.329822083,245423.329822083,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1372.8472900390625,1372.8472900390625,963.65838623046875,720.32891845703125,1,457.61576334635419,457.61576334635419,320.88612874348956,239.77630615234375,1,457.61576334635419,457.61576334635419,320.88612874348956,239.77630615234375,0,640,480,1,640
153,309,245423363158416,245423.363158416,245423.363158416,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1372.8531494140625,1372.8531494140625,963.63018798828125,720.32958984375,1,457.61771647135419,457.61771647135419,320.87672932942706,239.77652994791666,1,457.61771647135419,457.61771647135419,320.87672932942706,239.77652994791666,0,640,480,1,640
154,311,245423396494541,245423.39649454103,245423.39649454103,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1373.097412109375,1373.097412109375,963.64971923828125,720.382080078125,1,457.69913736979169,457.69913736979169,320.88323974609375,239.79402669270834,1,457.69913736979169,457.69913736979169,320.88323974609375,239.79402669270834,0,640,480,1,640
155,313,245423429830875,245423.42983087501,245423.42983087501,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1373.520263671875,1373.520263671875,963.66424560546875,720.4564208984375,1,457.840087890625,457.840087890625,320.88808186848956,239.81880696614584,1,457.840087890625,457.840087890625,320.88808186848956,239.81880696614584,0,640,480,1,640
156,315,245423463167041,245423.46316704102,245423.46316704102,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1373.734619140625,1373.734619140625,963.63165283203125,720.49810791015625,1,457.91153971354169,457.91153971354169,320.87721761067706,239.83270263671875,1,457.91153971354169,457.91153971354169,320.87721761067706,239.83270263671875,0,640,480,1,640
157,317,245423496503333,245423.49650333301,245423.49650333301,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1374.0028076171875,1374.0028076171875,963.64886474609375,720.57830810546875,1,458.00093587239581,458.00093587239581,320.88295491536456,239.85943603515625,1,458.00093587239581,458.00093587239581,320.88295491536456,239.85943603515625,0,640,480,1,640
158,319,245423529839666,245423.52983966601,245423.52983966601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1374.905029296875,1374.905029296875,963.65570068359375,720.572265625,1,458.30167643229169,458.30167643229169,320.88523356119794,239.857421875,1,458.30167643229169,458.30167643229169,320.88523356119794,239.857421875,0,640,480,1,640
159,321,245423563175750,245423.56317575002,245423.56317575002,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1375.113525390625,1375.113525390625,963.6781005859375,720.624267578125,1,458.37117513020831,458.37117513020831,320.8927001953125,239.874755859375,1,458.37117513020831,458.37117513020831,320.8927001953125,239.874755859375,0,640,480,1,640
160,323,245423596512125,245423.59651212502,245423.59651212502,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1375.7716064453125,1375.7716064453125,963.66876220703125,720.69073486328125,1,458.59053548177081,458.59053548177081,320.88958740234375,239.89691162109375,1,458.59053548177081,458.59053548177081,320.88958740234375,239.89691162109375,0,640,480,1,640
161,325,245423629848250,245423.62984825001,245423.62984825001,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1376.12890625,1376.12890625,963.694091796875,720.721435546875,1,458.70963541666669,458.70963541666669,320.89803059895831,239.90714518229166,1,458.70963541666669,458.70963541666669,320.89803059895831,239.90714518229166,0,640,480,1,640
162,327,245423663184500,245423.66318450001,245423.66318450001,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1377.0579833984375,1377.0579833984375,963.72930908203125,720.7593994140625,1,459.01932779947919,459.01932779947919,320.90976969401044,239.9197998046875,1,459.01932779947919,459.01932779947919,320.90976969401044,239.9197998046875,0,640,480,1,640
163,329,245423696520791,245423.69652079101,245423.69652079101,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1377.1920166015625,1377.1920166015625,963.6763916015625,720.81512451171875,1,459.06400553385419,459.06400553385419,320.89213053385419,239.93837483723959,1,459.06400553385419,459.06400553385419,320.89213053385419,239.93837483723959,0,640,480,1,640
164,331,245423729857000,245423.72985700003,245423.72985700003,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1378.50830078125,1378.50830078125,963.70159912109375,720.8551025390625,1,459.50276692708331,459.50276692708331,320.90053304036456,239.95170084635416,1,459.50276692708331,459.50276692708331,320.90053304036456,239.95170084635416,0,640,480,1,640
165,333,245423763193250,245423.76319325002,245423.76319325002,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1379.0740966796875,1379.0740966796875,963.76422119140625,720.89739990234375,1,459.69136555989581,459.69136555989581,320.92140706380206,239.96579996744791,1,459.69136555989581,459.69136555989581,320.92140706380206,239.96579996744791,0,640,480,1,640
166,335,245423796529375,245423.79652937502,245423.79652937502,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1380.2205810546875,1380.2205810546875,963.7784423828125,720.9638671875,1,460.07352701822919,460.07352701822919,320.9261474609375,239.98795572916666,1,460.07352701822919,460.07352701822919,320.9261474609375,239.98795572916666,0,640,480,1,640
167,337,245423829865750,245423.82986575001,245423.82986575001,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1380.7327880859375,1380.7327880859375,963.85296630859375,720.96795654296875,1,460.2442626953125,460.2442626953125,320.95098876953125,239.98931884765625,1,460.2442626953125,460.2442626953125,320.95098876953125,239.98931884765625,0,640,480,1,640
168,339,245423863201916,245423.86320191601,245423.86320191601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1382.2752685546875,1382.2752685546875,963.7449951171875,721.03131103515625,1,460.7584228515625,460.7584228515625,320.91499837239581,240.01043701171875,1,460.7584228515625,460.7584228515625,320.91499837239581,240.01043701171875,0,640,480,1,640
169,341,245423896538208,245423.89653820801,245423.89653820801,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1382.6715087890625,1382.6715087890625,963.80084228515625,721.09149169921875,1,460.8905029296875,460.8905029296875,320.93361409505206,240.03049723307291,1,460.8905029296875,460.8905029296875,320.93361409505206,240.03049723307291,0,640,480,1,640
170,343,245423929874416,245423.929874416,245423.929874416,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1384.392578125,1384.392578125,963.7318115234375,721.1307373046875,1,461.46419270833331,461.46419270833331,320.91060384114581,240.0435791015625,1,461.46419270833331,461.46419270833331,320.91060384114581,240.0435791015625,0,640,480,1,640
171,345,245423963210666,245423.96321066603,245423.96321066603,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1384.9285888671875,1384.9285888671875,963.7392578125,721.121337890625,1,461.64286295572919,461.64286295572919,320.9130859375,240.04044596354166,1,461.64286295572919,461.64286295572919,320.9130859375,240.04044596354166,0,640,480,1,640
172,347,245423996546958,245423.99654695802,245423.99654695802,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1387.23046875,1387.23046875,963.7437744140625,721.18096923828125,1,462.41015625,462.41015625,320.91459147135419,240.06032307942709,1,462.41015625,462.41015625,320.91459147135419,240.06032307942709,0,640,480,1,640
173,349,245424029883125,245424.02988312501,245424.02988312501,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1387.8856201171875,1387.8856201171875,963.7415771484375,721.2369384765625,1,462.6285400390625,462.6285400390625,320.91385904947919,240.0789794921875,1,462.6285400390625,462.6285400390625,320.91385904947919,240.0789794921875,0,640,480,1,640
174,351,245424063219375,245424.06321937501,245424.06321937501,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1389.9820556640625,1389.9820556640625,963.69622802734375,721.2340087890625,1,463.32735188802081,463.32735188802081,320.89874267578125,240.0780029296875,1,463.32735188802081,463.32735188802081,320.89874267578125,240.0780029296875,0,640,480,1,640
175,353,245424096555666,245424.09655566601,245424.09655566601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1390.69091796875,1390.69091796875,963.69097900390625,721.29864501953125,1,463.56363932291669,463.56363932291669,320.89699300130206,240.09954833984375,1,463.56363932291669,463.56363932291669,320.89699300130206,240.09954833984375,0,640,480,1,640
176,355,245424129891833,245424.12989183303,245424.12989183303,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1392.62353515625,1392.62353515625,963.63616943359375,721.28961181640625,1,464.20784505208331,464.20784505208331,320.87872314453125,240.09653727213541,1,464.20784505208331,464.20784505208331,320.87872314453125,240.09653727213541,0,640,480,1,640
177,357,245424163228041,245424.16322804103,245424.16322804103,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1393.4990234375,1393.4990234375,963.61199951171875,721.31414794921875,1,464.49967447916669,464.49967447916669,320.87066650390625,240.10471598307291,1,464.49967447916669,464.49967447916669,320.87066650390625,240.10471598307291,0,640,480,1,640
178,359,245424196564375,245424.19656437502,245424.19656437502,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1395.5716552734375,1395.5716552734375,963.594970703125,721.31256103515625,1,465.1905517578125,465.1905517578125,320.864990234375,240.10418701171875,1,465.1905517578125,465.1905517578125,320.864990234375,240.10418701171875,0,640,480,1,640
179,361,245424229900541,245424.22990054102,245424.22990054102,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1396.345947265625,1396.345947265625,963.57208251953125,721.30621337890625,1,465.44864908854169,465.44864908854169,320.85736083984375,240.10207112630209,1,465.44864908854169,465.44864908854169,320.85736083984375,240.10207112630209,0,640,480,1,640
180,363,245424263236666,245424.26323666601,245424.26323666601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1398.3143310546875,1398.3143310546875,963.51568603515625,721.33831787109375,1,466.10477701822919,466.10477701822919,320.83856201171875,240.11277262369791,1,466.10477701822919,466.10477701822919,320.83856201171875,240.11277262369791,0,640,480,1,640
181,365,245424296573000,245424.29657300003,245424.29657300003,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1399.01416015625,1399.01416015625,963.45196533203125,721.30584716796875,1,466.33805338541669,466.33805338541669,320.81732177734375,240.10194905598959,1,466.33805338541669,466.33805338541669,320.81732177734375,240.10194905598959,0,640,480,1,640
182,367,245424329909166,245424.329909166,245424.329909166,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1400.94970703125,1400.94970703125,963.423095703125,721.298583984375,1,466.98323567708331,466.98323567708331,320.80769856770831,240.09952799479166,1,466.98323567708331,466.98323567708331,320.80769856770831,240.09952799479166,0,640,480,1,640
183,369,245424363245458,245424.36324545802,245424.36324545802,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1401.741943359375,1401.741943359375,963.34735107421875,721.3536376953125,1,467.247314453125,467.247314453125,320.78245035807294,240.11787923177084,1,467.247314453125,467.247314453125,320.78245035807294,240.11787923177084,0,640,480,1,640
184,371,245424396581750,245424.39658175001,245424.39658175001,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1403.8709716796875,1403.8709716796875,963.32745361328125,721.39971923828125,1,467.95699055989581,467.95699055989581,320.77581787109375,240.13323974609375,1,467.95699055989581,467.95699055989581,320.77581787109375,240.13323974609375,0,640,480,1,640
185,373,245424429917958,245424.42991795801,245424.42991795801,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1404.6900634765625,1404.6900634765625,963.30999755859375,721.37384033203125,1,468.23002115885419,468.23002115885419,320.76999918619794,240.12461344401041,1,468.23002115885419,468.23002115885419,320.76999918619794,240.12461344401041,0,640,480,1,640
186,375,245424463254083,245424.46325408301,245424.46325408301,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1406.6553955078125,1406.6553955078125,963.2823486328125,721.329833984375,1,468.8851318359375,468.8851318359375,320.76078287760419,240.10994466145834,1,468.8851318359375,468.8851318359375,320.76078287760419,240.10994466145834,0,640,480,1,640
187,377,245424496590416,245424.49659041601,245424.49659041601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1407.4178466796875,1407.4178466796875,963.231201171875,721.38409423828125,1,469.1392822265625,469.1392822265625,320.74373372395831,240.12803141276041,1,469.1392822265625,469.1392822265625,320.74373372395831,240.12803141276041,0,640,480,1,640
188,379,245424529926625,245424.52992662502,245424.52992662502,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1407.7186279296875,1407.7186279296875,963.16729736328125,721.412353515625,1,469.23954264322919,469.23954264322919,320.72243245442706,240.137451171875,1,469.23954264322919,469.23954264322919,320.72243245442706,240.137451171875,0,640,480,1,640
189,381,245424563262958,245424.56326295802,245424.56326295802,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1407.88525390625,1407.88525390625,963.1732177734375,721.38958740234375,1,469.29508463541669,469.29508463541669,320.72440592447919,240.12986246744791,1,469.29508463541669,469.29508463541669,320.72440592447919,240.12986246744791,0,640,480,1,640
190,383,245424596599041,245424.59659904102,245424.59659904102,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1408.0103759765625,1408.0103759765625,963.18682861328125,721.45159912109375,1,469.3367919921875,469.3367919921875,320.72894287109375,240.15053304036459,1,469.3367919921875,469.3367919921875,320.72894287109375,240.15053304036459,0,640,480,1,640
191,385,245424629935333,245424.62993533301,245424.62993533301,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1407.986572265625,1407.986572265625,963.1292724609375,721.39129638671875,1,469.328857421875,469.328857421875,320.70975748697919,240.13043212890625,1,469.328857421875,469.328857421875,320.70975748697919,240.13043212890625,0,640,480,1,640
192,387,245424663271541,245424.66327154101,245424.66327154101,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1408.2216796875,1408.2216796875,963.14678955078125,721.39697265625,1,469.4072265625,469.4072265625,320.71559651692706,240.13232421875,1,469.4072265625,469.4072265625,320.71559651692706,240.13232421875,0,640,480,1,640
193,389,245424696607708,245424.69660770803,245424.69660770803,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1408.507568359375,1408.507568359375,963.09808349609375,721.54742431640625,1,469.50252278645831,469.50252278645831,320.69936116536456,240.18247477213541,1,469.50252278645831,469.50252278645831,320.69936116536456,240.18247477213541,0,640,480,1,640
194,391,245424729943958,245424.72994395802,245424.72994395802,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1408.54638671875,1408.54638671875,963.1019287109375,721.42181396484375,1,469.51546223958331,469.51546223958331,320.70064290364581,240.14060465494791,1,469.51546223958331,469.51546223958331,320.70064290364581,240.14060465494791,0,640,480,1,640
195,393,245424763280250,245424.76328025002,245424.76328025002,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1408.531494140625,1408.531494140625,963.0970458984375,721.45050048828125,1,469.510498046875,469.510498046875,320.69901529947919,240.15016682942709,1,469.510498046875,469.510498046875,320.69901529947919,240.15016682942709,0,640,480,1,640
196,395,245424796616458,245424.79661645801,245424.79661645801,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1407.2867431640625,1407.2867431640625,963.07330322265625,721.53924560546875,1,469.0955810546875,469.0955810546875,320.69110107421875,240.17974853515625,1,469.0955810546875,469.0955810546875,320.69110107421875,240.17974853515625,0,640,480,1,640
197,397,245424829952666,245424.82995266601,245424.82995266601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1406.908447265625,1406.908447265625,963.0885009765625,721.45428466796875,1,468.969482421875,468.969482421875,320.6961669921875,240.15142822265625,1,468.969482421875,468.969482421875,320.6961669921875,240.15142822265625,0,640,480,1,640
198,399,245424863288916,245424.86328891601,245424.86328891601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1405.571533203125,1405.571533203125,963.04644775390625,721.52252197265625,1,468.52384440104169,468.52384440104169,320.68214925130206,240.17417399088541,1,468.52384440104169,468.52384440104169,320.68214925130206,240.17417399088541,0,640,480,1,640
199,401,245424896625041,245424.896625041,245424.896625041,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1405.2647705078125,1405.2647705078125,963.0374755859375,721.56005859375,1,468.42159016927081,468.42159016927081,320.67915852864581,240.18668619791666,1,468.42159016927081,468.42159016927081,320.67915852864581,240.18668619791666,0,640,480,1,640
200,403,245424929961333,245424.92996133302,245424.92996133302,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1404.1182861328125,1404.1182861328125,963.0491943359375,721.51092529296875,1,468.0394287109375,468.0394287109375,320.68306477864581,240.17030843098959,1,468.0394287109375,468.0394287109375,320.68306477864581,240.17030843098959,0,640,480,1,640
201,405,245424963297500,245424.96329750001,245424.96329750001,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1403.400634765625,1403.400634765625,963.031982421875,721.55523681640625,1,467.80021158854169,467.80021158854169,320.67732747395831,240.18507893880209,1,467.80021158854169,467.80021158854169,320.67732747395831,240.18507893880209,0,640,480,1,640
202,407,245424996633875,245424.99663387501,245424.99663387501,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1402.0843505859375,1402.0843505859375,962.99591064453125,721.63897705078125,1,467.3614501953125,467.3614501953125,320.66530354817706,240.21299235026041,1,467.3614501953125,467.3614501953125,320.66530354817706,240.21299235026041,0,640,480,1,640
203,409,245425029970000,245425.02997,245425.02997,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1401.298095703125,1401.298095703125,963.02691650390625,721.6328125,1,467.099365234375,467.099365234375,320.67563883463544,240.2109375,1,467.099365234375,467.099365234375,320.67563883463544,240.2109375,0,640,480,1,640
204,411,245425063306208,245425.063306208,245425.063306208,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1399.2464599609375,1399.2464599609375,963.01580810546875,721.6483154296875,1,466.41548665364581,466.41548665364581,320.67193603515625,240.21610514322916,1,466.41548665364581,466.41548665364581,320.67193603515625,240.21610514322916,0,640,480,1,640
205,413,245425096642333,245425.09664233302,245425.09664233302,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1398.394775390625,1398.394775390625,963.0550537109375,721.6015625,1,466.131591796875,466.131591796875,320.68501790364581,240.20052083333334,1,466.131591796875,466.131591796875,320.68501790364581,240.20052083333334,0,640,480,1,640
206,415,245425129978708,245425.12997870802,245425.12997870802,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1396.8463134765625,1396.8463134765625,962.9891357421875,721.695068359375,1,465.61543782552081,465.61543782552081,320.66304524739581,240.231689453125,1,465.61543782552081,465.61543782552081,320.66304524739581,240.231689453125,0,640,480,1,640
207,417,245425163315000,245425.16331500001,245425.16331500001,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1396.29833984375,1396.29833984375,963.06463623046875,721.70855712890625,1,465.43277994791669,465.43277994791669,320.68821207682294,240.23618570963541,1,465.43277994791669,465.43277994791669,320.68821207682294,240.23618570963541,0,640,480,1,640
208,419,245425196651166,245425.19665116601,245425.19665116601,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1394.7913818359375,1394.7913818359375,963.09857177734375,721.6337890625,1,464.93046061197919,464.93046061197919,320.69952392578125,240.21126302083334,1,464.93046061197919,464.93046061197919,320.69952392578125,240.21126302083334,0,640,480,1,640
209,421,245425229987458,245425.22998745801,245425.22998745801,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1394.0142822265625,1394.0142822265625,963.029296875,721.73162841796875,1,464.67142740885419,464.67142740885419,320.67643229166669,240.24387613932291,1,464.67142740885419,464.67142740885419,320.67643229166669,240.24387613932291,0,640,480,1,640
210,423,245425263323583,245425.26332358303,245425.26332358303,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1392.7039794921875,1392.7039794921875,963.07830810546875,721.73455810546875,1,464.23465983072919,464.23465983072919,320.69276936848956,240.24485270182291,1,464.23465983072919,464.23465983072919,320.69276936848956,240.24485270182291,0,640,480,1,640
211,425,245425296659791,245425.29665979103,245425.29665979103,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1392.2513427734375,1392.2513427734375,963.17108154296875,721.5323486328125,1,464.08378092447919,464.08378092447919,320.72369384765625,240.17744954427084,1,464.08378092447919,464.08378092447919,320.72369384765625,240.17744954427084,0,640,480,1,640
212,427,245425329995958,245425.32999595802,245425.32999595802,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1391.54248046875,1391.54248046875,963.1368408203125,721.6876220703125,1,463.84749348958331,463.84749348958331,320.7122802734375,240.22920735677084,1,463.84749348958331,463.84749348958331,320.7122802734375,240.22920735677084,0,640,480,1,640
213,429,245425363332250,245425.36333225001,245425.36333225001,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1391.283447265625,1391.283447265625,963.1661376953125,721.6859130859375,1,463.76114908854169,463.76114908854169,320.7220458984375,240.2286376953125,1,463.76114908854169,463.76114908854169,320.7220458984375,240.2286376953125,0,640,480,1,640
214,431,245425396668458,245425.39666845801,245425.39666845801,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1389.8988037109375,1389.8988037109375,963.2047119140625,721.5272216796875,1,463.29960123697919,463.29960123697919,320.73490397135419,240.17574055989584,1,463.29960123697919,463.29960123697919,320.73490397135419,240.17574055989584,0,640,480,1,640
215,433,245425430004625,245425.43000462503,245425.43000462503,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1389.4788818359375,1389.4788818359375,963.24267578125,721.60443115234375,1,463.15962727864581,463.15962727864581,320.74755859375,240.20147705078125,1,463.15962727864581,463.15962727864581,320.74755859375,240.20147705078125,0,640,480,1,640
216,435,245425463340833,245425.46334083303,245425.46334083303,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1388.76416015625,1388.76416015625,963.19830322265625,721.59149169921875,1,462.92138671875,462.92138671875,320.73276774088544,240.19716389973959,1,462.92138671875,462.92138671875,320.73276774088544,240.19716389973959,0,640,480,1,640
217,437,245425496677041,245425.49667704102,245425.49667704102,0.0090090090090090089,0.0090090090090090089,0,attached,per_frame,1388.3948974609375,1388.3948974609375,963.31884765625,721.46051025390625,1,462.79829915364581,462.79829915364581,320.77294921875,240.15350341796875,1,462.79829915364581,462.79829915364581,320.77294921875,240.15350341796875,0,640,480,1,640
