sequence,camera_names,actual_slots,window_count,selected_frame_count,dropped_frame_count,local_rmse,stitched_rmse,stitched_p90,bridge_scale_std,depth_mapping,depth_abs_rel,depth_rmse_m,depth_p90_abs_m,colmap_verified_pairs,frames_with_verified_edges
House_omni_P0000_lcam_front-lcam_left-lcam_right-lcam_back,"lcam_front,lcam_left,lcam_right,lcam_back",385,11,325,375,0.1882032683757526,1.4112855917803708,2.1524568125217582,0.22604432265366592,depth,0.234898931222847,0.5878434087628313,0.7339149967028136,0,0
House_omni_P0000_lcam_front-lcam_left-lcam_right-lcam_back,"lcam_front,lcam_left,lcam_right,lcam_back",700,20,586,114,0.24016769319715822,1.4912148886493395,2.388411007784725,0.27392015299611144,depth,0.214684890663664,0.6601273693321908,0.7870033139088117,0,0
