# w h
1920 1440
# curr_x curr_y cpu_x cpu_y cpu_st gpu_x gpu_y gpu_st cpu_rx cpu_ry cpu_rst gpu_rx gpu_ry gpu_rst
1322.40198 548.391479 1324.51196 551.494751 1 1324.51196 551.494751 1 1322.40417 548.390564 1 1322.40417 548.390564 1
715.453064 566.915466 717.217163 568.200195 1 717.217102 568.200195 1 715.457153 566.91748 1 715.457336 566.917542 1
740.595032 670.484009 742.035034 671.523987 1 742.035034 671.523987 1 740.597534 670.486267 1 740.597534 670.486267 1
954.076416 558.568298 956.138306 560.653625 1 956.138306 560.653625 1 954.073242 558.566772 1 954.073242 558.566772 1
972.282837 273.618988 974.298401 275.306183 1 974.298401 275.306213 1 972.28894 273.623688 1 972.28894 273.623688 1
678.356812 286.38858 680.891052 288.128906 1 680.891052 288.128876 1 678.330688 286.37854 1 678.33075 286.378479 1
583.664856 869.947571 585.533691 871.194702 1 585.533691 871.194702 1 583.662292 869.94574 1 583.662292 869.94574 1
1031.37683 130.026215 1033.80029 132.188812 1 1033.80029 132.188843 1 1031.37927 130.028809 1 1031.37927 130.028824 1
476.734741 636.426208 478.576996 637.288147 1 478.577026 637.288147 1 476.735992 636.426453 1 476.735992 636.426453 1
948.601257 718.959961 950.570923 720.995544 1 950.570923 720.995544 1 948.602783 718.959778 1 948.602783 718.959778 1
968.535889 516.103271 970.843811 518.356323 1 970.843811 518.356323 1 968.537354 516.094971 1 968.537354 516.094971 1
1340.125 580.163025 1342.22144 583.346497 1 1342.22144 583.346497 1 1340.12183 580.16571 1 1340.12183 580.16571 1
1294.56238 790.419495 1296.55615 793.367798 1 1296.55615 793.367798 1 1294.56287 790.418823 1 1294.56287 790.418823 1
475.261017 826.876221 477.15213 827.638184 1 477.15213 827.638184 1 475.262512 826.875366 1 475.262512 826.875366 1
1234.54382 156.222168 1236.95496 159.110138 1 1236.95496 159.110168 1 1234.54517 156.221848 1 1234.54529 156.221832 1
941.512024 338.158203 943.58667 340.035309 1 943.58667 340.035278 1 941.508118 338.161804 1 941.508118 338.161804 1
621.975342 373.300201 624.282837 374.643341 1 624.282837 374.643311 1 621.971802 373.297668 1 621.971802 373.297638 1
783.687805 974.683167 785.217468 975.912842 1 785.217468 975.912842 1 783.686218 974.683655 1 783.686218 974.683655 1
1154.87097 517.339355 1156.98621 520.188599 1 1156.98621 520.188599 1 1154.87537 517.341064 1 1154.87537 517.341064 1
1488.9115 654.891052 1491.1145 658.670471 1 1491.1145 658.670471 1 1488.9093 654.891296 1 1488.9093 654.891296 1
1088.97217 494.490143 1090.92175 496.749451 1 1090.92175 496.749481 1 1088.96667 494.486755 1 1088.9668 494.486877 1
1130.80566 507.078308 1133.07996 510.07196 1 1133.07996 510.07193 1 1130.81482 507.081238 1 1130.81482 507.081146 1
