# w h
1920 1440
# curr_x curr_y cpu_x cpu_y cpu_st gpu_x gpu_y gpu_st cpu_rx cpu_ry cpu_rst gpu_rx gpu_ry gpu_rst
1112.1864 270.764252 1114.65308 274.174347 1 1114.65308 274.174347 1 1112.18494 270.760712 1 1112.18494 270.760712 1
986.82605 604.744995 988.854736 606.627197 1 988.854736 606.627197 1 986.825867 604.745361 1 986.825867 604.745361 1
808.295715 338.647156 810.682739 340.552216 1 810.6828 340.552277 1 808.287048 338.645325 1 808.286926 338.645294 1
1143.92969 350.84787 1146.40686 354.324921 1 1146.40686 354.324921 1 1143.92871 350.850586 1 1143.92871 350.850586 1
514.158752 764.257629 516.078369 765.329956 1 516.078369 765.329956 1 514.157349 764.257568 1 514.157349 764.257568 1
1425.3645 923.100647 1426.94629 926.209045 1 1426.94629 926.209045 1 1425.36572 923.104492 1 1425.36572 923.104492 1
564.526917 802.31189 566.374207 803.467285 1 566.374207 803.467285 1 564.527405 802.312073 1 564.527405 802.312073 1
546.299988 784.684265 548.150208 785.778625 1 548.150146 785.778564 1 546.296753 784.679993 1 546.296692 784.679932 1
724.747375 591.066528 726.590698 592.399414 1 726.590698 592.399414 1 724.728699 591.057068 1 724.728699 591.057068 1
1252.68433 761.785889 1254.47021 764.497681 1 1254.47021 764.497681 1 1252.67786 761.777466 1 1252.67786 761.777466 1
768.313416 677.076782 769.787354 678.263245 1 769.787354 678.263245 1 768.30426 677.073914 1 768.30426 677.073914 1
758.613708 507.892426 760.935669 509.689575 1 760.935669 509.689575 1 758.612366 507.891998 1 758.612366 507.891998 1
544.00177 361.382019 546.233643 362.557098 1 546.233643 362.557098 1 544.012878 361.387177 1 544.012878 361.387177 1
907.150513 612.785889 908.946045 614.348877 1 908.946045 614.348877 1 907.147827 612.783875 1 907.147827 612.783875 1
916.931396 455.367676 919.156616 457.417267 1 919.156616 457.417267 1 916.932129 455.370941 1 916.932129 455.370941 1
1087.92639 319.143494 1090.84668 322.68866 1 1090.8468 322.688568 1 1087.9209 319.1492 1 1087.92102 319.149048 1
758.954834 225.210281 761.256104 226.702637 1 761.256042 226.702682 1 758.945618 225.20752 1 758.945618 225.207657 1
504.343658 681.956848 506.240234 682.876953 1 506.240234 682.876953 1 504.342773 681.956909 1 504.342773 681.956909 1
900.795227 934.666931 902.46228 936.53064 1 902.46228 936.53064 1 900.79834 934.668213 1 900.79834 934.668213 1
431.07843 979.813171 432.692047 980.639954 1 432.692078 980.639954 1 431.078857 979.813416 1 431.078979 979.813416 1
549.317993 305.455505 551.562439 306.62674 1 551.562439 306.62677 1 549.316467 305.453735 1 549.316467 305.453796 1
1026.52222 359.180542 1028.53735 361.166382 1 1028.53735 361.166382 1 1026.52026 359.176392 1 1026.52026 359.176392 1
1395.45752 840.262634 1397.19775 843.255371 1 1397.19775 843.255371 1 1395.4563 840.250854 1 1395.4563 840.250854 1
1221.80847 964.859436 1223.44067 967.502319 1 1223.44067 967.502258 1 1221.80823 964.858765 1 1221.80823 964.858643 1
1392.30212 123.675011 1394.89246 126.929863 1 1394.89246 126.929871 1 1392.30249 123.677551 1 1392.30249 123.677582 1
622.011841 657.495483 623.654907 658.503052 1 623.654846 658.502991 1 622.010071 657.492737 1 622.010132 657.492737 1
887.788818 301.863708 889.75116 303.529907 1 889.751221 303.529877 1 887.781067 301.859711 1 887.781189 301.859833 1
640.738342 616.499939 642.243164 617.458008 1 642.243164 617.458008 1 640.734497 616.498962 1 640.734497 616.498962 1
859.026306 1232.92993 860.209839 1234.51526 1 860.209839 1234.51526 1 859.028564 1232.93298 1 859.028564 1232.93298 1
790.687256 276.272583 793.014893 277.959015 1 793.01532 277.958832 1 790.680176 276.27002 1 790.680359 276.269806 1
870.165466 918.506714 871.772522 920.286743 1 871.772522 920.286743 1 870.16571 918.510925 1 870.16571 918.510925 1
1516.87085 128.754929 1518.6886 133.16214 1 1518.68872 133.162231 1 1516.67126 128.661102 1 1516.67151 128.661346 1
887.274841 887.917542 888.877869 889.648315 1 888.877869 889.648315 1 887.273315 887.916321 1 887.273315 887.916321 1
1338.77771 303.656311 1340.90601 307.103882 1 1340.90613 307.103882 1 1338.77747 303.655487 1 1338.77759 303.655457 1
708.158997 302.523163 710.667175 304.316284 1 710.667114 304.316254 1 708.158203 302.525055 1 708.158142 302.525055 1
723.306519 527.28241 725.706604 529.048096 1 725.706604 529.048096 1 723.307922 527.284058 1 723.307922 527.284058 1
1511.85242 695.193298 1514.00879 699.023621 1 1514.00879 699.02356 1 1511.85193 695.192688 1 1511.85193 695.192627 1
523.963928 242.243668 526.525269 243.69632 1 526.525269 243.69632 1 523.939209 242.236115 1 523.939209 242.236115 1
692.899475 860.413513 694.544617 861.679932 1 694.544617 861.679932 1 692.899048 860.416016 1 692.899048 860.416016 1
667.157776 253.002182 669.671936 254.63562 1 669.671936 254.63562 1 667.139526 252.99231 1 667.139526 252.99231 1
1048.67859 482.564636 1050.48999 484.750641 1 1050.48987 484.750732 1 1048.67896 482.565063 1 1048.67871 482.565308 1
448.36618 616.26947 450.252655 617.057373 1 450.252716 617.057373 1 448.365967 616.272827 1 448.365967 616.272827 1
1064.98206 643.163025 1066.80396 645.368042 1 1066.80396 645.368042 1 1064.99011 643.160889 1 1064.99011 643.160889 1
1399.65552 95.8890076 1402.28845 99.0903702 1 1402.28845 99.0904007 1 1399.65503 95.88974 1 1399.65503 95.88974 1
1467.85974 109.721268 1470.22559 114.208092 1 1470.22559 114.208061 1 1467.86353 109.722359 1 1467.86353 109.722359 1
872.100098 1195.74817 873.305237 1197.36328 1 873.305237 1197.36328 1 872.10022 1195.75024 1 872.10022 1195.75024 1
1273.74597 141.276596 1277.0603 144.194199 1 1277.0603 144.194244 1 1273.745 141.277924 1 1273.74512 141.277985 1
1310.39551 145.564087 1313.27026 148.729202 1 1313.27026 148.729156 1 1310.40137 145.564285 1 1310.40137 145.56427 1
841.667725 260.329163 843.765076 261.906708 1 843.765076 261.906708 1 841.666382 260.33075 1 841.666382 260.33075 1
707.054138 658.751892 708.710754 659.813843 1 708.710693 659.813843 1 707.057373 658.752869 1 707.057251 658.752808 1
1360.63342 713.545288 1362.78101 717.105896 1 1362.78101 717.105835 1 1360.63281 713.541626 1 1360.63281 713.541565 1
586.739807 742.856628 588.540955 743.92395 1 588.540955 743.92395 1 586.738037 742.855774 1 586.738037 742.855774 1
1062.74646 374.636627 1065.75171 377.066071 1 1065.75171 377.06604 1 1062.74829 374.638092 1 1062.74829 374.638092 1
944.126648 495.034515 946.215393 497.033569 1 946.215393 497.0336 1 944.126465 495.034302 1 944.126465 495.034302 1
680.735168 712.571228 682.303772 713.678833 1 682.303772 713.678833 1 680.730103 712.567749 1 680.730103 712.567749 1
930.792419 597.628418 932.451721 599.456909 1 932.451721 599.456909 1 930.795898 597.628662 1 930.795898 597.628662 1
628.1474 850.495789 629.886841 851.717102 1 629.886841 851.717102 1 628.147278 850.491272 1 628.147278 850.491272 1
883.317017 1171.28113 884.432312 1172.776 1 884.432312 1172.776 1 883.317444 1171.28369 1 883.317444 1171.28369 1
879.539734 461.080688 881.70813 463.012115 1 881.70813 463.012115 1 879.536316 461.081055 1 879.536316 461.081055 1
544.444519 276.669952 546.940613 278.228027 1 546.940613 278.227966 1 544.437622 276.667023 1 544.437561 276.66684 1
624.140991 222.786896 626.499634 224.231445 1 626.499573 224.231369 1 624.143677 222.789688 1 624.143616 222.789673 1
941.879578 464.155945 944.067322 466.165466 1 944.067322 466.165466 1 941.880737 464.156677 1 941.880737 464.156677 1
857.278015 1026.33521 858.553223 1027.74231 1 858.553223 1027.74231 1 857.275818 1026.33447 1 857.275818 1026.33447 1
676.482117 673.122253 678.155151 674.190857 1 678.155151 674.190857 1 676.489014 673.127136 1 676.489014 673.127136 1
639.119385 569.439758 641.024841 570.646912 1 641.024658 570.646851 1 639.107483 569.434021 1 639.107544 569.434082 1
770.8125 258.668274 773.016541 260.295807 1 773.016541 260.295837 1 770.811096 258.670288 1 770.811096 258.67041 1
563.96582 248.334091 566.555603 249.833359 1 566.555664 249.833344 1 563.939148 248.325577 1 563.939026 248.325531 1
627.53717 682.537781 629.18158 683.58075 1 629.18158 683.58075 1 627.536987 682.537537 1 627.536987 682.537537 1
428.135742 877.74646 429.679138 878.493469 1 429.679169 878.493469 1 428.134003 877.744202 1 428.134064 877.744202 1
859.984131 40.5181427 862.786194 42.6159096 1 862.786194 42.6159096 1 859.982239 40.5152283 1 859.982239 40.5152283 1
1266.62463 69.8166046 1270.42395 74.4494781 1 1270.42395 74.449501 1 1266.6272 69.8157043 1 1266.6272 69.8157043 1
1320.70203 468.887848 1322.8595 472.049927 1 1322.85962 472.049866 1 1320.69751 468.892456 1 1320.69751 468.892548 1
616.62854 631.920959 618.220886 632.775391 1 618.220886 632.775391 1 616.607178 631.913879 1 616.607178 631.913879 1
1206.03723 1119.33997 1207.73535 1122.2157 1 1207.7356 1122.21606 1 1206.02722 1119.32629 1 1206.02747 1119.32654 1
1342.12634 819.399963 1343.98901 822.318298 1 1343.98901 822.318298 1 1342.12646 819.397095 1 1342.12646 819.397095 1
600.059509 436.944458 602.251099 438.378357 1 602.251099 438.378418 1 600.065369 436.946625 1 600.065491 436.946716 1
840.706543 22.6204147 843.534119 24.6697941 1 843.534119 24.6698036 1 840.708313 22.6193161 1 840.708313 22.6193161 1
852.067139 658.494995 854.090698 660.120605 1 854.090698 660.120605 1 852.066711 658.496277 1 852.066711 658.496277 1
1160.32739 1035.4978 1162.18774 1038.3595 1 1162.18774 1038.35938 1 1160.34021 1035.52039 1 1160.3407 1035.52124 1
1400.1167 69.7731781 1402.41516 73.8848419 1 1402.41516 73.8848419 1 1400.10986 69.779541 1 1400.10986 69.779541 1
869.35907 678.156921 871.493591 679.905701 1 871.493591 679.905701 1 869.358582 678.15564 1 869.358582 678.15564 1
998.904114 443.705322 1001.11523 445.855438 1 1001.11523 445.855438 1 998.907471 443.70636 1 998.907471 443.70636 1
587.51001 217.265121 589.978638 218.648666 1 589.978699 218.648712 1 587.50946 217.267975 1 587.50946 217.267944 1
583.965698 613.309082 585.536865 614.163818 1 585.536804 614.163818 1 583.959229 613.306152 1 583.959045 613.306152 1
