point_index,track_length,stored_reprojection_error_px,mean_reprojection_error_px,max_reprojection_error_px,max_triangulation_angle_deg,frame_span
0,2,-1,0.119569,0.120307,5.6304,1
1,2,-1,0.588814,0.590813,4.89008,1
2,2,-1,1.45668,1.46241,6.07136,1
3,2,-1,1.22873,1.2404,4.306,1
4,2,-1,0.573112,0.577686,4.81158,1
5,2,-1,0.0515002,0.0518655,5.07774,1
6,2,-1,0.322189,0.324485,5.14406,1
7,2,-1,1.671,1.68383,4.76855,1
8,2,-1,1.671,1.68383,4.76855,1
9,2,-1,1.76371,1.776,4.98981,1
10,2,-1,0.20527,0.206679,5.23586,1
11,2,-1,0.296055,0.297746,5.21643,1
12,2,-1,1.89346,1.90185,5.52816,1
13,2,-1,0.831695,0.835646,6.01242,1
14,2,-1,1.82898,1.83685,6.12396,1
15,2,-1,1.83305,1.83629,5.5325,1
16,2,-1,0.818938,0.819333,5.20655,1
17,2,-1,1.58147,1.58984,6.53687,1
18,2,-1,2.2007,2.2204,5.44054,1
19,2,-1,0.468402,0.472154,4.19917,1
20,2,-1,0.468402,0.472154,4.19917,1
21,2,-1,0.47642,0.479402,5.43353,1
22,2,-1,0.68852,0.69186,5.0677,1
23,2,-1,2.87723,2.88605,5.93317,1
24,2,-1,2.95528,2.97826,5.44602,1
25,2,-1,1.04161,1.04695,5.64248,1
26,2,-1,1.46869,1.48106,5.20534,1
27,2,-1,2.82605,2.84914,5.24161,1
28,2,-1,2.52652,2.54583,4.89456,1
29,2,-1,2.52652,2.54583,4.89456,1
30,2,-1,0.446721,0.450306,4.81676,1
31,2,-1,0.594523,0.599676,4.74653,1
32,2,-1,0.771243,0.774678,5.75169,1
33,2,-1,2.51339,2.51839,5.76589,1
34,2,-1,2.51339,2.51839,5.76589,1
35,2,-1,1.17687,1.1799,5.84918,1
36,2,-1,0.0915436,0.0921396,5.89495,1
37,2,-1,1.27837,1.28641,5.69316,1
38,2,-1,0.653572,0.655596,4.13209,1
39,2,-1,0.776013,0.776496,5.0851,1
40,2,-1,0.186517,0.187634,4.92348,1
41,2,-1,0.559285,0.562417,5.0489,1
42,2,-1,0.972159,0.976608,5.79538,1
43,2,-1,1.08466,1.09047,5.01205,1
44,2,-1,0.79947,0.803246,4.87181,1
45,2,-1,0.79947,0.803246,4.87181,1
46,2,-1,0.811415,0.814308,4.50315,1
47,2,-1,0.811415,0.814308,4.50315,1
48,2,-1,0.488928,0.49041,4.57295,1
49,2,-1,0.488928,0.49041,4.57295,1
50,2,-1,0.54496,0.546632,4.72027,1
51,2,-1,1.67082,1.67449,4.93668,1
52,2,-1,0.113732,0.113979,4.70474,1
53,2,-1,1.27601,1.27712,3.95927,1
54,2,-1,0.272176,0.272361,4.05031,1
55,2,-1,0.343077,0.343356,3.99885,1
56,2,-1,0.0914301,0.0916489,4.00034,1
57,2,-1,0.0734723,0.0736103,3.99556,1
58,2,-1,0.931811,0.935076,4.62287,1
59,2,-1,0.931811,0.935076,4.62287,1
60,2,-1,1.98969,1.99575,5.47864,1
61,2,-1,0.0124397,0.0124954,5.76652,1
62,2,-1,2.01501,2.01612,3.61817,1
63,2,-1,1.78926,1.78995,5.09159,1
64,2,-1,0.840569,0.847857,5.17078,1
65,2,-1,2.55226,2.56905,5.54741,1
66,2,-1,0.847023,0.852193,5.78831,1
67,2,-1,1.02737,1.03025,5.91697,1
68,2,-1,1.63502,1.63531,5.14189,1
69,2,-1,1.94719,1.94851,5.07309,1
70,2,-1,2.1245,2.13147,3.99372,1
71,2,-1,0.198038,0.1985,3.9614,1
72,2,-1,0.84629,0.850255,3.56808,1
73,2,-1,1.08717,1.09186,3.58053,1
74,2,-1,0.241793,0.242387,3.95907,1
75,2,-1,0.103118,0.103386,3.97099,1
76,2,-1,1.50041,1.50378,4.04848,1
77,2,-1,0.5341,0.534693,4.02959,1
78,2,-1,0.061154,0.0612843,4.73868,1
79,2,-1,0.801889,0.80423,4.68916,1
80,2,-1,0.934572,0.937999,4.79762,1
81,2,-1,1.11093,1.11276,4.61609,1
82,2,-1,0.421875,0.423681,4.85874,1
83,2,-1,0.481662,0.483797,4.60429,1
84,2,-1,1.01534,1.01985,4.58412,1
85,2,-1,0.363983,0.366016,4.84036,1
86,2,-1,0.753564,0.756768,4.66172,1
87,2,-1,1.63406,1.64255,4.70812,1
88,2,-1,0.468484,0.471251,5.0211,1
89,2,-1,0.875339,0.883193,4.68822,1
90,2,-1,1.1649,1.16833,5.41033,1
91,2,-1,0.0296172,0.0297552,5.81939,1
92,2,-1,0.263524,0.265029,5.66318,1
93,2,-1,1.74156,1.75187,5.64469,1
94,2,-1,0.956438,0.962761,5.85406,1
95,2,-1,1.19312,1.20452,4.62681,1
96,2,-1,2.08015,2.09372,5.45641,1
97,2,-1,0.705705,0.708885,4.90995,1
98,2,-1,1.51215,1.51269,3.28621,1
99,2,-1,0.912636,0.914307,4.48234,1
100,2,-1,0.219222,0.220101,3.99328,1
101,2,-1,0.973326,0.975158,4.46114,1
102,2,-1,0.0137261,0.0137818,4.02118,1
103,2,-1,0.562256,0.565247,5.35125,1
104,2,-1,0.526825,0.529251,5.11076,1
105,2,-1,1.19118,1.19739,3.94108,1
106,2,-1,2.14143,2.15842,4.1884,1
107,2,-1,0.737059,0.740549,3.82052,1
108,2,-1,0.240118,0.241471,3.58954,1
109,2,-1,2.63232,2.64692,5.71861,1
110,2,-1,2.72912,2.74853,5.60106,1
111,2,-1,2.13231,2.14927,5.63696,1
112,2,-1,1.56365,1.57831,5.44694,1
113,2,-1,2.369,2.39117,3.13044,1
114,2,-1,1.69742,1.71241,5.62261,1
115,2,-1,1.2039,1.20846,2.86395,1
116,2,-1,0.842891,0.84606,4.05788,1
117,2,-1,0.790431,0.794915,2.66349,1
118,2,-1,2.16622,2.17566,5.51741,1
119,2,-1,1.52386,1.53098,5.40966,1
120,2,-1,0.438732,0.440557,5.12179,1
121,2,-1,2.67626,2.68837,5.47034,1
122,2,-1,0.867526,0.871971,4.77009,1
123,2,-1,0.867526,0.871971,4.77009,1
124,2,-1,0.26767,0.269386,4.89061,1
125,2,-1,0.109076,0.109743,4.84985,1
126,2,-1,0.148832,0.14995,4.95863,1
127,2,-1,0.148832,0.14995,4.95863,1
128,2,-1,0.405083,0.408581,3.17195,1
129,2,-1,0.405083,0.408581,3.17195,1
130,2,-1,1.64351,1.66016,4.0462,1
131,2,-1,0.0220966,0.0222415,2.73411,1
132,2,-1,0.984652,0.992691,2.48528,1
133,2,-1,1.02089,1.0219,5.28173,1
134,2,-1,0.345824,0.348002,5.75707,1
135,2,-1,0.345824,0.348002,5.75707,1
136,2,-1,1.81657,1.82369,5.09331,1
137,2,-1,0.471217,0.474536,4.90411,1
138,2,-1,0.471217,0.474536,4.90411,1
139,2,-1,1.78837,1.80125,5.11552,1
140,2,-1,0.263779,0.265607,5.06825,1
