dataset,frames,seq_windows,loop_windows,raw_pairs,loops,dense_rmse,dense_p90,loop_rmse,loop_p90,delta_rmse,delta_p90,optimizer_status
TUM freiburg1_desk,420,24,0,0,0,0.1702544281688475,0.2950847808630057,nan,nan,nan,nan,not_run_no_loop_constraints
TartanGround House omni,700,41,22,111,22,0.9561750783445463,1.3005522487364722,0.566947915531596,0.8142069381355799,-0.38922716281295033,-0.48634531060089237,completed
