mesher exited
14:16:41 rss_kb=4152624
14:16:47 rss_kb=4426224
14:16:53 rss_kb=4140128
14:17:00 rss_kb=4167696
14:17:06 rss_kb=4664304
14:17:12 rss_kb=4478960
14:17:18 rss_kb=4776672
14:17:24 rss_kb=4442512
14:17:30 rss_kb=4483456
14:17:36 rss_kb=4365392
14:17:42 rss_kb=4305488
14:17:48 rss_kb=3932432
14:17:54 rss_kb=4041216
14:18:00 rss_kb=4057216
14:18:06 rss_kb=3939824
14:18:12 rss_kb=3101168
14:18:18 rss_kb=4100480
14:18:24 rss_kb=3653728
14:18:30 rss_kb=3726848
14:18:36 rss_kb=4272144
14:18:42 rss_kb=4031824
14:18:48 rss_kb=4251664
14:18:55 rss_kb=4223232
14:19:01 rss_kb=3979120
14:19:07 rss_kb=4451616
14:19:13 rss_kb=3993744
14:19:19 rss_kb=3838976
14:19:25 rss_kb=4829360
14:19:31 rss_kb=4494720
14:19:37 rss_kb=3533936
14:19:43 rss_kb=3610896
14:19:49 rss_kb=3776736
14:19:55 rss_kb=3656112
14:20:01 rss_kb=3686800
14:20:07 rss_kb=3556320
14:20:13 rss_kb=3362112
14:20:19 rss_kb=3952240
14:20:25 rss_kb=3355968
14:20:31 rss_kb=3402400
14:20:37 rss_kb=4284432
14:20:43 rss_kb=3409616
14:20:50 rss_kb=3581424
14:20:56 rss_kb=3354832
14:21:02 rss_kb=3375504
14:21:08 rss_kb=3320032
14:21:14 rss_kb=3513952
14:21:20 rss_kb=3334832
14:21:26 rss_kb=3442496
14:21:32 rss_kb=3370368
14:21:38 rss_kb=3491024
14:21:44 rss_kb=3363120
14:21:50 rss_kb=3983744
14:21:56 rss_kb=3579488
14:22:02 rss_kb=3656464
14:22:08 rss_kb=3632944
14:22:14 rss_kb=3645952
14:22:20 rss_kb=3268208
14:22:26 rss_kb=3723424
14:22:32 rss_kb=3643440
14:22:38 rss_kb=3933088
14:22:44 rss_kb=3747568
14:22:51 rss_kb=3750800
14:22:57 rss_kb=4086112
14:23:03 rss_kb=3882336
14:23:09 rss_kb=3806832
14:23:15 rss_kb=3762784
14:23:21 rss_kb=3769984
14:23:27 rss_kb=3565904
14:23:33 rss_kb=3645888
14:23:39 rss_kb=3621904
14:23:45 rss_kb=3719120
14:23:51 rss_kb=3685968
14:23:57 rss_kb=2539648
14:24:03 rss_kb=3122480
14:24:09 rss_kb=4415296
14:24:15 rss_kb=4256560
14:24:21 rss_kb=4214240
14:24:27 rss_kb=4332800
14:24:33 rss_kb=3746880
14:24:39 rss_kb=4262560
14:24:45 rss_kb=4217216
14:24:51 rss_kb=4282480
14:24:58 rss_kb=4440944
14:25:04 rss_kb=4324576
14:25:10 rss_kb=4450288
14:25:16 rss_kb=5082160
14:25:22 rss_kb=4722032
14:25:28 rss_kb=4470016
14:25:34 rss_kb=4429984
14:25:40 rss_kb=4236336
14:25:46 rss_kb=4109696
14:25:52 rss_kb=3921776
14:25:58 rss_kb=4106704
14:26:04 rss_kb=3732384
14:26:10 rss_kb=3911520
14:26:16 rss_kb=3871424
14:26:22 rss_kb=3858176
14:26:28 rss_kb=4180128
14:26:34 rss_kb=3767856
14:26:40 rss_kb=3322560
14:26:46 rss_kb=3694400
14:26:52 rss_kb=3339056
14:26:58 rss_kb=3559248
14:27:04 rss_kb=3297312
14:27:11 rss_kb=3318560
14:27:17 rss_kb=4254352
14:27:23 rss_kb=5066720
14:27:29 rss_kb=5419504
14:27:35 rss_kb=4081248
14:27:41 rss_kb=3387504
14:27:47 rss_kb=3937776
14:27:53 rss_kb=4352048
14:27:59 rss_kb=4064000
14:28:05 rss_kb=3768336
14:28:11 rss_kb=3291952
14:28:17 rss_kb=3308304
14:28:23 rss_kb=4486112
14:28:29 rss_kb=4731056
14:28:35 rss_kb=4244864
14:28:41 rss_kb=4421232
14:28:47 rss_kb=4010992
14:28:53 rss_kb=3807264
14:29:00 rss_kb=3573328
14:29:06 rss_kb=4594208
14:29:12 rss_kb=4401600
14:29:18 rss_kb=4574976
14:29:24 rss_kb=3850928
14:29:30 rss_kb=2437232
14:29:36 rss_kb=3117280
14:29:42 rss_kb=2839152
14:29:48 rss_kb=4416576
14:29:54 rss_kb=4541408
14:30:00 rss_kb=3756624
14:30:06 rss_kb=3699184
14:30:12 rss_kb=3486224
14:30:18 rss_kb=3446688
14:30:24 rss_kb=3247424
14:30:30 rss_kb=3531168
14:30:36 rss_kb=3460752
14:30:42 rss_kb=3427312
14:30:48 rss_kb=3560032
14:30:55 rss_kb=3269376
14:31:01 rss_kb=3277408
14:31:07 rss_kb=3745360
14:31:13 rss_kb=3727808
14:31:19 rss_kb=3597744
14:31:25 rss_kb=3359424
14:31:31 rss_kb=2966624
14:31:37 rss_kb=2867680
14:31:43 rss_kb=3669392
14:31:49 rss_kb=3593936
14:31:55 rss_kb=3982544
14:32:01 rss_kb=3869968
14:32:07 rss_kb=3532448
14:32:13 rss_kb=3788560
14:32:19 rss_kb=3901888
14:32:25 rss_kb=3458352
14:32:31 rss_kb=3380928
14:32:37 rss_kb=3584000
14:32:44 rss_kb=3143024
14:32:50 rss_kb=3449344
14:32:56 rss_kb=3516480
14:33:02 rss_kb=3410176
14:33:08 rss_kb=3443072
14:33:14 rss_kb=3578464
14:33:20 rss_kb=3226624
14:33:26 rss_kb=3738704
14:33:32 rss_kb=4154032
14:33:38 rss_kb=3472832
14:33:44 rss_kb=3583344
14:33:50 rss_kb=3619040
14:33:56 rss_kb=3477088
14:34:02 rss_kb=3278032
14:34:08 rss_kb=3190848
14:34:14 rss_kb=3677872
14:34:20 rss_kb=3846304
14:34:26 rss_kb=3567200
14:34:32 rss_kb=3403632
14:34:38 rss_kb=3766480
14:34:44 rss_kb=3476400
14:34:51 rss_kb=3267168
14:34:57 rss_kb=3293744
14:35:03 rss_kb=3331920
14:35:09 rss_kb=2884848
14:35:15 rss_kb=3213216
14:35:21 rss_kb=3165984
14:35:27 rss_kb=3542304
14:35:33 rss_kb=3246416
14:35:39 rss_kb=2990384
14:35:45 rss_kb=3420368
14:35:51 rss_kb=3994352
14:35:57 rss_kb=3375152
14:36:03 rss_kb=3302960
14:36:09 rss_kb=3484800
14:36:15 rss_kb=3132592
14:36:21 rss_kb=3139280
14:36:27 rss_kb=3328464
14:36:33 rss_kb=3240912
14:36:39 rss_kb=3753008
14:36:45 rss_kb=3325424
14:36:51 rss_kb=3323312
14:36:57 rss_kb=3580208
14:37:03 rss_kb=3564752
14:37:09 rss_kb=3330400
14:37:16 rss_kb=3428432
14:37:22 rss_kb=3373984
14:37:28 rss_kb=3349472
14:37:34 rss_kb=3286048
14:37:40 rss_kb=3224784
14:37:46 rss_kb=3116992
14:37:52 rss_kb=3164944
14:37:58 rss_kb=3147408
14:38:04 rss_kb=4028320
14:38:10 rss_kb=3834224
14:38:16 rss_kb=3421616
14:38:22 rss_kb=3509568
14:38:28 rss_kb=3565888
14:38:34 rss_kb=3455504
14:38:40 rss_kb=3374512
14:38:46 rss_kb=3318944
14:38:52 rss_kb=3447920
14:38:58 rss_kb=3032880
14:39:04 rss_kb=3571216
14:39:10 rss_kb=3494048
14:39:16 rss_kb=3887280
14:39:23 rss_kb=3371568
14:39:29 rss_kb=3172864
14:39:35 rss_kb=3307952
14:39:41 rss_kb=3354336
14:39:47 rss_kb=3519904
14:39:53 rss_kb=3497760
14:39:59 rss_kb=3469264
14:40:05 rss_kb=3241360
14:40:11 rss_kb=3541568
14:40:17 rss_kb=3535216
14:40:23 rss_kb=3484944
14:40:29 rss_kb=3888400
14:40:35 rss_kb=3484720
14:40:41 rss_kb=3405760
14:40:47 rss_kb=3202928
14:40:53 rss_kb=3410768
14:40:59 rss_kb=3310000
14:41:05 rss_kb=3298448
14:41:12 rss_kb=3265840
14:41:18 rss_kb=3828960
14:41:24 rss_kb=3403824
14:41:30 rss_kb=3289248
14:41:36 rss_kb=3865168
14:41:42 rss_kb=3461408
14:41:48 rss_kb=3384272
14:41:54 rss_kb=3448912
14:42:00 rss_kb=3241840
14:42:06 rss_kb=3440352
14:42:12 rss_kb=3475712
14:42:18 rss_kb=3264256
14:42:24 rss_kb=3346976
14:42:30 rss_kb=3351744
14:42:36 rss_kb=3343872
14:42:42 rss_kb=3433920
14:42:48 rss_kb=3692112
14:42:54 rss_kb=3205776
14:43:00 rss_kb=3273904
14:43:06 rss_kb=3385472
14:43:13 rss_kb=3468304
14:43:19 rss_kb=3345920
14:43:25 rss_kb=3308880
14:43:31 rss_kb=3300752
14:43:37 rss_kb=3938272
14:43:43 rss_kb=3102048
14:43:49 rss_kb=3088592
14:43:55 rss_kb=3905664
14:44:01 rss_kb=3500944
14:44:07 rss_kb=3549456
14:44:13 rss_kb=3498720
14:44:19 rss_kb=3413952
14:44:25 rss_kb=3556320
14:44:31 rss_kb=3438416
14:44:37 rss_kb=3388512
14:44:43 rss_kb=3451968
14:44:49 rss_kb=3593504
14:44:55 rss_kb=3296736
14:45:01 rss_kb=3464960
14:45:07 rss_kb=3651200
14:45:14 rss_kb=3343328
14:45:20 rss_kb=3234688
14:45:26 rss_kb=3376864
14:45:32 rss_kb=3509312
14:45:38 rss_kb=3315376
14:45:44 rss_kb=3331952
14:45:50 rss_kb=2914112
14:45:56 rss_kb=3350496
14:46:02 rss_kb=3509200
14:46:08 rss_kb=3162752
14:46:14 rss_kb=3802416
14:46:20 rss_kb=2898768
14:46:26 rss_kb=3302336
14:46:32 rss_kb=3380448
14:46:38 rss_kb=3425152
14:46:44 rss_kb=3547568
14:46:51 rss_kb=3273872
14:46:57 rss_kb=3415392
14:47:03 rss_kb=3359648
14:47:09 rss_kb=3098464
14:47:15 rss_kb=3481072
14:47:21 rss_kb=3389568
14:47:27 rss_kb=3714704
14:47:33 rss_kb=3439712
14:47:39 rss_kb=3254208
14:47:45 rss_kb=3073312
14:47:51 rss_kb=3259104
14:47:57 rss_kb=2964368
14:48:03 rss_kb=3305168
14:48:09 rss_kb=2834608
14:48:15 rss_kb=3191760
14:48:21 rss_kb=3000752
14:48:27 rss_kb=3373712
14:48:33 rss_kb=3702784
14:48:39 rss_kb=3631152
14:48:45 rss_kb=3341168
14:48:51 rss_kb=3384480
14:48:58 rss_kb=2768928
14:49:04 rss_kb=3405680
14:49:10 rss_kb=3216672
14:49:16 rss_kb=3321184
14:49:22 rss_kb=3447088
14:49:28 rss_kb=2789040
14:49:34 rss_kb=3079120
14:49:40 rss_kb=3384336
14:49:46 rss_kb=3153808
14:49:52 rss_kb=3032080
14:49:58 rss_kb=3043792
14:50:04 rss_kb=2724000
14:50:10 rss_kb=1826352
14:50:16 rss_kb=2879632
14:50:22 rss_kb=3268880
14:50:28 rss_kb=3022448
14:50:34 rss_kb=3283792
14:50:40 rss_kb=3146240
14:50:46 rss_kb=3674528
14:50:52 rss_kb=2968144
14:50:58 rss_kb=3302880
14:51:04 rss_kb=3806096
14:51:11 rss_kb=3246016
14:51:17 rss_kb=3166032
14:51:23 rss_kb=3402304
14:51:29 rss_kb=3263280
14:51:35 rss_kb=3212880
14:51:41 rss_kb=3334016
14:51:47 rss_kb=3374352
14:51:53 rss_kb=3268704
14:51:59 rss_kb=3397888
14:52:05 rss_kb=3213456
14:52:11 rss_kb=3319728
14:52:17 rss_kb=3561776
14:52:23 rss_kb=3082288
14:52:29 rss_kb=2917632
14:52:35 rss_kb=3042800
14:52:41 rss_kb=2821760
14:52:47 rss_kb=3196112
14:52:53 rss_kb=3114288
14:52:59 rss_kb=3482480
14:53:05 rss_kb=3604656
14:53:11 rss_kb=3241168
14:53:17 rss_kb=3210048
14:53:24 rss_kb=3680400
14:53:30 rss_kb=3887136
14:53:36 rss_kb=3273152
14:53:42 rss_kb=3247408
14:53:48 rss_kb=3345008
14:53:54 rss_kb=2998256
14:54:00 rss_kb=3324208
14:54:06 rss_kb=3270496
14:54:12 rss_kb=3503936
14:54:18 rss_kb=3327072
14:54:24 rss_kb=3473008
14:54:30 rss_kb=3060016
14:54:36 rss_kb=4078832
14:54:42 rss_kb=3440960
14:54:48 rss_kb=3146528
14:54:54 rss_kb=4015680
14:55:00 rss_kb=2010288
14:55:06 rss_kb=3455312
14:55:12 rss_kb=3451648
14:55:18 rss_kb=3450928
14:55:24 rss_kb=3902976
14:55:30 rss_kb=3272416
14:55:36 rss_kb=3384448
14:55:42 rss_kb=3655920
14:55:48 rss_kb=2757168
14:55:55 rss_kb=3240064
14:56:01 rss_kb=2887344
14:56:07 rss_kb=3091696
14:56:13 rss_kb=3189488
14:56:19 rss_kb=2925392
14:56:25 rss_kb=3398032
14:56:31 rss_kb=2826400
14:56:37 rss_kb=3440064
14:56:43 rss_kb=3149632
14:56:49 rss_kb=3193792
14:56:55 rss_kb=4252448
14:57:01 rss_kb=3880368
14:57:07 rss_kb=3865312
14:57:13 rss_kb=3244320
14:57:19 rss_kb=3640928
14:57:25 rss_kb=3902384
14:57:31 rss_kb=3632640
14:57:37 rss_kb=3744960
14:57:43 rss_kb=3723408
14:57:49 rss_kb=3891696
14:57:55 rss_kb=4147104
14:58:01 rss_kb=4318976
14:58:07 rss_kb=3709008
14:58:13 rss_kb=3436256
14:58:19 rss_kb=3362352
14:58:25 rss_kb=3494912
14:58:31 rss_kb=3593360
14:58:38 rss_kb=3553168
14:58:44 rss_kb=3362176
14:58:50 rss_kb=3862992
14:58:56 rss_kb=3522752
14:59:02 rss_kb=3676144
14:59:08 rss_kb=3951600
14:59:14 rss_kb=3697648
14:59:20 rss_kb=3526656
14:59:26 rss_kb=3702224
14:59:32 rss_kb=3650240
14:59:38 rss_kb=3500544
14:59:44 rss_kb=3529824
14:59:50 rss_kb=3378048
14:59:56 rss_kb=3543168
15:00:02 rss_kb=3296352
15:00:08 rss_kb=3057984
15:00:14 rss_kb=2896704
15:00:20 rss_kb=3836592
15:00:26 rss_kb=3373632
15:00:32 rss_kb=3306688
15:00:38 rss_kb=3488496
15:00:44 rss_kb=3548480
15:00:50 rss_kb=3595424
15:00:56 rss_kb=3692736
15:01:02 rss_kb=3548672
15:01:08 rss_kb=3689920
15:01:14 rss_kb=3619296
15:01:21 rss_kb=3539088
15:01:27 rss_kb=4330128
15:01:33 rss_kb=3702144
15:01:39 rss_kb=3770128
15:01:45 rss_kb=3721808
15:01:51 rss_kb=3728752
15:01:57 rss_kb=3691360
15:02:03 rss_kb=3742464
15:02:09 rss_kb=3470400
15:02:15 rss_kb=3789632
15:02:21 rss_kb=3884064
15:02:27 rss_kb=3561392
15:02:33 rss_kb=3506208
15:02:39 rss_kb=3993008
15:02:45 rss_kb=3856016
15:02:51 rss_kb=3726320
15:02:57 rss_kb=3697296
15:03:03 rss_kb=3749040
15:03:09 rss_kb=3560544
15:03:15 rss_kb=3685136
15:03:21 rss_kb=3722400
15:03:27 rss_kb=3924160
15:03:33 rss_kb=3648176
15:03:39 rss_kb=3712688
15:03:45 rss_kb=4638544
15:03:51 rss_kb=4074608
15:03:57 rss_kb=4261744
15:04:04 rss_kb=4249168
15:04:10 rss_kb=4125056
15:04:16 rss_kb=4014832
15:04:22 rss_kb=4390832
15:04:28 rss_kb=4154720
15:04:34 rss_kb=4175728
15:04:40 rss_kb=4105680
15:04:46 rss_kb=3987280
15:04:52 rss_kb=4160816
15:04:58 rss_kb=3829168
15:05:04 rss_kb=3946576
15:05:10 rss_kb=3821184
15:05:16 rss_kb=3524624
15:05:22 rss_kb=3187488
15:05:28 rss_kb=3148000
15:05:34 rss_kb=3557200
15:05:40 rss_kb=3346416
15:05:46 rss_kb=3714688
15:05:52 rss_kb=3292640
15:05:58 rss_kb=3184672
15:06:04 rss_kb=3215216
15:06:10 rss_kb=3346144
15:06:16 rss_kb=3494624
15:06:23 rss_kb=3331024
15:06:29 rss_kb=3421872
15:06:35 rss_kb=3168576
15:06:41 rss_kb=3429632
15:06:47 rss_kb=4006464
15:06:53 rss_kb=3940336
15:06:59 rss_kb=3438768
15:07:05 rss_kb=3809504
15:07:11 rss_kb=3356592
15:07:17 rss_kb=4300976
15:07:23 rss_kb=4076624
15:07:29 rss_kb=3394640
15:07:35 rss_kb=3272848
15:07:41 rss_kb=3280832
15:07:47 rss_kb=3449840
15:07:53 rss_kb=3278880
15:07:59 rss_kb=2948784
15:08:05 rss_kb=3234112
15:08:11 rss_kb=2233408
15:08:17 rss_kb=2797024
15:08:23 rss_kb=3253472
15:08:29 rss_kb=3993552
15:08:35 rss_kb=3655344
15:08:41 rss_kb=3353568
15:08:47 rss_kb=2925520
15:08:53 rss_kb=3358400
15:09:00 rss_kb=3068112
15:09:06 rss_kb=3317456
15:09:12 rss_kb=3506080
15:09:18 rss_kb=2442080
15:09:24 rss_kb=3205776
15:09:30 rss_kb=4231904
15:09:36 rss_kb=4594672
15:09:42 rss_kb=5481008
15:09:48 rss_kb=4234272
15:09:54 rss_kb=5058816
15:10:00 rss_kb=2963296
15:10:06 rss_kb=3174160
15:10:12 rss_kb=5168064
15:10:18 rss_kb=4270016
15:10:24 rss_kb=4440848
15:10:30 rss_kb=4202240
15:10:36 rss_kb=4006320
15:10:42 rss_kb=4813600
15:10:48 rss_kb=3794640
15:10:54 rss_kb=3718240
15:11:01 rss_kb=4669456
15:11:07 rss_kb=4050176
15:11:13 rss_kb=4954512
15:11:19 rss_kb=4046960
15:11:25 rss_kb=3946496
15:11:31 rss_kb=3641968
15:11:37 rss_kb=4458352
15:11:43 rss_kb=3891312
15:11:49 rss_kb=5489200
15:11:55 rss_kb=5480480
15:12:01 rss_kb=4783600
15:12:07 rss_kb=4680016
15:12:13 rss_kb=5393232
15:12:19 rss_kb=5506240
15:12:25 rss_kb=6056240
15:12:31 rss_kb=4923776
15:12:37 rss_kb=5222768
15:12:43 rss_kb=4687952
15:12:49 rss_kb=4200336
15:12:55 rss_kb=4521424
15:13:01 rss_kb=5175344
15:13:07 rss_kb=4658112
15:13:13 rss_kb=4405472
15:13:20 rss_kb=4580992
15:13:26 rss_kb=4072656
15:13:32 rss_kb=3907328
15:13:38 rss_kb=4590848
15:13:44 rss_kb=4504240
15:13:50 rss_kb=4437312
15:13:56 rss_kb=4205840
15:14:02 rss_kb=3914144
15:14:08 rss_kb=4240656
15:14:14 rss_kb=4661040
15:14:20 rss_kb=4955904
15:14:26 rss_kb=5891376
15:14:32 rss_kb=6455184
15:14:38 rss_kb=6677696
15:14:44 rss_kb=6030848
15:14:50 rss_kb=6021248
15:14:56 rss_kb=6956000
15:15:02 rss_kb=6659664
15:15:08 rss_kb=6477440
15:15:14 rss_kb=6569408
15:15:20 rss_kb=6435296
15:15:26 rss_kb=6230112
15:15:32 rss_kb=5979872
15:15:38 rss_kb=5175376
15:15:44 rss_kb=5089760
15:15:50 rss_kb=5526528
15:15:57 rss_kb=5489872
15:16:03 rss_kb=5409840
15:16:09 rss_kb=4917104
15:16:15 rss_kb=5387968
15:16:21 rss_kb=5196608
15:16:27 rss_kb=5047760
15:16:33 rss_kb=5305856
15:16:39 rss_kb=4878944
15:16:45 rss_kb=4576704
15:16:51 rss_kb=4679488
15:16:57 rss_kb=4485344
15:17:03 rss_kb=4673392
15:17:09 rss_kb=4318512
15:17:15 rss_kb=4471376
15:17:21 rss_kb=4428912
15:17:27 rss_kb=4588256
15:17:33 rss_kb=4313248
15:17:39 rss_kb=4340208
15:17:45 rss_kb=4185472
15:17:51 rss_kb=4107952
15:17:57 rss_kb=4124688
15:18:03 rss_kb=3953264
15:18:09 rss_kb=3829968
15:18:15 rss_kb=3975424
15:18:21 rss_kb=3974432
15:18:27 rss_kb=3857776
15:18:33 rss_kb=3716512
15:18:39 rss_kb=3584352
15:18:46 rss_kb=3762000
15:18:52 rss_kb=3805072
15:18:58 rss_kb=2935680
15:19:04 rss_kb=3881744
15:19:10 rss_kb=3777424
15:19:16 rss_kb=3906752
15:19:22 rss_kb=3975200
15:19:28 rss_kb=3836080
15:19:34 rss_kb=3687520
15:19:40 rss_kb=3761440
15:19:46 rss_kb=3938064
15:19:52 rss_kb=4037664
15:19:58 rss_kb=4427040
15:20:04 rss_kb=3686064
15:20:10 rss_kb=3652240
15:20:16 rss_kb=3603648
15:20:22 rss_kb=3698000
15:20:28 rss_kb=3695024
15:20:34 rss_kb=3503376
15:20:40 rss_kb=3469648
15:20:46 rss_kb=4256544
15:20:52 rss_kb=3725888
15:20:58 rss_kb=3578496
15:21:04 rss_kb=4246640
15:21:10 rss_kb=3588528
15:21:16 rss_kb=3679008
15:21:22 rss_kb=3848560
15:21:28 rss_kb=3465472
15:21:34 rss_kb=3424160
15:21:41 rss_kb=3443728
15:21:47 rss_kb=3619520
15:21:53 rss_kb=3686672
15:21:59 rss_kb=3927856
15:22:05 rss_kb=3631344
15:22:11 rss_kb=3695248
15:22:17 rss_kb=4298752
15:22:23 rss_kb=3732688
15:22:29 rss_kb=3582016
15:22:35 rss_kb=3397392
15:22:41 rss_kb=2903264
15:22:47 rss_kb=3428576
15:22:53 rss_kb=3208960
15:22:59 rss_kb=3195616
15:23:05 rss_kb=2750656
15:23:11 rss_kb=2917168
15:23:17 rss_kb=2847904
15:23:23 rss_kb=3800144
15:23:29 rss_kb=3204400
15:23:35 rss_kb=3007984
15:23:41 rss_kb=3245056
15:23:47 rss_kb=3611776
15:23:53 rss_kb=3098416
15:23:59 rss_kb=3468288
15:24:05 rss_kb=3340688
15:24:11 rss_kb=3668736
15:24:17 rss_kb=3479312
15:24:23 rss_kb=3576864
15:24:30 rss_kb=3539328
15:24:36 rss_kb=3635872
15:24:42 rss_kb=3397248
15:24:48 rss_kb=3127360
15:24:54 rss_kb=3212928
15:25:00 rss_kb=3187568
15:25:06 rss_kb=3405616
15:25:12 rss_kb=3339248
15:25:18 rss_kb=3006992
15:25:24 rss_kb=4141648
15:25:30 rss_kb=3449968
15:25:36 rss_kb=3532960
15:25:42 rss_kb=3445216
15:25:48 rss_kb=2642048
15:25:54 rss_kb=3978112
15:26:00 rss_kb=2942800
15:26:06 rss_kb=3765680
15:26:12 rss_kb=3782752
15:26:18 rss_kb=3367024
15:26:24 rss_kb=3209328
15:26:30 rss_kb=3049728
15:26:36 rss_kb=3423776
15:26:43 rss_kb=3442672
15:26:49 rss_kb=3479040
15:26:55 rss_kb=3977888
15:27:01 rss_kb=3346976
15:27:07 rss_kb=3501184
15:27:13 rss_kb=3358592
15:27:19 rss_kb=3353856
15:27:25 rss_kb=3488352
15:27:31 rss_kb=3257872
15:27:37 rss_kb=3263392
15:27:43 rss_kb=3609712
15:27:49 rss_kb=3205232
15:27:55 rss_kb=3352896
15:28:01 rss_kb=3823344
15:28:07 rss_kb=3144544
15:28:13 rss_kb=2891120
15:28:19 rss_kb=3534544
15:28:25 rss_kb=3436080
15:28:31 rss_kb=3230672
15:28:37 rss_kb=2937472
15:28:43 rss_kb=3424736
15:28:49 rss_kb=3763360
15:28:55 rss_kb=4162256
15:29:01 rss_kb=3722480
15:29:07 rss_kb=3873296
15:29:13 rss_kb=4032192
15:29:19 rss_kb=3576624
15:29:26 rss_kb=3649360
15:29:32 rss_kb=3585344
15:29:38 rss_kb=3457216
15:29:44 rss_kb=2843344
15:29:50 rss_kb=4745680
15:29:56 rss_kb=4246560
15:30:02 rss_kb=4696272
15:30:08 rss_kb=4151776
15:30:14 rss_kb=2551760
15:30:20 rss_kb=4351696
15:30:26 rss_kb=3808464
15:30:32 rss_kb=3196288
15:30:38 rss_kb=3451504
15:30:44 rss_kb=3239456
15:30:50 rss_kb=4118112
15:30:56 rss_kb=3619936
15:31:02 rss_kb=3327184
15:31:08 rss_kb=2504592
15:31:14 rss_kb=5088240
15:31:20 rss_kb=5298304
15:31:26 rss_kb=5259136
15:31:32 rss_kb=5197648
15:31:38 rss_kb=4838848
15:31:44 rss_kb=3471600
15:31:50 rss_kb=4004080
15:31:56 rss_kb=4211392
15:32:03 rss_kb=4189184
15:32:09 rss_kb=3417040
15:32:15 rss_kb=4042544
15:32:21 rss_kb=4443920
15:32:27 rss_kb=4280560
15:32:33 rss_kb=4196368
15:32:39 rss_kb=3300080
15:32:45 rss_kb=3380880
15:32:51 rss_kb=3284448
15:32:57 rss_kb=2751744
15:33:03 rss_kb=2768528
15:33:09 rss_kb=2593680
15:33:15 rss_kb=4205456
15:33:21 rss_kb=4367376
15:33:27 rss_kb=2875552
15:33:33 rss_kb=4947568
15:33:39 rss_kb=4160240
15:33:45 rss_kb=6713536
15:33:51 rss_kb=7118208
15:33:57 rss_kb=3787600
15:34:03 rss_kb=5240544
15:34:09 rss_kb=4781584
15:34:15 rss_kb=5201712
15:34:21 rss_kb=4302496
15:34:27 rss_kb=4082512
15:34:33 rss_kb=4293184
15:34:39 rss_kb=4225312
15:34:45 rss_kb=4395376
15:34:52 rss_kb=3804240
15:34:58 rss_kb=4654544
15:35:04 rss_kb=4562688
15:35:10 rss_kb=4427120
15:35:16 rss_kb=4447472
15:35:22 rss_kb=4442912
15:35:28 rss_kb=4501488
15:35:34 rss_kb=4322528
15:35:40 rss_kb=4070336
15:35:46 rss_kb=4387712
15:35:52 rss_kb=4347904
15:35:58 rss_kb=4406960
15:36:04 rss_kb=4580576
15:36:10 rss_kb=4263808
15:36:16 rss_kb=4430736
15:36:22 rss_kb=4417552
15:36:28 rss_kb=4335600
15:36:34 rss_kb=4143424
15:36:40 rss_kb=4019328
15:36:46 rss_kb=4149088
15:36:52 rss_kb=4242608
15:36:58 rss_kb=3941152
15:37:04 rss_kb=4348176
15:37:10 rss_kb=4265920
15:37:16 rss_kb=4853552
15:37:23 rss_kb=4350496
15:37:29 rss_kb=4140000
15:37:35 rss_kb=4245312
15:37:41 rss_kb=3977184
15:37:47 rss_kb=4218576
15:37:53 rss_kb=4154608
15:37:59 rss_kb=4066848
15:38:05 rss_kb=3872176
15:38:11 rss_kb=3512416
15:38:17 rss_kb=3928112
15:38:23 rss_kb=4037152
15:38:29 rss_kb=3434896
15:38:35 rss_kb=2478096
15:38:41 rss_kb=3399744
15:38:47 rss_kb=3598208
15:38:53 rss_kb=3454592
15:38:59 rss_kb=2988496
15:39:05 rss_kb=3491392
15:39:11 rss_kb=3950176
15:39:17 rss_kb=4240048
15:39:23 rss_kb=4017616
15:39:29 rss_kb=3851744
15:39:35 rss_kb=4184192
15:39:41 rss_kb=3745008
15:39:47 rss_kb=3639856
15:39:54 rss_kb=4086688
15:40:00 rss_kb=4423088
15:40:06 rss_kb=4230208
15:40:12 rss_kb=4309040
15:40:18 rss_kb=3971216
15:40:24 rss_kb=3875312
15:40:30 rss_kb=3709840
15:40:36 rss_kb=3679712
15:40:42 rss_kb=4274192
15:40:48 rss_kb=3687536
15:40:54 rss_kb=3637168
15:41:00 rss_kb=3539760
15:41:06 rss_kb=3358224
15:41:12 rss_kb=3712768
15:41:18 rss_kb=3966544
15:41:24 rss_kb=3934240
15:41:30 rss_kb=3584064
15:41:36 rss_kb=4056848
15:41:42 rss_kb=3904560
15:41:48 rss_kb=3899968
15:41:54 rss_kb=4616800
15:42:00 rss_kb=3783488
15:42:06 rss_kb=3778192
15:42:12 rss_kb=3717616
15:42:18 rss_kb=3670528
15:42:25 rss_kb=3437616
15:42:31 rss_kb=3387104
15:42:37 rss_kb=3156416
15:42:43 rss_kb=4070832
15:42:49 rss_kb=4095792
15:42:55 rss_kb=3778272
15:43:01 rss_kb=4133904
15:43:07 rss_kb=4552768
15:43:13 rss_kb=4125344
15:43:19 rss_kb=4074592
15:43:25 rss_kb=3798832
15:43:31 rss_kb=4091328
15:43:37 rss_kb=4115168
15:43:43 rss_kb=3550144
15:43:49 rss_kb=3722032
15:43:55 rss_kb=4177424
15:44:01 rss_kb=4017168
15:44:07 rss_kb=4088576
15:44:13 rss_kb=4609280
15:44:19 rss_kb=4037344
15:44:25 rss_kb=4111232
15:44:31 rss_kb=4074448
15:44:37 rss_kb=4152544
