arm	ms	sha12	keyguard	chain
Mate10 aprime_ks2_ptr_1	572.420	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr.wgsl le
Mate10 aprime_ks2_ptr_fma_2	695.285	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_fma.wgsl le
Mate10 aprime_ks2_ptr_cnt_3	573.198	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_c
Mate10 aprime_ks2_ptr_4	569.885	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr.wgsl le
Mate10 aprime_ks2_ptr_cnt_5	578.420	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_c
Mate10 aprime_ks2_ptr_fma_6	685.698	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_fma.wgsl le
Mate10 aprime_ks2_ptr_7	580.216	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr.wgsl le
