arm	ms	sha12	kernel	build
nopb44texa_ref	687.809	a59db73512ce	backend=blocked(fma4x4+direct+texa+nopb,V4)	41415a371937
sm44nopbtexa	670.620	a59db73512ce	backend=blocked(fma4x4+direct+texa+nopb+scanmem,V4)	41415a371937
sm44nopbtex	672.617	a59db73512ce	backend=blocked(fma4x4+direct+tex+nopb+scanmem,V4)	41415a371937
sm44nopb	734.470	a59db73512ce	backend=blocked(fma4x4+direct+nopb+scanmem,V4)	41415a371937
sm44	846.587	a59db73512ce	backend=blocked(fma4x4+direct+scanmem,V4)	41415a371937
nopb44tex_ref	675.121	a59db73512ce	backend=blocked(fma4x4+direct+tex+nopb,V4)	41415a371937
sm44nopbtexa_again	663.214	a59db73512ce	backend=blocked(fma4x4+direct+texa+nopb+scanmem,V4)	41415a371937
nopb44texa_again	687.140	a59db73512ce	backend=blocked(fma4x4+direct+texa+nopb,V4)	41415a371937 STALE
