arm	ms	sha12	chain
Mate10 A_ref	848.791	a59db73512ce	
Mate10 A_pscan2	705.910	a59db73512ce	PSCAN2 applied=1|
Mate10 A_pscan	618.464	a59db73512ce	PSCAN applied=1|
Mate10 A_pscan2_again	695.796	a59db73512ce	PSCAN2 applied=1|
Mate10 A_ref_again	833.758	a59db73512ce	
