arm	ms	sha12	keyguard	label
Mate10 default_1	573.432	a59db73512ce	false	blocked(fma4x4+direct+w64+nopb+f16+keyscan2+ptr,V6)
Mate10 now64_2	570.833	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16+keyscan2+ptr,V6)
Mate10 formA_3	829.068	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16,V6)
Mate10 now64_4	578.920	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16+keyscan2+ptr,V6)
Mate10 default_5	569.649	a59db73512ce	false	blocked(fma4x4+direct+w64+nopb+f16+keyscan2+ptr,V6)
Mate10 formA_6	831.035	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16,V6)
Mate10 now64_7	579.289	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16+keyscan2+ptr,V6)
Mate10 default_8	574.185	a59db73512ce	false	blocked(fma4x4+direct+w64+nopb+f16+keyscan2+ptr,V6)
