arm	ms	sha12	keyguard	chain
Mate10 aprime_ks2_ptr_1	574.721	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr.wgsl le
Mate10 aprime_ks2_ptr_u2_2	847.178	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_u2.wgsl le
Mate10 aprime_ks2_ptr_u4_3	962.657	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_u4.wgsl le
Mate10 aprime_ks2_ptr_4	576.331	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr.wgsl le
Mate10 aprime_ks2_ptr_u4_5	972.464	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_u4.wgsl le
Mate10 aprime_ks2_ptr_u2_6	806.852	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr_u2.wgsl le
Mate10 aprime_ks2_ptr_7	575.689	a59db73512ce	false	WGSL_FILE /data/data/com.kyle.pwprobe/files/wgsl/aprime_ks2_ptr.wgsl le
