arm	ms	sha12	keyguard	label
Mate10 default_1	613.604	a59db73512ce	false	blocked(fma4x4+direct+w64+nopb+f16+keyscan2+ptr,V6)
Mate10 formA_2	826.691	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16,V6)
Mate10 formA_3	849.800	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16,V6)
Mate10 default_4	571.535	a59db73512ce	false	blocked(fma4x4+direct+w64+nopb+f16+keyscan2+ptr,V6)
Mate10 default_5	573.521	a59db73512ce	false	blocked(fma4x4+direct+w64+nopb+f16+keyscan2+ptr,V6)
Mate10 formA_6	828.418	a59db73512ce	false	blocked(fma4x4+direct+w128+nopb+f16,V6)
