arm	ms	sha12	kernel	chain
Mate10 w128_ref	717.474	a59db73512ce	backend=blocked(fma4x4+direct+w128,V4)		dd244ab10e90
Mate10 f16_w128	619.399	a59db73512ce	backend=blocked(fma4x4+direct+w128+f16,V4)	F16 in=4435 out=4480 applied=1|	dd244ab10e90
Mate10 f16_w128_nopb	825.006	a59db73512ce	backend=blocked(fma4x4+direct+nopb+w128+f16,V4)	F16 in=4380 out=4414 applied=1|	dd244ab10e90
Mate10 f16_44	719.818	a59db73512ce	backend=blocked(fma4x4+direct+f16,V4)	F16 in=4436 out=4481 applied=1|	dd244ab10e90
Mate10 f16_84	2747.236	a59db73512ce	backend=blocked(fma8x4+direct+f16,V4)	F16 in=4895 out=4951 applied=1|	dd244ab10e90
Mate10 w128_ref_again	679.080	a59db73512ce	backend=blocked(fma4x4+direct+w128,V4)		dd244ab10e90
Mate10 f16_w128_nopb_again	821.602	a59db73512ce	backend=blocked(fma4x4+direct+nopb+w128+f16,V4)		dd244ab10e90
