frame_id,registered,qw,qx,qy,qz,tx,ty,tz
138,1,-0.24662583375381966,-0.65770910930626436,0.67429021983437665,-0.22787524020064689,0.061127367229007357,-0.38340223680958019,-0.45341606043337057
137,1,0.30339698577411239,0.63906083693720117,-0.63483138947969342,0.31070986892531788,0.095333078578990524,-0.76969201659475173,-0.4354378368843827
136,1,-0.28422101174055547,-0.61645566834100562,0.64937189900196912,-0.34280747110002718,0.25007480384254938,-1.0856571736936582,-0.47691561672408894
135,1,-0.34036357326985012,-0.61019183591485471,0.65212794417721354,-0.29418991450598653,0.26175131112879763,-1.0216967753023265,-0.45650531041071762
134,1,-0.29541176794720347,-0.62043967025470681,0.67044978430845681,-0.27979204715874612,0.38983428011779558,-0.86266365595552119,-0.69203217643292203
133,1,-0.25424782492639852,-0.63370763043370137,0.67263499483945344,-0.2851926478148179,0.48405722279235913,-0.7674641486580045,-0.93842945825465818
132,1,-0.1448169459942818,-0.64709305471695533,0.69672896915259042,-0.27361903119764275,0.63067801767587517,-0.81848011563165268,-1.0752355338921062
131,1,0.028485300661304058,-0.70159948137741512,0.70683316486377301,-0.085636630163961613,0.64559291142584807,-0.30372866788373587,-1.3753691768112832
130,1,-0.056873267351126404,0.71857902445457311,-0.69172054786926473,0.043957942742652682,0.56149834027559642,-0.053598839056337666,-1.3163054972745671
129,1,-0.015215253065402176,0.7098404969347768,-0.69652000438658601,0.10370558555282648,0.5940314969426489,-0.17526230101453666,-1.2287300160756189
128,1,0.039611585456018859,0.70639769613036163,-0.69990204941286316,0.097828106529012041,0.52605406586506864,-0.20428788432900868,-1.5884873995104722
127,1,0.28640898713007751,-0.67519428492830236,0.67937924871327238,-0.022943541772587811,0.33229876620097248,0.6928776884042559,-2.2639473713867249
126,1,-0.32648472146833812,0.70344614929418459,-0.63132337561830865,0.001427266208484008,0.44022172791285719,1.0580153369591232,-2.3990511407060628
125,1,-0.36719145722772673,0.70530628768785786,-0.6032117059482488,-0.062041212866562723,0.32050932535177651,1.6471098676262876,-2.2919721864731173
124,1,-0.45649593827355905,0.68140805364810586,-0.55312268862638125,-0.14611575578960118,0.2337029704906938,2.4301796524954167,-1.8248310512300769
123,1,-0.49389809605192747,0.6558758802150938,-0.52510423160408659,-0.2239576889053774,0.006876354922907434,2.9196898507853577,-1.2763965418957708
122,1,0.50559088793636764,-0.69995358805428287,0.41335776255411194,0.28909892552880267,-0.58807449462921479,3.023852669182709,-0.88820526372422526
121,1,0.57614805745053166,-0.67188595996694456,0.37373120433594736,0.27739441162517858,-0.19351150072078663,3.3470794704947893,-0.32707724773440749
120,1,0.65034873678479899,-0.57054639062333423,0.22830856248153905,0.44654063309705083,-0.83940680375286436,3.228983935404143,1.2093703795409474
119,1,0.706222095360174,0.058729470017782434,-0.21750247440056225,0.67118840499978039,-1.9915701515307058,-1.8754302167799237,2.5852450527784745
118,1,0.7327463800694799,0.003622024049842638,-0.14819291691115305,0.66415998284616684,-1.9674770425302779,-1.2208107623694029,2.9003515161653954
117,1,0.7232543221359452,-0.030016408015359829,-0.10694144713369093,0.68159058653012727,-1.9059339041501058,-0.8693401748542009,3.0138842701453932
116,1,0.43237846358854493,0.38672137472694418,-0.51192840205456935,0.63358089753713931,-0.72041151156755745,-3.5856917342941133,-0.25782859280817289
115,1,0.4269232479182184,0.42058024036215602,-0.54688309684732439,0.58460899769551178,-0.86113329151719131,-3.58828291886622,-0.68771442352231338
114,1,-0.40128848654290583,-0.43338764078312964,0.57333233672684525,-0.56783160800352739,-0.86604799321356951,-3.5760944355890607,-1.0071654086167752
113,1,0.4495334055400243,0.31746172881559021,-0.55914417068107769,0.62007706330292112,-1.0977396893950933,-3.5425703136308577,-0.33889574405530432
112,1,0.50780465438117539,0.19428419911411046,-0.46007703373356196,0.70193817818546544,-1.3620048793679818,-3.3159537014197387,0.86284405832996169
111,1,0.59650128020261017,0.064152554109974502,-0.35060905283628296,0.71912722420101527,-1.8932303511458852,-2.4614978492749788,1.8678237298023952
110,1,0.64030655517859614,-0.027383787518340256,-0.20961852461995098,0.73845630724682998,-1.8670160094954471,-1.507806623421843,2.6955871557809812
109,1,0.64990155019573004,-0.02429846998589439,-0.13971430186125816,0.74667092702538862,-1.5505455521865539,-1.1699644980272068,2.9839670097647333
108,1,0.68160949142561955,-0.17581329342612559,-0.22118928034696561,0.67496184285688277,-1.7461190347968456,-0.66701687750242367,3.0028872624192866
107,1,0.69355727627838559,-0.1621159681392613,-0.19657120285456156,0.67383713136327505,-1.5301093323902859,-0.46670214895905227,3.1369158677477071
106,1,0.66201585284359998,0.013103680382295497,-0.26439044710948589,0.70118542171200715,-0.79671644562407229,-1.3621042058174746,3.0166045283467056
105,1,0.65725812624197211,0.086606083564895561,-0.27317492282429395,0.6970556673023921,-0.37700533084342525,-1.781021408095895,2.9493789620959432
104,1,0.66104430520623902,0.029311602748828158,-0.27666901174483333,0.6968611873528564,-0.64831508342057442,-1.6786672633843325,3.0937893872169964
103,1,0.66262489284553561,-0.040909357753366987,-0.25863210103560891,0.70168661961274126,-0.8890750109886818,-1.413997772054131,3.255925544554469
102,1,0.60454616301352804,0.14992704810891447,-0.4439339550792098,0.64418045651719236,-0.56263141023737206,-3.2043741013511182,2.1732636088462853
