0	2605.79638671875	2605.79638671875	1926.0037841796875	1083.22314453125
1	2600.480712890625	2600.480712890625	1927.274658203125	1082.2918701171875
2	2598.40576171875	2598.40576171875	1927.62451171875	1082.40966796875
3	2590.992431640625	2590.992431640625	1927.835693359375	1082.2156982421875
4	2587.9169921875	2587.9169921875	1928.0301513671875	1081.685791015625
5	2586.808349609375	2586.808349609375	1927.928955078125	1081.275634765625
6	2581.50390625	2581.50390625	1927.008544921875	1082.5819091796875
7	2580.378173828125	2580.378173828125	1927.50830078125	1082.7918701171875
8	2581.50390625	2581.50390625	1927.5037841796875	1081.751220703125
9	2582.550048828125	2582.550048828125	1927.0098876953125	1081.9708251953125
10	2585.4609375	2585.4609375	1926.927978515625	1081.6026611328125
11	2592.078369140625	2592.078369140625	1926.8653564453125	1081.5137939453125
12	2585.727783203125	2585.727783203125	1926.8236083984375	1081.7611083984375
13	2583.482421875	2583.482421875	1927.17431640625	1082.27783203125
14	2582.38525390625	2582.38525390625	1927.5670166015625	1082.8585205078125
15	2584.6650390625	2584.6650390625	1927.1695556640625	1081.9554443359375
16	2586.55810546875	2586.55810546875	1926.93408203125	1081.1248779296875
17	2589.91796875	2589.91796875	1926.447021484375	1080.6915283203125
18	2583.46533203125	2583.46533203125	1926.0750732421875	1080.355224609375
19	2581.4072265625	2581.4072265625	1926.18701171875	1080.1534423828125
