# w h
1920 1440
# curr_x curr_y cpu_x cpu_y cpu_st gpu_x gpu_y gpu_st cpu_rx cpu_ry cpu_rst gpu_rx gpu_ry gpu_rst
693.038635 121.813148 713.043274 183.7901 1 713.043274 183.7901 1 692.414551 120.76889 1 692.414551 120.76889 1
893.171631 657.879578 885.394531 711.757385 1 885.394531 711.757385 1 889.176331 658.999329 1 889.176331 658.999329 1
840.11615 473.107819 851.539978 531.495361 1 851.539978 531.495361 1 840.151978 473.148132 1 840.151978 473.148132 1
608.182922 94.9320526 630.451172 168.360626 1 630.451172 168.360626 1 611.455383 113.49192 1 611.455383 113.49192 1
1019 736 1025.52197 791.99884 1 1025.52197 791.99884 1 1018.91107 736.08728 1 1018.91107 736.08728 1
1077 729 1083.40942 785.160767 1 1083.40942 785.160767 1 1076.98547 729.055176 1 1076.98547 729.055176 1
600 1238 593.429749 1295.33313 1 593.429749 1295.33313 1 600.053223 1237.84265 1 600.053223 1237.84265 1
1074 1363 1383.86304 1345.59705 1 1383.86304 1345.59705 1 1112.20911 1350.79382 1 1112.20911 1350.79382 1
1817 273 1836.7196 337.414551 1 1836.7196 337.414551 1 1812.12927 282.257812 1 1812.12927 282.257812 1
1687 24 1702.55273 101.704216 1 1702.55273 101.704216 1 1684.83411 -46.4068222 0 1684.83411 -46.4068222 0
1855 195 1869.30322 267.435577 1 1869.30322 267.435577 1 1855.12866 194.400314 1 1855.12866 194.400314 1
405 952 406.035339 999.467773 1 406.035339 999.467773 1 404.926971 952.454529 1 404.926971 952.454529 1
141 1198 133.684235 1240.42407 1 133.684235 1240.42407 1 140.76445 1196.26868 1 140.76445 1196.26868 1
620 807 623.460571 860.83551 1 623.460571 860.83551 1 620.132446 807.978821 1 620.132446 807.978821 1
1133 525 1142.16345 575.696838 1 1142.16345 575.696838 1 1132.84839 525.247681 1 1132.84839 525.247681 1
624 506 632.420776 564.173828 1 632.420776 564.173828 1 623.895142 504.140015 1 623.895142 504.140015 1
1841 226 1856.18884 296.16507 1 1856.18884 296.16507 1 1841.02612 226.026031 1 1841.02612 226.026031 1
79 1415 62.5541077 1465.60315 0 62.5541077 1465.60315 0 75.0723114 1413.5929 0 75.0723114 1413.5929 0
144 1110 142.045013 1155.66553 1 142.045013 1155.66553 1 143.770782 1110.09937 1 143.770782 1110.09937 1
332 1248 325.330872 1298.11206 1 325.330872 1298.11206 1 331.945709 1244.72314 1 331.945709 1244.72314 1
32 1311 22.9023895 1359.57361 1 22.9023895 1359.57361 1 31.8356266 1310.78296 1 31.8356266 1310.78296 1
42 244 84.0097351 290.427368 1 84.0097351 290.427368 1 42.2249603 244.478928 1 42.2249603 244.478928 1
493 941 494.192261 989.097717 1 494.192261 989.097717 1 492.946991 941.46814 1 492.946991 941.46814 1
164 986 164.462646 1030.0116 1 164.462646 1030.0116 1 164.205063 985.258423 1 164.205063 985.258423 1
616 1168 612.413269 1216.34729 1 612.413269 1216.34729 1 619.360596 1140.79651 1 619.360596 1140.79651 1
1010 793 1021.97815 818.398804 1 1021.97815 818.398804 1 1015.01208 778.561829 1 1015.01208 778.561829 1
142 1169 137.170013 1215.9397 1 137.170013 1215.9397 1 142.326981 1169.07593 1 142.326981 1169.07593 1
1126 1347 1090.04077 1428.17322 1 1090.04077 1428.17322 1 1159.27026 1336.9895 1 1159.27026 1336.9895 1
705 822 705.072754 873.65564 1 705.072754 873.65564 1 705.066833 821.551147 1 705.066833 821.551147 1
147 1334 137.442444 1382.77917 1 137.442444 1382.77917 1 146.990219 1334.14783 1 146.990219 1334.14783 1
612 976 611.144897 1030.47705 1 611.144897 1030.47705 1 611.95752 975.995361 1 611.95752 975.995361 1
898 1168 887.643616 1224.23071 1 887.643616 1224.23071 1 898.072876 1168.09521 1 898.072876 1168.09521 1
1846 275 1855.16638 342.530487 1 1855.16638 342.530487 1 1850.03662 266.424225 1 1850.03662 266.424225 1
476 1414 467.171112 1462.87048 0 467.171112 1462.87048 0 475.417938 1411.16577 0 475.417938 1411.16577 0
895 37 912.604797 104.782852 1 912.604797 104.782852 1 894.909973 36.6438217 1 894.909973 36.6438217 1
1182 1339 1192.93164 1407.33984 1 1192.93164 1407.33984 1 1181.73254 1339.08411 1 1181.73254 1339.08411 1
233 1353 222.488297 1406.99878 1 222.488297 1406.99878 1 232.958633 1353.22717 1 232.958633 1353.22717 1
1792 323 1802.4425 405.298706 1 1802.4425 405.298706 1 1780.4895 345.119385 1 1780.4895 345.119385 1
167 1169 160.716782 1216.42334 1 160.716782 1216.42334 1 166.716278 1169.34326 1 166.716278 1169.34326 1
76 270 113.645844 311.885529 1 113.645844 311.885529 1 75.8567429 269.803192 1 75.8567429 269.803192 1
508 839 511.202637 893.360352 1 511.202637 893.360352 1 508.006226 839.022156 1 508.006226 839.022156 1
1810 344 1819.11621 414.685699 1 1819.11621 414.685699 1 1823.59326 318.300354 1 1823.59326 318.300354 1
1750 285 1766.83557 364.043976 1 1766.83557 364.043976 1 1750.17395 287.756592 1 1750.17395 287.756592 1
1088 686 1093.98364 744.020813 1 1093.98364 744.020813 1 1088.04834 685.938477 1 1088.04834 685.938477 1
603 1315 595.95575 1387.12427 1 595.95575 1387.12427 1 602.625977 1322.64343 1 602.625977 1322.64343 1
441 1364 430.92395 1417.5686 1 430.92395 1417.5686 1 440.978333 1363.64966 1 440.978333 1363.64966 1
1834 306 1830.07202 394.777344 1 1830.07202 394.777344 1 1816.46619 332.490143 1 1816.46619 332.490143 1
1807 445 1859.82996 500.258087 1 1859.82996 500.258087 1 1912.00073 691.24176 1 1912.00073 691.24176 1
101 988 101.109825 1032.06348 1 101.109825 1032.06348 1 100.813988 987.761475 1 100.813988 987.761475 1
146 1226 138.000977 1270.23523 1 138.000977 1270.23523 1 145.920105 1225.48889 1 145.920105 1225.48889 1
366 1004 366.120361 1054.76624 1 366.120361 1054.76624 1 365.96048 1005.52588 1 365.96048 1005.52588 1
1125 342 1138.42542 398.065216 1 1138.42542 398.065216 1 1124.73901 342.364899 1 1124.73901 342.364899 1
144 1307 135.460114 1357.0426 1 135.460114 1357.0426 1 143.764786 1306.79199 1 143.764786 1306.79199 1
20 1394 9.15187931 1447.75146 1 9.15187931 1447.75146 1 20.2527237 1401.84961 1 20.2527237 1401.84961 1
1101 1354 1075.86829 1431.73035 1 1075.86829 1431.73035 1 1616.88501 1204.88953 1 1616.88501 1204.88953 1
537 1265 532.161194 1317.47595 1 532.161194 1317.47595 1 537.068054 1264.64648 1 537.068054 1264.64648 1
211 1385 198.993118 1476.97498 0 198.993118 1476.97498 0 210.463577 1430.91724 0 210.463577 1430.91724 0
1878 326 1973.44861 270.824585 0 1973.44861 270.824585 0 1964.26111 190.9599 0 1964.26111 190.9599 0
286 636 299.683655 680.094543 1 299.683655 680.094543 1 286.203125 636.004028 1 286.203125 636.004028 1
1782 1417 1968.68884 1470.34912 0 1968.68884 1470.34912 0 1933.47192 1385.39673 0 1933.47192 1385.39673 0
1126 169 1137.68872 227.593155 1 1137.68872 227.593155 1 1121.82117 186.476517 1 1121.82117 186.476517 1
90 1178 84.2898178 1226.98413 1 84.2898178 1226.98413 1 89.8814087 1177.79309 1 89.8814087 1177.79309 1
54 104 107.18808 163.563354 1 107.18808 163.563354 1 55.1522369 105.363365 1 55.1522369 105.363365 1
241 1399 226.76062 1460.33777 0 226.76062 1460.33777 0 254.41394 1486.62317 0 254.41394 1486.62317 0
1112 218 1120.45032 287.00946 1 1120.45032 287.00946 1 1110.37683 223.861908 1 1110.37683 223.861908 1
1396 83 1396.37769 191.518631 1 1396.37769 191.518631 1 1374.75488 141.773758 1 1374.75488 141.773758 1
364 1269 357.063385 1326.14905 1 357.063385 1326.14905 1 364.016327 1268.49707 1 364.016327 1268.49707 1
993 764 1000.19928 839.191101 1 1000.19928 839.191101 1 983.250977 790.365295 1 983.250977 790.365295 1
209 870 207.873703 919.272827 1 207.873703 919.272827 1 207.448807 869.448914 1 207.448807 869.448914 1
631 111 650.312073 168.009232 1 650.312073 168.009232 1 630.850464 110.653877 1 630.850464 110.653877 1
318 967 318.85907 1012.51587 1 318.85907 1012.51587 1 317.841156 966.984619 1 317.841156 966.984619 1
596 1277 588.066406 1325.24622 1 588.066406 1325.24622 1 595.802917 1278.12976 1 595.802917 1278.12976 1
1381 1049 1394.9342 1111.44385 1 1394.9342 1111.44385 1 1381.49097 1054.01624 1 1381.49097 1054.01624 1
1447 46 1446.31885 162.970947 1 1446.31885 162.970947 1 1426.20862 118.179977 1 1426.20862 118.179977 1
1217 740 1235.35352 790.458313 1 1235.35352 790.458313 1 1219.6012 731.148499 1 1219.6012 731.148499 1
614 1385 606.364685 1538.72754 0 606.364685 1538.72754 0 614 1385 0 614 1385 0
1366 1237 1380.29907 1287.68103 1 1380.29907 1287.68103 1 1364.79712 1240.30017 1 1364.79712 1240.30017 1
208 1416 188.703125 1478.00342 0 188.703125 1478.00342 0 199.997925 1432.01672 0 199.997925 1432.01672 0
1235 161 1244.78992 222.728409 1 1244.78992 222.728409 1 1236.89636 153.535446 1 1236.89636 153.535446 1
1775 361 1791.14832 430.664429 1 1791.14832 430.664429 1 1771.3855 375.042145 1 1771.3855 375.042145 1
68 1154 62.4866333 1198.64331 1 62.4866333 1198.64331 1 67.8290024 1152.90735 1 67.8290024 1152.90735 1
108 1206 101.838203 1254.81409 1 101.838203 1254.81409 1 107.934052 1206.89148 1 107.934052 1206.89148 1
1822 1413 2003.19751 1478.13354 0 2003.19751 1478.13354 0 1822 1413 0 1822 1413 0
1018 1386 1134.9314 1520.21301 0 1134.9314 1520.21301 0 1018 1386 0 1018 1386 0
377 1068 373.563019 1121.36694 1 373.563019 1121.36694 1 375.694763 1074.24841 1 375.694763 1074.24841 1
550 823 552.57666 874.21228 1 552.57666 874.21228 1 549.978088 822.852844 1 549.978088 822.852844 1
210 1218 204.232819 1264.57739 1 204.232819 1264.57739 1 210.314453 1216.07141 1 210.314453 1216.07141 1
1439 75 1459.77832 112.176033 1 1459.77832 112.176033 1 1467.87012 -57.0020142 0 1467.87012 -57.0020142 0
921 605 926.387878 660.928467 1 926.387878 660.928467 1 921.031006 604.859863 1 921.031006 604.859863 1
1260 63 1269.25476 133.261688 1 1269.25476 133.261688 1 1260.10864 62.3238106 1 1260.10864 62.3238106 1
154 1140 150.783798 1189.48804 1 150.783798 1189.48804 1 153.959763 1140.13367 1 153.959763 1140.13367 1
1650 42 1662.66223 98.2186356 1 1662.66223 98.2186356 1 1644.99255 11.703352 1 1644.99255 11.703352 1
80 1069 78.4648819 1113.64331 1 78.4648819 1113.64331 1 80.1229248 1069.7124 1 80.1229248 1069.7124 1
258 117 295.492371 166.538818 1 295.492371 166.538818 1 257.652832 116.386459 1 257.652832 116.386459 1
546 1001 543.159973 1055.37878 1 543.159973 1055.37878 1 545.9552 1001.19397 1 545.9552 1001.19397 1
820 683 803.841309 739.460388 1 803.841309 739.460388 1 718.457764 719.050415 1 718.457764 719.050415 1
1618 46 1627.10999 100.365967 1 1627.10999 100.365967 1 1619.30298 51.1173134 1 1619.30298 51.1173134 1
1748 607 1759.34998 670.695679 1 1759.34998 670.695679 1 1748.08435 607.641846 1 1748.08435 607.641846 1
337 1378 289.783386 1461.76794 0 289.783386 1461.76794 0 300.912048 1408.20996 0 300.912048 1408.20996 0
1800 1332 1830.02466 1416.67102 1 1830.02466 1416.67102 1 1798.17175 1331.1228 1 1798.17175 1331.1228 1
63 75 109.711472 127.010979 1 109.711472 127.010979 1 60.3256264 72.1553192 1 60.3256264 72.1553192 1
552 934 548.8078 984.565369 1 548.8078 984.565369 1 550.786743 934.692688 1 550.786743 934.692688 1
924 649 923.279663 701.491272 1 923.279663 701.491272 1 923.06842 649.25647 1 923.06842 649.25647 1
195 1107 191.248215 1158.27307 1 191.248215 1158.27307 1 194.957977 1106.66223 1 194.957977 1106.66223 1
1177 191 1185.5144 256.429138 1 1185.5144 256.429138 1 1176.98523 191.174957 1 1176.98523 191.174957 1
850 58 868.938049 119.562386 1 868.938049 119.562386 1 849.307739 57.5521851 1 849.307739 57.5521851 1
144 1407 127.536636 1461.0968 0 127.536636 1461.0968 0 138.354065 1407.45764 0 138.354065 1407.45764 0
607 443 617.156067 494.502991 1 617.156067 494.502991 1 612.831909 461.406281 1 612.831909 461.406281 1
1867 1381 2013.82654 1463.42395 0 2013.82654 1463.42395 0 1867 1381 0 1867 1381 0
1275 99 1281.55542 163.986206 1 1281.55542 163.986206 1 1295.69446 33.7851715 1 1295.69446 33.7851715 1
524 1397 509.541229 1442.5697 1 509.541229 1442.5697 1 516.942017 1388.45557 1 516.942017 1388.45557 1
627 166 646.389832 223.866974 1 646.389832 223.866974 1 626.781982 165.214279 1 626.781982 165.214279 1
1248 739 1263.13354 787.511475 1 1263.13354 787.511475 1 1248.0249 738.308838 1 1248.0249 738.308838 1
1425 1226 1441.06433 1301.27966 1 1441.06433 1301.27966 1 1424.97327 1225.94043 1 1424.97327 1225.94043 1
1830 654 1872.29956 734.944519 1 1872.29956 734.944519 1 1822.63428 650.21283 1 1822.63428 650.21283 1
1882 203 1868.03638 313.768951 1 1868.03638 313.768951 1 1892.53735 177.471832 1 1892.53735 177.471832 1
540 240 558.266479 298.347107 1 558.266479 298.347107 1 540.134583 240.979248 1 540.134583 240.979248 1
249 1330 240.592087 1377.71423 1 240.592087 1377.71423 1 248.984909 1329.91418 1 248.984909 1329.91418 1
592 180 610.032349 236.588593 1 610.032349 236.588593 1 591.502747 179.103485 1 591.502747 179.103485 1
1889 265 1895.3927 358.674164 1 1895.3927 358.674164 1 1878.29016 287.479095 1 1878.29016 287.479095 1
248 1224 241.581268 1274.0675 1 241.581268 1274.0675 1 247.703354 1227.17065 1 247.703354 1227.17065 1
354 1199 348.082489 1261.17285 1 348.082489 1261.17285 1 354.119537 1209.55554 1 354.119537 1209.55554 1
1883 1035 1991.29626 1073.88171 0 1991.29626 1073.88171 0 1883 1035 0 1883 1035 0
1457 1406 1514.30627 1521.79956 0 1514.30627 1521.79956 0 1457 1406 0 1457 1406 0
868 481 873.329651 535.005432 1 873.329651 535.005432 1 868.536865 481.314941 1 868.536865 481.314941 1
1693 55 1708.16821 136.074951 1 1708.16821 136.074951 1 1692.93103 54.6155701 1 1692.93103 54.6155701 1
1837 1388 2000.33655 1466.35559 0 2000.33655 1466.35559 0 1837 1388 0 1837 1388 0
335 1335 325.910797 1385.54285 1 325.910797 1385.54285 1 334.372742 1338.755 1 334.372742 1338.755 1
1107 614 1116.01904 667.250183 1 1116.01904 667.250183 1 1106.97437 614.013 1 1106.97437 614.013 1
1628 1401 1630.96057 1499.70605 0 1630.96057 1499.70605 0 1708.11401 1485.99658 0 1708.11401 1485.99658 0
619 1141 612.530273 1214.47827 1 612.530273 1214.47827 1 619.441589 1139.32336 1 619.441589 1139.32336 1
454 955 454.647614 998.992249 1 454.647614 998.992249 1 453.995239 955.357483 1 453.995239 955.357483 1
208 635 222.752518 680.172302 1 222.752518 680.172302 1 208.506836 636.314636 1 208.506836 636.314636 1
405 844 407.615936 899.246521 1 407.615936 899.246521 1 405.033234 843.424744 1 405.033234 843.424744 1
