ms_since_push,fed_t_at_drain,kind,frame_id,is_keyframe,recording_frame,t_ns,engine_t,engine_t_hex,tx,ty,tz,qx,qy,qz,qw,body_tx,body_ty,body_tz,body_qx,body_qy,body_qz,body_qw,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
365.087,268463.420516212,1,1,1,2,268462131783166,268462.13705667004,411062b88c58956e,0.001646307409868888,-0.023784875862141612,-0.0042191833956815999,-0.045802563284433606,0.83888108872215983,0,0.54238432002212444,-0.00064882100411290918,0.0093737674532446812,0.001662805881754085,0.38352362049277733,-0.38352362049277733,-0.56079118842989928,0.62556579289478864,-0.067214680880170463,-0.071641026498830016,0.068401633865615513,-0.0050924134618795637,-0.00062967178204364842,0.0032588759394766736,0.013101662394042613,-0.019882778834624085,-0.0026042606069706978
318.905,268463.420516212,1,6,1,7,268462298466208,268462.30373971205,411062b937078b07,-0.012360583639317729,-0.046568906408201577,0.016897181083129282,-0.041177221992012125,0.836389651247335,0.017244817436513626,0.546314430671059,-0.015074618785450456,-0.013659221936971064,0.023893439597235621,0.39849655533476175,-0.37410870128426527,-0.56230008624957561,0.62053347050215546,-0.090460693703426576,-0.18774209816768225,0.20296468358156955,-0.0050922950239428565,-0.00062979319580935421,0.0032589527864114801,0.012925093190390782,-0.020111308550612009,-0.0028021692936625172
273.318,268463.420516212,1,11,1,12,268462465149375,268462.47042287904,411062b9e1b68903,-0.025612611075253536,-0.081263256192947081,0.054991248030569519,-0.0397547387378831,0.8394107868932541,0.023414376818486127,0.54153569759140763,-0.028381893646605677,-0.048447209448615337,0.062393889591555618,0.39948001801841937,-0.36636708964821257,-0.5654421992232086,0.62166388841907416,-0.086172300045015374,-0.20119286255601207,0.23627129946005604,-0.005092188451791874,-0.00062997008792252374,0.0032590523266376853,0.012337336268489249,-0.020798361817673014,-0.0033309555341058876
228.653,268463.420516212,1,16,1,17,268462631832458,268462.63710596209,411062ba8c65815d,-0.037122695199965916,-0.11071033178651685,0.087935150210309593,-0.04661974014369713,0.83802632492577822,0.025241478094042091,0.54304824790844886,-0.040367244177612047,-0.077904358366366791,0.095187871206919294,0.40184150824351494,-0.36614466853833588,-0.55960894788600613,0.62553921491737552,-0.058787696171721936,-0.14683547330116428,0.13570995172672809,-0.0050922325988419902,-0.00063004752907070837,0.0032591043314486035,0.011406073742642598,-0.021705548164053404,-0.0039756150011153761
182.405,268463.420516212,1,21,1,22,268462798515500,268462.80378900404,411062bb371476f5,-0.044869522544421316,-0.13301858799140398,0.10174259720228362,-0.055361448432997784,0.8406268417427214,0.025754544485329212,0.53816203844185406,-0.048537655474903414,-0.10019954168466287,0.10872943856923158,0.39874922920213979,-0.36232680406730983,-0.55526646986687411,0.63355937899035841,-0.05464126443619486,-0.12887016640194768,0.057741788685141064,-0.0050924127923510018,-0.0006299313052974037,0.0032590806494823057,0.010553450832638724,-0.022387169979219967,-0.0044991181885295555
133.529,268463.420516212,1,26,1,27,268462965198583,268462.97047208704,411062bbe1c36f4e,-0.053080701084825127,-0.1594110436440207,0.11121269381762958,-0.057168880801914901,0.83828796272072048,0.028501396579531213,0.54147274560304215,-0.057003654812625273,-0.1266372825249823,0.11827328643640778,0.40303257031510187,-0.36272550979817403,-0.55233458504345145,0.63318358946812237,-0.045093181293966736,-0.18685044261462674,0.055706400747157353,-0.0050925655363706149,-0.00062978641086532485,0.003259019368523265,0.010092680717837428,-0.022653829924838893,-0.0048023071906056784
83.169,268463.420516212,1,31,1,32,268463215223250,268463.22049675405,411062bce1c9e6ae,-0.050734715698436836,-0.21392728948856643,0.12024275207784219,-0.092705078377950834,0.83998428461877783,0.047131359726458044,0.5325512728172126,-0.057151940129698917,-0.18150950038213406,0.12711786167815317,0.40989750950186782,-0.3432437031370329,-0.5284061801136879,0.65951095576844165,0.024184263632479053,-0.23379086779165434,0.010377234098425007,-0.0050925509176340525,-0.00062972596457890897,0.0032589712523809163,0.01000827950197257,-0.022636765092411911,-0.004880206882597527
32.750,268463.420516212,1,36,1,37,268463381906208,268463.38717971207,411062bd8c78d6a4,-0.043649522882270371,-0.25016039106040783,0.11518488946051299,-0.11382049238617525,0.84155274083283937,0.058731522543843173,0.52477094182306483,-0.051522353605274719,-0.21805612305393388,0.12201829740545614,0.41259853841520683,-0.32953962490476801,-0.51458439407361389,0.67555087379941381,0.07953476165955517,-0.18165294481428773,-0.062677725450106372,-0.0050925509212713833,-0.00062972594129876683,0.0032589712316305431,0.010008279401889773,-0.022636764866044254,-0.0048802068337954587
403.361,268463.520526045,2,1,1,2,268462131783166,268462.13705667004,411062b88c58956e,0.001646307409868888,-0.023784875862141612,-0.0042191833956815999,-0.045802563284433606,0.83888108872215983,0,0.54238432002212444,-0.00064882100411290918,0.0093737674532446812,0.001662805881754085,0.38352362049277733,-0.38352362049277733,-0.56079118842989928,0.62556579289478864,-0.07103525309185342,-0.072257935567371562,0.063366432170119585,-0.0059195049247754749,0.00074279849970502391,0.0046713209787940576,0.0032013151940323802,-0.03655648586480742,-0.002500299295681835
357.178,268463.520526045,2,6,1,7,268462298466208,268462.30373971205,411062b937078b07,-0.01283258561027225,-0.046319428640246511,0.01642452758316968,-0.04132580213419107,0.83612251400990956,0.017409107446506922,0.54670677317380134,-0.015567562045707369,-0.013412011100002468,0.023423293667005688,0.39889015394867383,-0.3742699587440641,-0.56200612967922137,0.62044963797837938,-0.093133239811586069,-0.18592300662364172,0.20177217300673653,-0.0059195207668095978,0.00074272439995725346,0.0046713237548178634,0.0029834670729843669,-0.036578159932335874,-0.0026236897925246004
