ms_since_push,fed_t_at_drain,kind,frame_id,is_keyframe,recording_frame,t_ns,engine_t,engine_t_hex,tx,ty,tz,qx,qy,qz,qw,body_tx,body_ty,body_tz,body_qx,body_qy,body_qz,body_qw
328.617,268541.152618005,1,1,1,2,268539951998500,268539.95250300504,411063efcf5cf2a0,0.00029987863061116073,-0.025403365659773379,-0.0046406914973083756,-0.040859242479456825,0.89820440546138802,0,0.43767507895552182,-9.2069232409227201e-05,0.0077993073534192081,0.0014247785620686174,0.30948300805162798,-0.30948300805162798,-0.60623456243238727,0.66401825575771922
286.622,268541.152618005,1,6,1,7,268540118681041,268540.11918554606,411063f07a0bc69a,0.0036794022412738499,-0.014692021716085982,-0.0061969913210452874,-0.036943482528121907,0.8983328259340142,0.0035373817013937825,0.43774519196820588,0.0034201484960244138,0.01845097648760044,0.00019326763557081603,0.31203389195917763,-0.30703127891487686,-0.60909422975842697,0.66134020240092162
245.576,268541.152618005,1,11,1,12,268540285363833,268540.28586833808,411063f124baab6c,0.0045561688196799153,-0.0028985781960310583,-0.0089325357369134106,-0.036566001904047296,0.8983868257624239,0.0030536907278240211,0.43766970078666445,0.0043345006097495978,0.030248160405695633,-0.0025602884692606754,0.31163849047590014,-0.30731991974821937,-0.60939933250421052,0.6611114669428092
201.825,268541.152618005,1,16,1,17,268540452046416,268540.45255092107,411063f1cf698237,0.0042085762634715583,0.012612268320634584,-0.021409855205111773,-0.038795531441700171,0.89274007443602432,0.012375076973391547,0.44872817709444157,0.0034128805994288114,0.045649015446880506,-0.014532271349330357,0.32604922910360434,-0.30854822787805886,-0.60382996104288922,0.65869512630745775
158.560,268541.152618005,1,21,1,22,268540618729041,268540.61923354608,411063f27a185bd4,0.0055997744836536389,0.031804545379302405,-0.050349898209969358,-0.039493994012522571,0.89078044288505298,0.017505415238612099,0.4523759947878,0.0045535267161392846,0.064773612111060724,-0.043187010774553516,0.33225632254308124,-0.30749992755633793,-0.60195040471434469,0.65780334519309924
116.419,268541.152618005,1,26,1,27,268540785411625,268540.78591613006,411063f324c732b0,0.0058267333705498379,0.052774350808520339,-0.077173821683365437,-0.03409118668657557,0.89224922301457021,-0.010954138039330291,0.45012128931266115,0.0059750109213897451,0.086054161134477641,-0.071535276622552102,0.31053806247750043,-0.32602955264465805,-0.60680935067234154,0.65502156795914401
74.406,268541.152618005,1,31,1,32,268540952094416,268540.95259892108,411063f3cf761771,0.012269963651716228,0.074596695582260453,-0.10182502026774204,-0.049394966963661135,0.88483048145306875,-0.0062908268006239554,0.46324468161095389,0.011179289675885214,0.10788751617236403,-0.096357603447836962,0.32311516082883796,-0.33201173317211613,-0.5907421018221064,0.66059713215650728
32.237,268541.152618005,1,36,1,37,268541118776916,268541.11928142107,411063f47a24e8aa,0.01670021112641458,0.085327153837908024,-0.12312301151035655,-0.044773086930844641,0.87885079736776905,-0.002353713701462895,0.47498543124711856,0.015588645653453146,0.11855235480446333,-0.11727396074139133,0.33420108358854395,-0.3375297373385332,-0.5897819893946179,0.65310069447685537
362.704,268541.252627505,2,1,1,2,268539951998500,268539.95250300504,411063efcf5cf2a0,0.00029987863061116073,-0.025403365659773379,-0.0046406914973083756,-0.040859242479456825,0.89820440546138802,0,0.43767507895552182,-9.2069232409227201e-05,0.0077993073534192081,0.0014247785620686174,0.30948300805162798,-0.30948300805162798,-0.60623456243238727,0.66401825575771922
320.705,268541.252627505,2,6,1,7,268540118681041,268540.11918554606,411063f07a0bc69a,0.0039007087076327542,-0.013648882058290655,-0.0064217828538108198,-0.036955503557776437,0.89834594398861023,0.0034461535183713532,0.43771798331164319,0.0036437540400693119,0.019495258968793987,-3.7361044269894686e-05,0.31195014446899288,-0.30707654755496044,-0.60909500547218165,0.66135797841739508
279.657,268541.252627505,2,11,1,12,268540285363833,268540.28586833808,411063f124baab6c,0.0049567524246648944,-0.00077430058043723854,-0.0097431576772344947,-0.036598931030650372,0.89841622104066543,0.0028821690371614306,0.43760776767848331,0.0047389496607068314,0.032374633985529956,-0.0033822103371099685,0.31147341300892928,-0.30739741057597086,-0.60939683369613684,0.66115553695093565
235.933,268541.252627505,2,16,1,17,268540452046416,268540.45255092107,411063f1cf698237,0.0047723209624400383,0.015898690133729791,-0.023178602503836118,-0.038857230357061345,0.8928019561317303,0.012121749367378171,0.44860661963583282,0.0039822831046859792,0.048939094241450862,-0.016317954681042388,0.32578414533929739,-0.30864140344036761,-0.60383009028810708,0.65878251099324148
21.103,268541.252627505,1,39,1,40,268541218786500,268541.21929100505,411063f4e08dd23c,0.018054228050025031,0.097223061643388453,-0.14425436419586826,-0.040884901011567498,0.87389679473140514,-0.0024070168721786744,0.48438319181171829,0.017029553026280796,0.13042897794067165,-0.1382812480978724,0.34080861260246653,-0.34421264841739391,-0.58902834318651554,0.64684832315498353
8.973,268541.352637130,1,42,0,43,268541318796083,268541.31930058805,411063f546f6bbbd,0.014218286505267292,0.097524067402159853,-0.15457844376259502,-0.037471239411282331,0.86310778471972993,-0.0033500886081996306,0.5036166084354049,0.013124562722317124,0.13071715015427621,-0.14854653049528385,0.35374183915867113,-0.35847957977748518,-0.583813184449964,0.63680551801440199
8.709,268541.452646630,1,45,0,46,268541418805625,268541.41931013006,411063f5ad5fa27e,0.011006326292090262,0.093466044944167548,-0.16363280199169838,-0.030631016315731507,0.84898453252465556,0.0031599362735171832,0.52751973649199591,0.0096978079121173601,0.12653848356751388,-0.15700992232188232,0.37524718526643575,-0.37077836065109171,-0.57866330532313082,0.62198210287355959
264.159,268541.552656171,2,21,1,22,268540618729041,268540.61923354608,411063f27a185bd4,0.0067135943712074786,0.035001477953832655,-0.051865864596744242,-0.039721059881312692,0.89106130651224946,0.017836011441917043,0.45178968043428358,0.0056536443254826515,0.067967458349088378,-0.044690797039795185,0.33207550250980516,-0.30685157390111828,-0.60198844547311436,0.65816250557452005
222.019,268541.552656171,2,26,1,27,268540785411625,268540.78591613006,411063f324c732b0,0.0072659523507264852,0.057040716272253315,-0.08006741169331219,-0.034402912134621211,0.89268538306697054,-0.010728688059183616,0.44923734813597449,0.0074018324571322562,0.090320227234571421,-0.074426787732061753,0.31007243889946384,-0.3252450946555443,-0.60689733922255396,0.65555040285399013
14.588,268541.552656171,1,48,1,49,268541518815083,268541.51931958809,411063f613c8839c,0.018954868537774273,0.085751471327834172,-0.1717505657846328,-0.040530730500054291,0.84536230826992964,0.002569144417309599,0.53264742593117986,0.017023182365293345,0.1188688112571276,-0.1655158776203961,0.37845525622755249,-0.37482193744556708,-0.5691018512124868,0.62642095845350654
9.636,268541.652665588,1,51,0,52,268541618824541,268541.61932904605,411063f67a3164b9,0.022346919309242302,0.074476062009503144,-0.18099710941379077,-0.045440004751196528,0.83891672094029524,0.0078836825557200285,0.54230235298847362,0.01979438182940187,0.10753230214679095,-0.17466224616612924,0.38904026629654365,-0.37789105580143872,-0.56107275180290916,0.62533462108658244
229.553,268541.752675130,2,31,1,32,268540952094416,268540.95259892108,411063f3cf761771,0.01448379316742766,0.08303139904665166,-0.10755651830644988,-0.049689855342528122,0.88529666896230241,-0.0066184130832099841,0.46231696488559687,0.013398922852314837,0.11632716362241034,-0.10211812978762928,0.32222752758309414,-0.33158737687772682,-0.59086322859557727,0.66113529406366234
187.385,268541.752675130,2,36,1,37,268541118776916,268541.11928142107,411063f47a24e8aa,0.020694562102815787,0.095904864847367821,-0.13113016221483725,-0.044990901119979665,0.87939033085564211,-0.0030450805183999119,0.47396122785638611,0.019606982526684833,0.12913922908408584,-0.12532885577461697,0.33298799229337506,-0.33729438634643732,-0.59000947928634151,0.6536362201407353
14.331,268541.752675130,1,54,1,55,268541718834083,268541.71933858807,411063f6e09a4b7a,0.026395990619277759,0.071870709325761534,-0.2047187692085605,-0.042542868220669328,0.8391700226302774,0.0016578249268379697,0.54220022345186358,0.024228033017288771,0.10499987800860579,-0.19862622506130725,0.38456570377961397,-0.38222118534641841,-0.56330044797307,0.62346514759223548
168.834,268541.852684505,2,39,1,40,268541218786500,268541.21929100505,411063f4e08dd23c,0.020734781390969931,0.099598002560980392,-0.14448642869365474,-0.04103365792532554,0.87430457021836372,-0.0030075935823893896,0.48363081478114367,0.019731913683088072,0.13281174398806281,-0.13855325174180197,0.33985192986317925,-0.3441053093843342,-0.58921149697120589,0.64724185097900999
