ms_since_push,fed_t_at_drain,kind,frame_id,is_keyframe,recording_frame,t_ns,engine_t,engine_t_hex,tx,ty,tz,qx,qy,qz,qw,body_tx,body_ty,body_tz,body_qx,body_qy,body_qz,body_qw
334.200,268541.157618005,1,1,1,2,268539951998500,268539.95750300505,411063efd47baaf2,0.00028043466614015229,-0.025404086961190769,-0.0046517352929663297,-0.040393690767179691,0.89814366723255246,0,0.43784290468298198,-8.6064408642298081e-05,0.0077963434167572197,0.0014275859375070369,0.30960167875841527,-0.30960167875841527,-0.60652080878402859,0.6636461125813895
290.059,268541.157618005,1,6,1,7,268540118681041,268540.12418554607,411063f07f2a7eec,0.0037720685565631332,-0.013820820117345995,-0.0063968282151794058,-0.036518763226910167,0.89825647671443376,0.0034617511447773974,0.43793806806949376,0.0035374979304492677,0.019320778431664177,1.6383358163069321e-06,0.31211679707667295,-0.30722114178842314,-0.60934056459895702,0.6609858934614572
247.834,268541.157618005,1,11,1,12,268540285363833,268540.29086833808,411063f129d963be,0.0047004977645228631,-0.0011441171859040283,-0.0096688613487134253,-0.036143194192278016,0.8983372257103508,0.002866461857344571,0.43780787455858994,0.0045074211788440309,0.032002531315080338,-0.0032952150963039707,0.31160380328398374,-0.30755001415715799,-0.60966323016415114,0.66077742421839869
204.752,268541.157618005,1,16,1,17,268540452046416,268540.45755092107,411063f1d4883a89,0.0043749798689516201,0.015277916373811498,-0.023068710504201867,-0.038380779112631769,0.89264349102794149,0.012374615934005517,0.44895593972362446,0.0036003748195161632,0.048312549027988809,-0.016178573757550802,0.32620995559484789,-0.30870960637743755,-0.60405494043849506,0.65833355734987498
162.220,268541.157618005,1,21,1,22,268540618729041,268540.62423354608,411063f27f371426,0.0057792656715007938,0.035446713327169505,-0.053220263776313198,-0.038868423762169146,0.89060018842896305,0.017611855914533792,0.45278077007340545,0.0047604548540894518,0.068411134645838784,-0.046032085731065014,0.33261780680651015,-0.30771088197629526,-0.60226529052385991,0.65723354109388576
119.189,268541.157618005,1,26,1,27,268540785411625,268540.79091613006,411063f329e5eb02,0.0063152776879225958,0.057646164483554183,-0.081386524412458097,-0.034023246364741855,0.89217862239773649,-0.011459836432288428,0.4502537615664155,0.0064805958001656625,0.090930575328819069,-0.075775676297246131,0.31027415175057504,-0.32648080742449648,-0.60680746955975717,0.6549236047245468
75.775,268541.157618005,1,31,1,32,268540952094416,268540.95759892109,411063f3d494cfc3,0.013410242508263611,0.081306075365538827,-0.10769702749979662,-0.049283804900638328,0.88493191717208086,-0.00606918992109165,0.46306568291209294,0.012322051292011301,0.11459427817181782,-0.10221320166635608,0.32314531057472595,-0.33172844104538701,-0.59089243115144874,0.66059025459288412
32.409,268541.157618005,1,36,1,37,268541118776916,268541.12428142107,411063f47f43a0fc,0.018555984707544014,0.094229463152774348,-0.13086987232800126,-0.043736832968877537,0.87882384030366723,-0.0028973713996104933,0.47512883053675015,0.017520058463422881,0.12745692812408299,-0.12501979708371608,0.33391805816118558,-0.33801555998072752,-0.59049567005634063,0.6523488907704923
9.111,268541.257627505,1,39,0,40,268541218786500,268541.22429100506,411063f4e5ac8a8e,0.017901512263116585,0.097350609334230953,-0.14374482101860483,-0.040086592697380963,0.87374796255213982,-0.0025509470133856238,0.48471755580308173,0.0169228882375482,0.13055476839688879,-0.13775423941704917,0.34094326966569694,-0.34455085343293779,-0.58948759215351831,0.64617859370714636
9.106,268541.357637130,1,42,0,43,268541318796083,268541.32430058805,411063f54c15740f,0.014203954571011802,0.097986429721097626,-0.15411110410699244,-0.036385011642498299,0.86269870326769682,-0.0030270616498508929,0.50439862055546691,0.013149898310971395,0.13117079145957902,-0.14802439289510783,0.35452321976370188,-0.35880413128916155,-0.58429199918965458,0.63574817475252332
9.426,268541.457646630,1,45,0,46,268541418805625,268541.42431013007,411063f5b27e5ad0,0.010973599746132399,0.094213404660937458,-0.16315485838847257,-0.029303466500188391,0.84892030632386395,0.0032852641564609097,0.52769771708239532,0.0097328034804159552,0.12727774073849538,-0.15647870258262997,0.37546165673902177,-0.37081559173659084,-0.57955660999418723,0.62099796864070056
9.571,268541.557656171,1,48,0,49,268541518815083,268541.52431958809,411063f618e73bee,0.013020675840978848,0.087640881075725457,-0.17056952192279448,-0.039633742426920637,0.8449110902068212,0.0010649015378597637,0.53343540874594386,0.011179247418922809,0.12077348891157655,-0.16438887540897873,0.37794878389219538,-0.37644278573483109,-0.56941705820103872,0.62546763277749684
460.318,268541.657665588,2,1,1,2,268539951998500,268539.95750300505,411063efd47baaf2,0.00028043466614015229,-0.025404086961190769,-0.0046517352929663297,-0.040393690767179691,0.89814366723255246,0,0.43784290468298198,-8.6064408642298081e-05,0.0077963434167572197,0.0014275859375070369,0.30960167875841527,-0.30960167875841527,-0.60652080878402859,0.6636461125813895
416.175,268541.657665588,2,6,1,7,268540118681041,268540.12418554607,411063f07f2a7eec,0.0039797762183175732,-0.01305290078061274,-0.0064657621919781173,-0.036542191759068532,0.89827693187424074,0.0033458283336410821,0.43789505652528926,0.0037477688696738419,0.02009019585577896,-7.4966474105670413e-05,0.31200441351923808,-0.30727269783832384,-0.60933846210726028,0.66101692391680378
373.950,268541.657665588,2,11,1,12,268540285363833,268540.29086833808,411063f129d963be,0.0050869198578015699,0.00035421991910138118,-0.010032812812741477,-0.036197109262672778,0.89837930787370723,0.0026462223470249957,0.43771844738959231,0.0048982627088950143,0.033503749554509007,-0.0036740357763925873,0.31138483588095694,-0.30764251244830859,-0.60965486303556571,0.66084530451155321
330.869,268541.657665588,2,16,1,17,268540452046416,268540.45755092107,411063f1d4883a89,0.0049424587094634787,0.017528626881217341,-0.023954732728828886,-0.038477497663893356,0.89271342071505577,0.01205916886072636,0.44881717915830466,0.0041735236534948339,0.050567903150829312,-0.01708626023295633,0.32588878230207302,-0.30883454260203569,-0.60403599785150019,0.65845139544616815
288.337,268541.657665588,2,21,1,22,268540618729041,268540.62423354608,411063f27f371426,0.0065702233453187892,0.038482169831255277,-0.05483939335447096,-0.039014077236700639,0.89069474971031459,0.017202903814562853,0.45259792081788897,0.0055577843408494993,0.071453002441202715,-0.047679776309149602,0.33219934006606344,-0.30787076082660081,-0.60222916288855788,0.65740339857219243
23.757,268541.657665588,1,51,1,52,268541618824541,268541.62432904606,411063f67f501d0b,0.019610191280152518,0.08698962775337736,-0.18840684374454764,-0.044460800702941616,0.83840929509770601,0.0056692428126785543,0.54319518038457582,0.017176298989940202,0.12007200093165626,-0.18216234975549311,0.38810574526878711,-0.38008822540802695,-0.56140634936247569,0.62428341503762064
270.454,268541.757675130,2,26,1,27,268540785411625,268540.79091613006,411063f329e5eb02,0.0061028278059687838,0.059351819075340081,-0.083651550979978645,-0.034499020853072104,0.89229594572587989,-0.011172131483076136,0.44999222159048702,0.0062351140535603028,0.0926360008793784,-0.078038468586941606,0.31029265318012134,-0.32609243262373033,-0.60655400632040857,0.65534298820132397
12.530,268541.757675130,1,54,1,55,268541718834083,268541.72433858807,411063f6e5b903cc,0.025785935467807782,0.073989769880056983,-0.20994960345636002,-0.043028436789356528,0.83931413982385106,0.0020152964307435517,0.54193756108244595,0.023582330545649711,0.10711602661392676,-0.20385401553431445,0.38463274395974523,-0.38178268449101499,-0.56305900539670561,0.62391040265290021
253.288,268541.857684505,2,31,1,32,268540952094416,268540.95759892109,411063f3d494cfc3,0.013757067001571666,0.082808533225567388,-0.11012740871738211,-0.050027923151917786,0.88504692003949259,-0.0057600475142344509,0.46276995505199758,0.012619671760289381,0.11609589904768525,-0.10464848905596995,0.32315479609145542,-0.33130073318926645,-0.59044757940920289,0.66119774494560812
12.667,268541.857684505,1,57,1,58,268541818843500,268541.82434800506,411063f74c21e229,0.032605906394632352,0.066370860358817452,-0.23545538566335944,-0.04574660965371069,0.84549345405753373,0.0044517080123526731,0.53200404355540853,0.030324418811907779,0.099480447395006777,-0.22929819371658061,0.37933148964750535,-0.37303582396821522,-0.56550640186448708,0.63020187594804944
235.497,268541.957693880,2,36,1,37,268541118776916,268541.12428142107,411063f47f43a0fc,0.019939573280125019,0.095499732634315326,-0.13327853336360757,-0.0447021230409404,0.87897988354774581,-0.002759837647397706,0.4747510095014692,0.018848299743503782,0.12872940289642332,-0.1274510906735036,0.33374814939841585,-0.3376511491254694,-0.58992344615184389,0.65314179314121013
190.066,268541.957693880,2,39,0,40,268541218786500,268541.22429100506,411063f4e5ac8a8e,0.017892283158558689,0.09737218913536809,-0.14376171928964851,-0.040087064362215596,0.87374342416722373,-0.0025619380602472097,0.48472563959544201,0.016913855868503087,0.13057647147051946,-0.1377717888549749,0.34094121392637911,-0.34456434138074277,-0.58948404951345967,0.64617571810187602
167.239,268541.957693880,2,42,0,43,268541318796083,268541.32430058805,411063f54c15740f,0.014183619397739418,0.098035757466145568,-0.15415279406621896,-0.036385889063845656,0.86269369660528872,-0.0030394475671219889,0.50440704583253249,0.0131297890817352,0.13122026224930142,-0.1480668236482513,0.35452041916822929,-0.35881884702541011,-0.58428783851424071,0.63574525493824574
144.704,268541.957693880,2,45,0,46,268541418805625,268541.42431013007,411063f5b27e5ad0,0.010950851314211451,0.094263033155894571,-0.16320360855233934,-0.029304215714835158,0.84891778296470632,0.0032775757377335735,0.52770178265511847,0.0097102103757770678,0.12732746829543698,-0.15652791451115722,0.37545909500011315,-0.37082390306343033,-0.57955429593511987,0.62099671413111956
