ms_since_push,fed_t_at_drain,kind,frame_id,is_keyframe,recording_frame,t_ns,engine_t,engine_t_hex,tx,ty,tz,qx,qy,qz,qw,body_tx,body_ty,body_tz,body_qx,body_qy,body_qz,body_qw,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
203.199,268463.417516212,1,1,1,2,268462131783166,268462.13405667001,411062b8894626d6,0.0016473678274778834,-0.02375194222548252,-0.0042117411598638962,-0.045857387000058591,0.83881367878627644,0,0.54248393410636908,-0.00065242821603713104,0.0094067716574975698,0.0016680267422494505,0.38359405828537435,-0.38359405828537435,-0.56070475618832816,0.62555689309333118,-0.068424138275453003,-0.069205710096029452,0.064188879105945854,-0.0055313394548084675,0.00034275673447708033,0.0036688235914823421,0.0082011687547134636,-0.030085309767614601,-0.0006012530236208885
176.185,268463.417516212,1,6,1,7,268462298466208,268462.30073971202,411062b933f51c6f,-0.012515789284926599,-0.046064416832339694,0.016377623582762232,-0.041283320128112422,0.83620352087330529,0.017277403968013361,0.54659025209282119,-0.015241685002775538,-0.013155101959307646,0.023371008963938136,0.39871463268408291,-0.37428069432001487,-0.5620934494939045,0.62047687916550776,-0.091351428984756872,-0.18518139933563199,0.20050063040624994,-0.0055312955380788769,0.00034267559808528092,0.0036688514582610696,0.007988287543987253,-0.030254359716405409,-0.00078205765815791007
151.767,268463.417516212,1,11,1,12,268462465149375,268462.46742287901,411062b9dea41a6b,-0.025827595837691533,-0.080278619929358655,0.054005820674505267,-0.039827963651821341,0.83921847509172709,0.023014601294872594,0.54184542603567643,-0.028592370512254123,-0.04745642020447819,0.061382824008214314,0.39941634511968283,-0.36686878470183276,-0.56525443641604478,0.62157968127555019,-0.085889456654631671,-0.19727883756800102,0.23330341011344302,-0.0055311898778729069,0.00034254425704281972,0.0036688977807607815,0.0075673703972081036,-0.030695964096353251,-0.0011135039261415667
127.991,268463.417516212,1,16,1,17,268462631832458,268462.63410596206,411062ba895312c5,-0.037282144685961638,-0.10914836207640188,0.086411852474385875,-0.046759814623777596,0.83785854935728366,0.024882402663715053,0.54331159591473743,-0.040526486564171141,-0.076336673208665787,0.09363876546616727,0.4017738187346328,-0.36658478835942632,-0.55939126503486181,0.62551962729043287,-0.058020030259548001,-0.14354614186179812,0.13221607669806845,-0.0055311227093973389,0.00034247544462200508,0.0036689230621402722,0.0068710972550112071,-0.031442032648502961,-0.001624034517336413
103.629,268463.417516212,1,21,1,22,268462798515500,268462.80078900402,411062bb3402085d,-0.045001534107903494,-0.13096591234924632,0.099905345826853953,-0.055177894509196079,0.84040492173824799,0.025303203121085471,0.53854876158055975,-0.048650231385864655,-0.0981404395619003,0.10687214540970436,0.39870353721788926,-0.36291940514465015,-0.5552393409517854,0.6332726656337091,-0.054770019949937236,-0.12672275247985948,0.056903966264663701,-0.0055311914487037785,0.00034255226357978829,0.0036688993548999833,0.0062266145074511749,-0.032285184766812865,-0.0021302339970628555
78.691,268463.417516212,1,26,1,27,268462965198583,268462.96747208701,411062bbdeb100b6,-0.053221673570972204,-0.15702531189214541,0.10938807578741368,-0.057087981422786205,0.83804559552354729,0.028171818875391774,0.54187354985677882,-0.057135465910348134,-0.12424678157856955,0.11643159280470206,0.40308293508998255,-0.36324196781970353,-0.55222041005740652,0.63295500548597006,-0.04475256237037626,-0.18483293132693626,0.056110462831778653,-0.005531355234451198,0.00034269674670278226,0.0036688439927019902,0.0057487996937634267,-0.032986351517258566,-0.0024925693108924867
53.385,268463.417516212,1,31,1,32,268463215223250,268463.21749675402,411062bcdeb77816,-0.050867345188819399,-0.21090419503461755,0.11886660462489684,-0.092706567813700791,0.83976416288215405,0.046699380544899666,0.53293607880518057,-0.057276475908702509,-0.17847914179065241,0.12571495606944727,0.40986415301767726,-0.34382125745381098,-0.52824947735508498,0.65935635939002057,0.023614856885695281,-0.2298793169109864,0.012672538643462111,-0.0055315482681817458,0.00034278565231052847,0.0036687762057387614,0.0053947156011979712,-0.033565173462192947,-0.0027830974208503394
28.010,268463.417516212,1,36,1,37,268463381906208,268463.38417971204,411062bd8966680c,-0.043671724196182621,-0.2463727192431065,0.11439953031385228,-0.11358944924358205,0.84165215650753655,0.057996446529717499,0.52474331807957175,-0.051506597846142338,-0.21425228197615759,0.1212005020558731,0.41205922825893426,-0.33003986918938849,-0.51481806373800565,0.67545779912675041,0.082057265737415702,-0.17598908003606578,-0.058359734545497893,-0.0055315858421227018,0.00034278802931608028,0.0036687561315725233,0.005391392261967937,-0.033649996470668568,-0.0028156206078206194
226.275,268463.517526045,2,1,1,2,268462131783166,268462.13405667001,411062b8894626d6,0.0016473678274778834,-0.02375194222548252,-0.0042117411598638962,-0.045857387000058591,0.83881367878627644,0,0.54248393410636908,-0.00065242821603713104,0.0094067716574975698,0.0016680267422494505,0.38359405828537435,-0.38359405828537435,-0.56070475618832816,0.62555689309333118,-0.068893475611022909,-0.073000167731014018,0.068252912813267508,-0.005146077930525325,-0.00043537847930048487,0.0040139533191863516,0.009061019525333865,-0.026370201156438185,-0.0025723822642525645
199.260,268463.517526045,2,6,1,7,268462298466208,268462.30073971202,411062b933f51c6f,-0.012633574937410106,-0.046700139730812766,0.017028450537853249,-0.041298148071023222,0.83622715218568078,0.017352430133850905,0.54655060085435836,-0.015362282369303482,-0.013791850311127245,0.024025563884651595,0.39873964653444799,-0.37419960515194267,-0.56209967441598463,0.62050407396499652,-0.092345861875288079,-0.18909503284762036,0.20440242924668214,-0.0051460579486780466,-0.00043544095566149248,0.0040139792043267274,0.0088860262752906236,-0.02646433172239053,-0.0026962491424345849
