sequence,actual_slots,window_count,selected_frame_count,dropped_frame_count,local_rmse,stitched_rmse,stitched_p90,bridge_scale_std,official_streaming_rmse,official_streaming_p90,official_streaming_bridge_scale_std,official_streaming_loop_rmse,official_streaming_loop_p90,official_streaming_loop_constraints,official_streaming_loop_status,depth_mapping,depth_abs_rel,depth_rmse_m,depth_p90_abs_m
freiburg1_desk,385,11,325,95,0.008618034087893802,0.2978058488662541,0.3239288349725668,0.36058099450412007,0.06567861013290224,0.11034126172933778,0.41123187315275306,0.10806832794357839,0.13299136340444342,0,not_run_no_loop_constraints,,,,
freiburg1_desk,700,20,420,0,0.006957940160443632,0.2354173593292303,0.4146111146007466,0.46891922599723684,0.0986345721942027,0.14622407398014314,0.45477025328285753,0.0642527812215311,0.09359148222937339,27,optimized,,,,
