source_local_index,target_local_index,source_frame_id,target_frame_id,source_or_target_suspect,center_baseline,rotation_angle_deg
0,0,cap-1,cap-1,False,0.0,0.0
0,1,cap-1,cap-3,False,0.011169099759517255,2.379749178901727
0,2,cap-1,cap-5,False,0.016047732094503653,0.9882028557016899
0,3,cap-1,cap-7,False,0.03237721680826521,1.9297447285951983
0,4,cap-1,cap-21,False,0.11471296509458451,2.7536503563367107
0,5,cap-1,cap-23,False,0.14361737918120576,6.139570120700262
0,6,cap-1,cap-29,False,0.1510159960842057,8.943245093972545
0,7,cap-1,cap-31,False,0.1484004031395302,8.864685331640173
0,8,cap-1,cap-33,False,0.13619947504058255,9.533676075801901
0,9,cap-1,cap-35,False,0.15524911144796497,14.698452277447377
0,10,cap-1,cap-37,False,0.18786434837087024,18.2486748162325
0,11,cap-1,cap-39,False,0.20868264899658356,20.443383351508785
0,12,cap-1,cap-42,False,0.2043913477900579,23.509774630881477
0,13,cap-1,cap-44,False,0.21303967596991866,22.702119074091176
0,14,cap-1,cap-48,False,0.24328879043086385,22.773204064756428
0,15,cap-1,cap-50,False,0.23458515411908207,23.250745584920875
0,16,cap-1,cap-52,False,0.25970640033774234,23.553758405532854
0,17,cap-1,cap-54,False,0.24841090001686741,25.04093385710962
0,18,cap-1,cap-56,False,0.2623771186527007,26.13115925383086
0,19,cap-1,cap-74,True,0.33302463752370176,17.460784541644223
0,20,cap-1,cap-78,True,0.34015017423244176,16.18134281672135
0,21,cap-1,cap-80,True,0.3388536958448529,15.562936993099765
0,22,cap-1,cap-96,False,0.32207913781034725,16.173902880744528
0,23,cap-1,cap-103,False,0.30685082055396196,21.843476917202132
0,24,cap-1,cap-105,False,0.3013461030267764,23.329734419434768
0,25,cap-1,cap-107,False,0.2989896200714057,25.02777265241389
0,26,cap-1,cap-109,False,0.30008552817871614,26.04836591430347
0,27,cap-1,cap-114,False,0.3143626539019793,27.617983472872368
0,28,cap-1,cap-116,False,0.3289449869247402,28.79130813175216
0,29,cap-1,cap-118,False,0.3198296567052899,30.398334855310782
0,30,cap-1,cap-122,False,0.3348709384368083,31.313797882363524
0,31,cap-1,cap-124,False,0.33237964908245526,29.623030692039812
0,32,cap-1,cap-126,False,0.35015920979736087,28.31916165862827
0,33,cap-1,cap-128,False,0.35271058066681477,27.56953721394127
0,34,cap-1,cap-131,False,0.35159240021939026,25.54236120867104
1,0,cap-3,cap-1,False,0.011169099759517255,2.379749178901727
1,1,cap-3,cap-3,False,0.0,0.0
1,2,cap-3,cap-5,False,0.019234250481331105,1.633633309683637
1,3,cap-3,cap-7,False,0.0402076184374628,3.574023652231582
1,4,cap-3,cap-21,False,0.1236895796773968,5.064575360928903
1,5,cap-3,cap-23,False,0.15073916659528377,8.196866144030018
1,6,cap-3,cap-29,False,0.15718667407930728,10.848176799549035
1,7,cap-3,cap-31,False,0.1531661995580521,10.431082608537134
1,8,cap-3,cap-33,False,0.14010199707008247,10.72687219604625
1,9,cap-3,cap-35,False,0.1556621562493369,15.421704896612235
1,10,cap-3,cap-37,False,0.18581543987381785,17.88807422994619
1,11,cap-3,cap-39,False,0.20665795266327464,19.872489598038765
1,12,cap-3,cap-42,False,0.2004239763524947,22.253967324536063
1,13,cap-3,cap-44,False,0.2079390493214681,21.399644189072003
1,14,cap-3,cap-48,False,0.2383177324408106,21.432673538610516
1,15,cap-3,cap-50,False,0.22920672826141428,22.0465007410762
1,16,cap-3,cap-52,False,0.253814002826841,22.277042467811256
1,17,cap-3,cap-54,False,0.2417639865647601,23.65146278727634
1,18,cap-3,cap-56,False,0.2553648173368306,25.19685261066442
1,19,cap-3,cap-74,True,0.333343906570009,16.051926948569267
1,20,cap-3,cap-78,True,0.34014182711768304,14.855748600024656
1,21,cap-3,cap-80,True,0.3387811572604924,14.245920690790879
1,22,cap-3,cap-96,False,0.31971723703914784,15.700991444600302
1,23,cap-3,cap-103,False,0.30217020989157,21.079830493420413
1,24,cap-3,cap-105,False,0.2962625660164907,22.633744321968226
1,25,cap-3,cap-107,False,0.2934567985266375,24.412382000102546
1,26,cap-3,cap-109,False,0.29423058782540806,25.464515539941548
1,27,cap-3,cap-114,False,0.3074363790748344,26.95066784481046
1,28,cap-3,cap-116,False,0.32165133992651673,28.131996867107134
1,29,cap-3,cap-118,False,0.3125755697255556,29.7271901544479
1,30,cap-3,cap-122,False,0.3273652674600615,30.62064049788687
1,31,cap-3,cap-124,False,0.3251654869900155,28.914597932506553
1,32,cap-3,cap-126,False,0.3431533479295158,27.573611179048026
1,33,cap-3,cap-128,False,0.3459090183955113,26.614160147554003
1,34,cap-3,cap-131,False,0.345225666319038,24.562020895032312
2,0,cap-5,cap-1,False,0.016047732094503653,0.9882028557016899
2,1,cap-5,cap-3,False,0.019234250481331105,1.633633309683637
2,2,cap-5,cap-5,False,0.0,0.0
2,3,cap-5,cap-7,False,0.03316492280153324,2.700374400382242
2,4,cap-5,cap-21,False,0.1150572431301352,3.595367292372229
2,5,cap-5,cap-23,False,0.14328132819984157,6.675270467006692
2,6,cap-5,cap-29,False,0.15255076677539453,9.417170999919614
2,7,cap-5,cap-31,False,0.1473789338691141,9.04419660802172
2,8,cap-5,cap-33,False,0.1322266455228551,9.454537287955368
2,9,cap-5,cap-35,False,0.14772873604277195,14.411981236715038
2,10,cap-5,cap-37,False,0.17683097649943277,17.57885490092609
2,11,cap-5,cap-39,False,0.19652280540416325,19.726901617004252
2,12,cap-5,cap-42,False,0.19151724277522722,22.650129382154017
2,13,cap-5,cap-44,False,0.2006237495912917,21.82023861523255
2,14,cap-5,cap-48,False,0.2302624950186774,21.88150323797949
2,15,cap-5,cap-50,False,0.2220808955831922,22.390105955305266
2,16,cap-5,cap-52,False,0.24826720209391837,22.65841472217996
2,17,cap-5,cap-54,False,0.23773412321174978,24.12983392680123
2,18,cap-5,cap-56,False,0.25212006927465175,25.32101990237605
2,19,cap-5,cap-74,True,0.3481746737982558,17.0973287716457
2,20,cap-5,cap-78,True,0.35537804684945135,15.832185004098278
2,21,cap-5,cap-80,True,0.3541255634510605,15.17105916159502
2,22,cap-5,cap-96,False,0.33756809337116994,15.651199108877595
2,23,cap-5,cap-103,False,0.32082838859407015,21.111088304595896
2,24,cap-5,cap-105,False,0.314943967602181,22.592495156261066
2,25,cap-5,cap-107,False,0.3121984991544252,24.295009309411007
2,26,cap-5,cap-109,False,0.3128218002000547,25.33073517146678
2,27,cap-5,cap-114,False,0.3256291452625916,26.870211277237928
2,28,cap-5,cap-116,False,0.3393927650254054,28.044644859988285
2,29,cap-5,cap-118,False,0.3302388624621937,29.652559299434948
2,30,cap-5,cap-122,False,0.3445461779146811,30.559539192089577
2,31,cap-5,cap-124,False,0.3430562540506448,28.86921716350523
