# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 132, mean observations per image: 0
14 0.97212663935786459 -0.19515208708419726 0.062497130533731439 -0.11392790980491115 -1.9022703000000001 -2.1885633000000002 1.1886353000000001 14 00000013.jpg

15 0.96350531023542485 -0.20275428329344697 0.088663685695323707 -0.15062193928249409 -2.2495150000000002 -1.9641892000000001 0.95300364000000004 15 00000014.jpg

16 0.98049560689956783 -0.094905835001905192 0.12870361493424998 -0.11426559778032906 -2.1639067999999999 -1.1177284999999999 1.3419316999999999 16 00000015.jpg

17 0.99399485569152557 -0.027882858797774201 -0.021863510610497901 -0.10353144424681564 -0.73617460000000001 -1.8612632 1.1852881 17 00000016.jpg

18 0.96363244062919351 -0.20874354740762824 0.034590012371812577 -0.16322432976373696 -0.89450430000000003 -2.3154935999999999 1.4383149 18 00000017.jpg

19 0.97686914323193119 -0.075918495837702424 0.14613814508494424 -0.13640638380290424 -2.5338419999999999 -1.4262539000000001 1.0329826 19 00000018.jpg

20 0.95996392969579436 -0.20731136313358475 -0.0200017219247135 -0.18732640902646183 -0.82397299999999996 -2.5984373000000001 1.5995874000000001 20 00000019.jpg

21 0.99101317584398296 -0.039767259706688103 0.029703563896717092 -0.1242141242004212 -1.2011383 -2.0786793000000001 1.2421514 21 00000020.jpg

22 0.95764824693587136 -0.13291543260137553 -0.089088974952559241 -0.23938771367583514 -0.41305619999999998 -2.3748914999999999 1.5695165 22 00000021.jpg

23 0.95894448182631498 -0.14185112792510873 -0.094135769970409289 -0.22680871917391704 0.074392945000000002 -2.2085306999999998 1.6807477 23 00000022.jpg

24 0.99726184198730938 -0.020207188308589384 -0.029253255018157592 -0.064843928995570593 -0.28373048000000001 -2.2657181999999998 1.1603067 24 00000023.jpg

25 0.99655922130021946 0.067585008000740118 0.017362700574574095 -0.044727192666182879 -0.61240417000000003 -1.335712 1.4504357999999999 25 00000024.jpg

26 0.98943350599333291 -0.049436416866815359 0.0090711497057469944 -0.13599666226833623 -0.51479244000000002 0.10059438 1.0047752000000001 26 00000025.jpg

27 0.99154361976485139 -0.073582744212696075 0.046501367340561393 -0.096252026956335085 -0.54905289999999995 -2.3600748 1.7106105 27 00000026.jpg

28 0.98184742712160078 -0.095377544615147747 0.0012081406012619815 -0.16394296030682798 -0.56204253000000004 -2.5290675 1.6865633 28 00000027.jpg

29 0.96500227744818556 -0.10246343125899775 -0.054537797189173211 -0.23515415890900274 -0.68581669999999995 -2.7400552999999999 1.4077777 29 00000028.jpg

30 0.98224219072624852 -0.096920752364411777 -0.0039631025032248234 -0.16059558006671756 0.43080570000000001 -1.6913153000000001 1.8344328000000001 30 00000029.jpg

31 0.99172317915482011 0.11303653669733689 0.055879622132511103 -0.024193906853916796 -0.88190979999999997 -1.2417012000000001 1.1856264999999999 31 00000030.jpg

32 0.98241705910604638 0.13316586545102499 0.12845094578267027 -0.024978566484971754 -1.7393068 -1.1400646000000001 1.1212415 32 00000031.jpg

33 0.98634957418788516 0.12473813934953291 0.097415620190228272 -0.045443492756912278 -1.4445378 -1.1275295999999999 1.1402273999999999 33 00000032.jpg

34 0.98571756358089258 0.13884593394936137 -0.090533882392216963 0.029770918912098099 -0.062768309999999994 -1.1091443000000001 1.2206627999999999 34 00000033.jpg

35 0.97942841106870271 0.15587084595480419 0.1246280775694211 -0.029868198039396651 -2.2418035999999999 -1.1348579000000001 0.93162274 35 00000034.jpg

36 0.97808612084763646 -0.067859946812596952 0.16328808703736353 -0.10990709010565476 -2.8427367000000001 -1.0347736999999999 1.1668692000000001 36 00000035.jpg

37 0.97601004299856897 0.13086386879102624 0.16454548179158848 0.056602369499436804 -2.2787975999999999 -0.52306200000000003 0.88808255999999997 37 00000036.jpg

38 0.98362822415629469 0.11260395088246961 0.1400704307485523 0.013271824241891323 -1.6451731999999999 -0.62579989999999996 1.4991467999999999 38 00000037.jpg

39 0.9747225603429982 0.13489279998635662 0.16864034857769666 0.057273865783828017 -1.8395478000000001 -0.20382238999999999 1.2597796000000001 39 00000038.jpg

40 0.98662656960152906 0.070647994819213897 0.12046981689005824 -0.084046988065125811 -2.0169031999999998 0.82500709999999999 1.0081011 40 00000039.jpg

41 0.98971669293503817 -0.0080771173278528317 0.14229370159157426 0.012170882826295323 -1.8157687 0.18004227 0.77938940000000001 41 00000040.jpg

42 0.97532357956542182 0.087798610180398001 0.20227285188739788 0.011000571958859727 -2.0103016 -0.46502002999999997 1.5073808 42 00000041.jpg

43 0.99087232120900892 0.095597313778044604 0.090346748319290682 -0.029506977622653741 -1.5629407 1.0755283 0.41767346999999999 43 00000042.jpg

44 0.98864342581612241 0.076737277460693781 0.11574879964362723 -0.057426319919887982 -2.6055717 -0.85150594000000002 0.95514893999999995 44 00000043.jpg

45 0.97771110968538821 -0.053396553227029117 0.16658010253812788 -0.11610712096864154 -2.0063927000000001 -2.4804618 0.52749900000000005 45 00000044.jpg

46 0.9527358806176357 -0.18308955065442262 0.022523726186634715 -0.24138193798121968 -0.20442799 -1.4461246999999999 1.8170024 46 00000045.jpg

47 0.97757416533723585 0.12230012216052316 0.1289642814871228 0.11295860075814483 -1.4016715 0.22092089000000001 0.95441810000000005 47 00000046.jpg

48 0.99575381107534211 0.079527652117006159 0.018000511111976564 -0.042727998752527765 -0.54316050000000005 0.13830371 1.1124153999999999 48 00000047.jpg

49 0.98323833482260059 0.11658060065414261 0.066613559558601099 0.12334493977999995 -0.89673700000000001 0.54823476000000004 0.83915037000000003 49 00000048.jpg

50 0.98688357350319311 0.14721661530080765 0.065634318556350213 0.0089563807749196075 -1.2850345000000001 1.2946631 0.36116021999999998 50 00000049.jpg

51 0.98291942667357357 0.089437045960879522 -0.02864957311489829 0.15827070934894755 -0.017617120999999999 0.36098015 0.91331660000000003 51 00000050.jpg

52 0.95268631255038183 0.27857075247457785 0.004374581634658343 0.12152361408559764 -0.43401682000000003 0.52121249999999997 0.97833060000000005 52 00000051.jpg

53 0.94972620486079429 0.14222234556855515 -0.056942123292882653 0.27303943820735738 0.58635420000000005 0.19604899000000001 0.83298559999999999 53 00000052.jpg

54 0.94615704336029904 0.28108855139259703 -0.037840212445973222 0.15602626028253061 0.073530570000000003 0.01561223 1.1247057 54 00000053.jpg

55 0.95593197501115479 0.25971549721415077 0.034901757059405784 0.13237744147794114 -0.48526064000000002 1.2848139000000001 0.99394523999999995 55 00000054.jpg

56 0.96035049263539352 0.24942577506775923 -0.058048589709129246 0.11020015997985555 0.020980127000000001 -0.80581749999999996 1.0317764 56 00000055.jpg

57 0.98364834238809962 0.065567534303378749 0.16167222743935919 -0.044709370799813623 -1.8746923 -1.9020648 0.79643140000000001 57 00000056.jpg

58 0.99442718410443864 0.047566388942968871 -0.058899591847386558 0.073367923762733642 1.1319509999999999 -0.79949870000000001 1.0369725000000001 58 00000057.jpg

59 0.97757538790251608 0.079020304393583554 0.18481733642266185 -0.062806883527391374 -2.687665 0.36566615000000002 1.4011092999999999 59 00000058.jpg

60 0.92764613204479229 0.32405252950351676 0.066503131285333097 0.17332035470178864 -1.0218887000000001 1.8666624000000001 1.0708599999999999 60 00000059.jpg

61 0.92596748714469768 0.31619306196077923 0.084129394305464317 0.18848980166734902 -1.2758609000000001 2.0471694 1.0337913000000001 61 00000060.jpg

62 0.95966529446762006 0.12659022859174437 -0.042758325114166801 0.24736443206915884 1.2366743 -0.070561505999999996 0.91615676999999995 62 00000061.jpg

63 0.97277000091819754 0.1696188689762945 0.1297663479939058 0.09004809564414655 -0.51710825999999999 -1.1174482999999999 1.4508932999999999 63 00000062.jpg

64 0.98473388217389635 0.12621082004453024 -0.11867667027904523 0.016907339645628572 1.3827422 1.4339485999999999 0.95019865000000003 64 00000063.jpg

65 0.93453105491190303 0.29419565247269247 0.092625211927260073 0.17754209525304962 -1.2819430000000001 2.5201861999999999 0.92240029999999995 65 00000064.jpg

66 0.94760675763935098 0.25225832530612768 -0.13928142883700623 0.13786897319957891 0.67288400000000004 1.1500490999999999 1.3513031 66 00000065.jpg

67 0.87240687961614005 0.4014367451575333 -0.11264663231434942 0.25507942344295709 0.72877150000000002 0.51329773999999995 1.3957820000000001 67 00000066.jpg

68 0.93513918622177505 0.30240380704964404 0.11023661935200672 0.14803556203898691 -1.1887151 2.8560333 0.92472242999999998 68 00000067.jpg

69 0.92651493592185641 0.33763020261553317 0.13990330344265531 0.089459406891308019 -1.2034601 2.2576067000000002 0.88825303 69 00000068.jpg

70 0.95619283227950325 0.26854018345274971 0.078175219545660229 0.086429580685394802 -0.22993543999999999 -0.94499710000000003 0.75478595000000004 70 00000069.jpg

71 0.97797056617830203 -0.14297652487690685 0.11273485286221263 -0.1020888729154646 -2.7860347999999999 -2.1508500000000002 1.3318160999999999 71 00000070.jpg

72 0.9909653876081973 -0.052538948073680251 -0.037316595294086381 -0.11762113421279152 1.3918668000000001 -1.4230278999999999 1.9056473 72 00000071.jpg

73 0.96649271390549218 -0.16001102625017929 -0.05961444780483028 -0.1916622630015776 1.0121346 -0.95842373000000003 2.4413678999999999 73 00000072.jpg

74 0.96370483137162255 -0.053188156155668929 0.2281457282882946 -0.12803727855416314 -2.2459090000000002 -2.5894374999999998 0.59144799999999997 74 00000073.jpg

75 0.98514822667706781 -0.045697117002710272 0.14551820427420109 -0.078861886849612844 -1.4841915000000001 -3.0356078000000002 0.84875900000000004 75 00000074.jpg

76 0.98648931480859947 -0.04003751660951755 -0.075968665900684532 -0.13951555767538218 0.45378756999999997 -3.0436637000000002 1.1637941999999999 76 00000075.jpg

77 0.96330066054143948 -0.17104661791165926 0.18034737453724448 -0.10133960923021262 -2.6649012999999999 -2.3812026999999998 1.8570247 77 00000076.jpg

78 0.85163118700311202 0.43538265740136645 0.033176820411968781 0.28994061727385967 -1.1291218000000001 2.6762404000000002 2.4651784999999999 78 00000077.jpg

79 0.83999998064351988 0.47445643444871521 0.057742351905754406 0.2568208424670595 -1.8663672 3.1835195999999999 2.7126603 79 00000078.jpg

80 0.75236971780405515 0.59652469032580657 0.10265251723216223 0.25992414714498474 -2.5137917999999999 3.1240928000000001 3.1950500000000002 80 00000079.jpg

81 0.7760503819454877 0.57129502955989064 0.091442123338647374 0.25101022282318719 -2.0771663 3.3366164999999999 3.0308044000000001 81 00000080.jpg

82 0.74138723032634146 0.588087170333085 0.078314287835395124 0.31363247140482164 -2.8564349999999998 3.5358149999999999 3.0776243000000001 82 00000081.jpg

83 0.74708859731096622 0.58429634565651634 0.11533658828254123 0.29521835922536654 -3.4051566000000002 3.0124323 3.2310623999999999 83 00000082.jpg

84 0.77549297078970214 0.54837775285010493 0.014745833212387875 0.31253008309233826 -1.4375951 2.9053697999999999 3.5197600000000002 84 00000083.jpg

85 0.81650072993833456 0.49450779391405458 -0.085761986950951857 0.28536552237901219 -0.51786849999999995 3.8190805999999999 3.5753484000000002 85 00000084.jpg

86 0.78355151935017198 0.55346685513749383 0.03277600747992164 0.2804410635444205 -0.516455 3.1838373999999998 3.7447366999999998 86 00000085.jpg

87 0.78361666321472623 0.5582734911312226 0.064890783399566221 0.26469760191993769 -1.4144262999999999 3.1092833999999998 3.2776896999999998 87 00000086.jpg

88 0.69762225846395498 0.61645812612434403 0.10292815344732492 0.35029752847948731 -2.8568707 3.8993967 3.5425627 88 00000087.jpg

89 0.67446801445111315 0.63532432701087271 0.093246168091821416 0.36436389657421697 -3.0939847999999999 3.8527909999999999 3.6428967000000001 89 00000088.jpg

90 0.6254624143971621 0.66695818114141214 0.05033094190944417 0.40178395820579998 -3.4381933 3.7991997999999998 3.7679689999999999 90 00000089.jpg

91 0.78343288456502413 0.52571646262342897 0.092334158118808782 0.31832297993284298 -2.8290101999999999 4.4481105999999997 2.5113965999999999 91 00000090.jpg

92 0.56553241385092912 0.71197016116512046 0.071448953482865854 0.41008124261011608 -3.5327182000000001 3.5838242 4.4894113999999998 92 00000091.jpg

93 0.76020236631598059 0.53054201461706707 -0.082507312516473696 0.36580059643876528 -1.188612 4.1149645000000001 3.7068965 93 00000092.jpg

94 0.67607139511996084 0.58692896589593002 -0.079482287989546346 0.43832000135612215 -1.8593506 3.9415748000000002 3.9797745 94 00000093.jpg

95 0.62291885385824775 0.60142718653665961 -0.057283784525888497 0.49696680858274289 -2.7777069999999999 3.7883252999999999 3.8617050000000002 95 00000094.jpg

96 0.51697426216521347 0.73671843690760674 0.089418378098980789 0.426600410967094 -3.5413174999999999 3.5315669999999999 4.6186360000000004 96 00000095.jpg

97 0.56080170218590619 0.67477405211137886 0.029671227857801998 0.47885388967825132 -2.557509 3.5862858000000002 4.4555673999999996 97 00000096.jpg

98 0.86012218080625613 0.45798176462180085 -0.013917938336539213 0.2241625043388209 0.57250639999999997 3.3830767000000002 3.4797373 98 00000097.jpg

99 0.8956139145926163 0.41401290074927516 0.0022825041588026107 0.1626770548541672 0.47073843999999998 1.4912377999999999 2.4468215 99 00000098.jpg

100 0.97645970193713416 0.0082360814341935259 0.19497167678193678 -0.091894845928878796 -1.4046475 -2.8250796999999999 0.55536730000000001 100 00000099.jpg

101 0.64700092325548053 0.69583082171725041 0.079566928250009217 0.30146040666016077 -2.6757059999999999 1.7643922999999999 3.804433 101 00000100.jpg

102 0.84270684153303443 0.48826901914742871 -0.0016643866317288681 0.22679456340786755 0.77748600000000001 2.691846 3.8001268000000001 102 00000101.jpg

103 0.88564314671796018 0.41801308644787027 0.072267722855176367 0.18888793625629555 0.36575912999999999 1.1633412999999999 2.2797768 103 00000102.jpg

104 0.72354450901779299 0.62619349605221031 0.10428889653742682 0.27108831592511939 -1.7869571 1.6066421 3.5435420999999998 104 00000103.jpg

105 0.96336168981152759 0.14598269468909147 0.21603376006187366 -0.062870676537782499 -3.0261178000000002 -0.1010706 1.5129524000000001 105 00000104.jpg

106 0.93367465403031047 0.29355103725952569 0.15562266761687463 0.13364510566812537 -1.2405447999999999 3.2748567999999998 1.0687652999999999 106 00000105.jpg

107 0.99858003483535529 0.048199120999021468 0.021979948727876283 -0.0056249992944407932 1.0029539000000001 -2.2621381 1.0346469 107 00000106.jpg

108 0.50532283361601782 0.71051143639032033 0.077643558032810756 0.48352229574327554 -2.7502217 3.2998525999999999 4.7360600000000002 108 00000107.jpg

109 0.96611855027501192 -0.15057031925007333 0.1666020162307667 -0.12722929679631104 0.2276321 -1.9282805000000001 1.6960005 109 00000108.jpg

110 0.98561486036283297 -0.082163975931156097 -0.011213866146040002 -0.14726397148385115 1.4174564999999999 -2.1314886 2.7864943000000002 110 00000109.jpg

111 0.48190511925809015 0.75623931295531444 0.10811361489846365 0.42916314362641494 -3.4701216000000001 3.5811532000000001 4.9276030000000004 111 00000110.jpg

112 0.85992483753597437 0.48421823593294194 -0.0015827953021178404 0.16142945374915213 1.1267563 1.5523823000000001 3.0200043000000001 112 00000111.jpg

113 0.8379882835092487 0.51831120433913369 -0.0080529825016067112 0.17048249655190087 1.1869394 1.7901993 3.6135163000000001 113 00000112.jpg

114 0.99729308073480238 0.050352731606333315 -0.030505257771028874 -0.044051592327524432 -1.7749044 -3.0326754999999999 -0.55989312999999996 114 00000113.jpg

115 0.44527806200752729 0.7467622813957 0.12756323235092637 0.47728520229700572 -3.0517382999999998 3.3585748999999998 5.0966864000000003 115 00000114.jpg

116 0.45112103777755042 0.75831660115402655 0.11811546997422255 0.45551561712138883 -3.8707843 3.5750359999999999 4.9640510000000004 116 00000115.jpg

117 0.97536056650832714 0.026165832138534607 0.20680705761790075 -0.072235416856826773 -3.0138760000000002 -2.8820673999999999 0.6073769 117 00000116.jpg

118 0.95385610846204694 0.27262972298229471 0.12190447509908939 0.031158585446912589 -1.7395399 -2.1916285000000002 -0.41316098000000001 118 00000117.jpg

119 0.98706221364780944 0.011287886942986432 0.14009628453647444 -0.07716087775630999 0.037286416000000003 -3.4483823999999998 0.34004741999999999 119 00000118.jpg

120 0.92779375175423184 0.32326392214316158 0.18042093112690144 0.046340894010891788 -2.6881784999999998 -1.402582 1.0049953 120 00000119.jpg

121 0.90935572783221674 0.31073409499902827 0.27527872346723048 -0.027168122315065414 -2.9353851999999998 -1.1170869999999999 1.7248752000000001 121 00000120.jpg

122 0.44203962938356778 0.76761285265199863 0.13504352476082357 0.44399855959008677 -3.7799952000000001 3.8895802000000002 5.07606 122 00000121.jpg

123 0.98250971826989542 0.12928722619384719 -0.12567842470607987 -0.046523114810919967 -1.4229482 -2.975616 -1.2863165000000001 123 00000122.jpg

124 0.95528629070197268 -0.024641530624807621 0.28221084662315976 -0.084722699517734368 0.76268153999999999 -3.1299152000000001 0.59825349999999999 124 00000123.jpg

125 0.99617845619856138 0.059939910938477656 0.055604429012741895 -0.030721945848290886 1.2647839000000001 -3.3471440000000001 0.20975456000000001 125 00000124.jpg

126 0.41629205636497901 0.77533648713335868 0.15164125264531086 0.45006575744359989 -2.9565787000000001 3.8090014000000001 5.4027149999999997 126 00000125.jpg

127 0.94235777029165513 -0.18827550165886187 -0.042530315664172785 -0.27332277712541625 -1.2248810000000001 -3.5463556999999999 2.3373043999999998 127 00000126.jpg

128 0.94625703316102927 -0.14270196304509372 0.02470284170645946 -0.28917736174878772 -1.1501645 -4.132568 2.1661317000000002 128 00000127.jpg

129 0.88605124632443355 -0.20567361961880729 -0.019007117539335733 -0.41503045739157762 -2.0166273000000001 -3.4325093999999998 2.9650721999999998 129 00000128.jpg

130 0.92352197892868948 -0.19366012536354485 0.020636119844346986 -0.33041952248252993 -1.5016689000000001 -4.0690923000000003 2.690779 130 00000129.jpg

131 0.98626689875494677 0.13046840303412099 0.090757539806202076 -0.044929602695234001 -2.5165147999999999 -3.0673477999999998 -0.59461439999999999 131 00000130.jpg

132 0.43871338329203224 0.7753990680789199 0.1688907312202432 0.42161922803720958 -3.3629410000000002 4.3586855 5.2388371999999999 132 00000131.jpg

